timestamp,normalUsage,reverseUsage,instanceElectricity,instanceCurrents,instanceCurrentsT
1644138700,,,2460.0,,
1644138730,,,2488.0,13.0,14.0
1644138760,,,3144.0,,
1644138791,,,3156.0,20.0,14.0
1644138820,,,3108.0,,
1644138850,,,3408.0,23.0,14.0
1644138880,,,3144.0,,
1644138910,,,3136.0,21.0,13.0
1644138941,,,3164.0,,
1644138971,,,2324.0,14.0,13.0
1644139001,,,2424.0,,
1644139030,,,2616.0,16.0,13.0
1644139060,,,3048.0,,
1644139091,,,3172.0,21.0,13.0
1644139121,,,3140.0,,
1644139150,,,3084.0,21.0,13.0
1644139181,,,2892.0,,
1644139211,,,2604.0,16.0,15.0
1644139241,,,2656.0,,
1644139271,,,2552.0,15.0,13.0
1644139301,,,3216.0,,
1644139331,,,3460.0,22.0,14.0
1644139361,,,3680.0,,
1644139391,,,3572.0,22.0,15.0
1644139421,,,3208.0,,
1644139451,,,2948.0,16.0,15.0
1644139481,,,2820.0,,
1644139511,,,3072.0,16.0,17.0
1644139541,,,3184.0,,
1644139571,,,3240.0,17.0,17.0
1644139601,,,3124.0,,
1644139631,,,3276.0,16.0,18.0
1644139661,,,3308.0,,
1644139691,,,3352.0,17.0,18.0
1644139721,,,3356.0,,
1644139751,,,3408.0,17.0,19.0
1644139781,,,3480.0,,
1644139800,38487.0,17041.6,,,
1644139811,,,3540.0,18.0,18.0
1644139841,,,3384.0,,
1644139871,,,3392.0,17.0,18.0
1644139901,,,3332.0,,
1644139931,,,3284.0,16.0,18.0
1644139961,,,3236.0,,
1644139991,,,3340.0,16.0,18.0
1644140021,,,3544.0,,
1644140051,,,3176.0,16.0,17.0
1644140082,,,3112.0,,
1644140112,,,3088.0,15.0,17.0
1644140141,,,3100.0,,
1644140172,,,2920.0,15.0,16.0
1644140201,,,2936.0,,
1644140231,,,2904.0,15.0,16.0
1644140261,,,2948.0,,
1644140292,,,2872.0,15.0,16.0
1644140322,,,2716.0,,
1644140352,,,2712.0,14.0,16.0
1644140382,,,2672.0,,
1644140412,,,2672.0,14.0,15.0
1644140442,,,2684.0,,
1644140472,,,2656.0,14.0,15.0
1644140502,,,2672.0,,
1644140532,,,2688.0,14.0,15.0
1644140562,,,2620.0,,
1644140592,,,2720.0,14.0,16.0
1644140622,,,2848.0,,
1644140652,,,2864.0,16.0,16.0
1644140682,,,2776.0,,
1644140712,,,2688.0,14.0,16.0
1644140742,,,2696.0,,
1644140772,,,2732.0,15.0,16.0
1644140802,,,2816.0,,
1644140832,,,2812.0,14.0,16.0
1644140862,,,2948.0,,
1644140892,,,2880.0,16.0,16.0
1644140922,,,2924.0,,
1644140952,,,2908.0,14.0,16.0
1644140982,,,2924.0,,
1644141012,,,2932.0,15.0,17.0
1644141042,,,3160.0,,
1644141072,,,3144.0,15.0,17.0
1644141102,,,3232.0,,
1644141132,,,2532.0,15.0,13.0
1644141162,,,2296.0,,
1644141192,,,2520.0,13.0,15.0
1644141223,,,2556.0,,
1644141252,,,3316.0,18.0,17.0
1644141282,,,3088.0,,
1644141313,,,3488.0,17.0,19.0
1644141342,,,3748.0,,
1644141372,,,3196.0,17.0,17.0
1644141403,,,3076.0,,
1644141433,,,2264.0,12.0,13.0
1644141462,,,2256.0,,
1644141493,,,2372.0,12.0,14.0
1644141523,,,2888.0,,
1644141553,,,2856.0,15.0,15.0
1644141583,,,2796.0,,
1644141600,38488.5,17041.6,,,
1644141613,,,3064.0,16.0,16.0
1644141643,,,3160.0,,
1644141673,,,3208.0,16.0,17.0
1644141703,,,3204.0,,
1644141733,,,3916.0,21.0,19.0
1644141763,,,3872.0,,
1644141793,,,3972.0,20.0,21.0
1644141823,,,4196.0,,
1644141853,,,4188.0,22.0,22.0
1644141883,,,3840.0,,
1644141913,,,3876.0,19.0,21.0
1644141943,,,3728.0,,
1644141973,,,3716.0,18.0,20.0
1644142003,,,3636.0,,
1644142033,,,3640.0,18.0,19.0
1644142063,,,3540.0,,
1644142093,,,3588.0,18.0,19.0
1644142123,,,3352.0,,
1644142154,,,3336.0,16.0,18.0
1644142183,,,3332.0,,
1644142213,,,3300.0,16.0,18.0
1644142243,,,3244.0,,
1644142274,,,3256.0,16.0,17.0
1644142303,,,3292.0,,
1644142334,,,3332.0,17.0,17.0
1644142363,,,3220.0,,
1644142394,,,3232.0,16.0,17.0
1644142424,,,3188.0,,
1644142454,,,3056.0,15.0,17.0
1644142484,,,3088.0,,
1644142514,,,3096.0,15.0,17.0
1644142544,,,3100.0,,
1644142574,,,2968.0,15.0,16.0
1644142604,,,2900.0,,
1644142634,,,2864.0,14.0,16.0
1644142664,,,2860.0,,
1644142694,,,2596.0,14.0,15.0
1644142724,,,2620.0,,
1644142754,,,2680.0,14.0,16.0
1644142784,,,2688.0,,
1644142814,,,2596.0,14.0,14.0
1644142844,,,2528.0,,
1644142874,,,2528.0,13.0,14.0
1644142904,,,2476.0,,
1644142934,,,2444.0,13.0,14.0
1644142964,,,2504.0,,
1644142994,,,2480.0,13.0,14.0
1644143024,,,2668.0,,
1644143054,,,2836.0,14.0,15.0
1644143084,,,2772.0,,
1644143114,,,2668.0,13.0,15.0
1644143144,,,2672.0,,
1644143174,,,2820.0,15.0,15.0
1644143204,,,2796.0,,
1644143234,,,2916.0,14.0,16.0
1644143264,,,2932.0,,
1644143294,,,3024.0,15.0,16.0
1644143324,,,2996.0,,
1644143353,,,3000.0,15.0,16.0
1644143383,,,3296.0,,
1644143400,38490.1,17041.6,,,
1644143414,,,3040.0,15.0,16.0
1644143443,,,3092.0,,
1644143474,,,3172.0,15.0,17.0
1644143504,,,3280.0,,
1644143534,,,3436.0,17.0,18.0
1644143564,,,3412.0,,
1644143594,,,3252.0,16.0,18.0
1644143624,,,3300.0,,
1644143654,,,3268.0,16.0,18.0
1644143684,,,3036.0,,
1644143714,,,3036.0,15.0,16.0
1644143744,,,3004.0,,
1644143774,,,3028.0,15.0,16.0
1644143804,,,3016.0,,
1644143834,,,2900.0,14.0,16.0
1644143864,,,2896.0,,
1644143894,,,2716.0,13.0,15.0
1644143924,,,2748.0,,
1644143954,,,2752.0,14.0,15.0
1644143984,,,2712.0,,
1644144014,,,2668.0,14.0,15.0
1644144044,,,2628.0,,
1644144074,,,2512.0,13.0,15.0
1644144104,,,2584.0,,
1644144134,,,2508.0,13.0,14.0
1644144164,,,2444.0,,
1644144194,,,2540.0,14.0,14.0
1644144224,,,2460.0,,
1644144255,,,2492.0,13.0,14.0
1644144284,,,2596.0,,
1644144315,,,2468.0,13.0,14.0
1644144344,,,2452.0,,
1644144375,,,2656.0,13.0,15.0
1644144404,,,2808.0,,
1644144434,,,2804.0,14.0,15.0
1644144464,,,2748.0,,
1644144495,,,2796.0,14.0,15.0
1644144524,,,2896.0,,
1644144555,,,2772.0,14.0,15.0
1644144585,,,2964.0,,
1644144615,,,2952.0,14.0,16.0
1644144644,,,2932.0,,
1644144675,,,2996.0,15.0,16.0
1644144705,,,3052.0,,
1644144735,,,3096.0,16.0,16.0
1644144765,,,3068.0,,
1644144795,,,2768.0,13.0,15.0
1644144825,,,2476.0,,
1644144855,,,2352.0,12.0,14.0
1644144885,,,2352.0,,
1644144915,,,2384.0,12.0,14.0
1644144945,,,2376.0,,
1644144975,,,2396.0,13.0,14.0
1644145005,,,2488.0,,
1644145035,,,2352.0,12.0,14.0
1644145065,,,2364.0,,
1644145095,,,2644.0,15.0,14.0
1644145125,,,2372.0,,
1644145155,,,2352.0,13.0,13.0
1644145185,,,2260.0,,
1644145200,38491.5,17041.6,,,
1644145215,,,2316.0,12.0,13.0
1644145245,,,2292.0,,
1644145275,,,2164.0,12.0,13.0
1644145305,,,2384.0,,
1644145335,,,2492.0,13.0,15.0
1644145365,,,2508.0,,
1644145395,,,2592.0,14.0,15.0
1644145425,,,2776.0,,
1644145456,,,2748.0,13.0,15.0
1644145485,,,2892.0,,
1644145515,,,2960.0,15.0,16.0
1644145545,,,3000.0,,
1644145575,,,3016.0,15.0,17.0
1644145605,,,3048.0,,
1644145636,,,3072.0,15.0,17.0
1644145666,,,3276.0,,
1644145696,,,3248.0,16.0,18.0
1644145725,,,3432.0,,
1644145756,,,3360.0,17.0,18.0
1644145785,,,3424.0,,
1644145816,,,3492.0,17.0,19.0
1644145846,,,3476.0,,
1644145876,,,3364.0,16.0,18.0
1644145906,,,3372.0,,
1644145936,,,3296.0,16.0,18.0
1644145966,,,3412.0,,
1644145996,,,3588.0,18.0,19.0
1644146026,,,3456.0,,
1644146056,,,3488.0,17.0,19.0
1644146086,,,3480.0,,
1644146116,,,3508.0,17.0,19.0
1644146146,,,3612.0,,
1644146176,,,4704.0,23.0,25.0
1644146206,,,4876.0,,
1644146236,,,4804.0,24.0,25.0
1644146266,,,4732.0,,
1644146296,,,5120.0,25.0,27.0
1644146326,,,6232.0,,
1644146356,,,6752.0,34.0,36.0
1644146386,,,6592.0,,
1644146416,,,6568.0,33.0,35.0
1644146446,,,6720.0,,
1644146476,,,6704.0,35.0,35.0
1644146506,,,6372.0,,
1644146536,,,4948.0,24.0,26.0
1644146567,,,4612.0,,
1644146597,,,4088.0,20.0,22.0
1644146626,,,3932.0,,
1644146657,,,3928.0,20.0,21.0
1644146687,,,3968.0,,
1644146717,,,2844.0,14.0,15.0
1644146747,,,2628.0,,
1644146777,,,2600.0,13.0,14.0
1644146806,,,2640.0,,
1644146837,,,2656.0,13.0,14.0
1644146867,,,2436.0,,
1644146897,,,2424.0,12.0,14.0
1644146927,,,2432.0,,
1644146957,,,2440.0,12.0,14.0
1644146986,,,2332.0,,
1644147000,38493.3,17041.6,,,
1644147017,,,2268.0,12.0,14.0
1644147047,,,2296.0,,
1644147077,,,2448.0,13.0,14.0
1644147107,,,2536.0,,
1644147137,,,2600.0,15.0,14.0
1644147167,,,2436.0,,
1644147197,,,2380.0,13.0,14.0
1644147227,,,2612.0,,
1644147257,,,2556.0,13.0,16.0
1644147287,,,2532.0,,
1644147317,,,2628.0,13.0,16.0
1644147347,,,2752.0,,
1644147377,,,2856.0,13.0,16.0
1644147407,,,2064.0,,
1644147437,,,2272.0,11.0,14.0
1644147467,,,2380.0,,
1644147497,,,2824.0,13.0,16.0
1644147527,,,2896.0,,
1644147557,,,3188.0,16.0,17.0
1644147587,,,3004.0,,
1644147618,,,2980.0,14.0,17.0
1644147647,,,2816.0,,
1644147677,,,2764.0,13.0,15.0
1644147707,,,2752.0,,
1644147737,,,2728.0,13.0,16.0
1644147767,,,2768.0,,
1644147797,,,2836.0,13.0,16.0
1644147827,,,2848.0,,
1644147857,,,2836.0,13.0,16.0
1644147887,,,2900.0,,
1644147918,,,3120.0,16.0,16.0
1644147947,,,2160.0,,
1644147978,,,2176.0,10.0,13.0
1644148007,,,2196.0,,
1644148038,,,2684.0,13.0,16.0
1644148068,,,2788.0,,
1644148098,,,2592.0,13.0,15.0
1644148128,,,2576.0,,
1644148158,,,3048.0,15.0,17.0
1644148188,,,3144.0,,
1644148218,,,3160.0,15.0,18.0
1644148248,,,3252.0,,
1644148278,,,3840.0,18.0,21.0
1644148308,,,3920.0,,
1644148338,,,4028.0,19.0,22.0
1644148368,,,4108.0,,
1644148398,,,4320.0,22.0,22.0
1644148428,,,3916.0,,
1644148458,,,3616.0,18.0,19.0
1644148488,,,3528.0,,
1644148518,,,3400.0,17.0,18.0
1644148548,,,3640.0,,
1644148578,,,3352.0,17.0,18.0
1644148608,,,3272.0,,
1644148638,,,3232.0,16.0,17.0
1644148668,,,3220.0,,
1644148698,,,3104.0,15.0,17.0
1644148728,,,2956.0,,
1644148758,,,2952.0,15.0,16.0
1644148788,,,2916.0,,
1644148800,38494.8,17041.6,,,
1644148818,,,2888.0,15.0,16.0
1644148848,,,2768.0,,
1644148878,,,2844.0,15.0,15.0
1644148908,,,2768.0,,
1644148938,,,2676.0,13.0,15.0
1644148968,,,2660.0,,
1644148998,,,2548.0,13.0,14.0
1644149028,,,2528.0,,
1644149059,,,2784.0,16.0,15.0
1644149088,,,2528.0,,
1644149119,,,2620.0,15.0,15.0
1644149148,,,2660.0,,
1644149179,,,2432.0,13.0,14.0
1644149209,,,2312.0,,
1644149239,,,2308.0,12.0,14.0
1644149269,,,2252.0,,
1644149299,,,2308.0,12.0,14.0
1644149329,,,2384.0,,
1644149359,,,2400.0,13.0,14.0
1644149389,,,2428.0,,
1644149419,,,2296.0,12.0,14.0
1644149449,,,2296.0,,
1644149479,,,2296.0,12.0,14.0
1644149509,,,2304.0,,
1644149539,,,2576.0,15.0,14.0
1644149569,,,2432.0,,
1644149599,,,2484.0,14.0,14.0
1644149629,,,2456.0,,
1644149659,,,2416.0,13.0,14.0
1644149689,,,2384.0,,
1644149719,,,2424.0,13.0,14.0
1644149749,,,2372.0,,
1644149779,,,2404.0,13.0,14.0
1644149809,,,2456.0,,
1644149839,,,2676.0,16.0,14.0
1644149869,,,2500.0,,
1644149899,,,2456.0,13.0,14.0
1644149929,,,2380.0,,
1644149959,,,2444.0,13.0,14.0
1644149989,,,2452.0,,
1644150019,,,2472.0,13.0,14.0
1644150049,,,2464.0,,
1644150080,,,2524.0,13.0,14.0
1644150109,,,2676.0,,
1644150139,,,2504.0,13.0,14.0
1644150169,,,2712.0,,
1644150199,,,2576.0,13.0,15.0
1644150230,,,2688.0,,
1644150259,,,2740.0,14.0,15.0
1644150289,,,2800.0,,
1644150320,,,2964.0,16.0,15.0
1644150350,,,2872.0,,
1644150380,,,2824.0,15.0,15.0
1644150410,,,2868.0,,
1644150440,,,2868.0,14.0,16.0
1644150470,,,2936.0,,
1644150500,,,2876.0,15.0,15.0
1644150530,,,3072.0,,
1644150560,,,2944.0,15.0,16.0
1644150590,,,3080.0,,
1644150600,38496.0,17041.6,,,
1644150620,,,3004.0,16.0,16.0
1644150650,,,2856.0,,
1644150680,,,2880.0,14.0,16.0
1644150710,,,2924.0,,
1644150740,,,2776.0,14.0,15.0
1644150770,,,2656.0,,
1644150800,,,2604.0,13.0,15.0
1644150830,,,2764.0,,
1644150860,,,2588.0,14.0,14.0
1644150890,,,2416.0,,
1644150920,,,2448.0,12.0,14.0
1644150950,,,2532.0,,
1644150980,,,2352.0,12.0,13.0
1644151010,,,2532.0,,
1644151040,,,2520.0,13.0,14.0
1644151070,,,2452.0,,
1644151100,,,2292.0,12.0,14.0
1644151130,,,2244.0,,
1644151160,,,2288.0,12.0,13.0
1644151190,,,2240.0,,
1644151221,,,2280.0,12.0,14.0
1644151250,,,2292.0,,
1644151281,,,2300.0,12.0,14.0
1644151311,,,2448.0,,
1644151341,,,2392.0,14.0,14.0
1644151370,,,2280.0,,
1644151401,,,2600.0,15.0,14.0
1644151430,,,2592.0,,
1644151461,,,2580.0,13.0,14.0
1644151490,,,2596.0,,
1644151521,,,2628.0,14.0,15.0
1644151551,,,2860.0,,
1644151581,,,2688.0,14.0,14.0
1644151611,,,2596.0,,
1644151641,,,2680.0,13.0,15.0
1644151671,,,2664.0,,
1644151701,,,2588.0,13.0,14.0
1644151731,,,2380.0,,
1644151761,,,2256.0,12.0,13.0
1644151791,,,2296.0,,
1644151821,,,2292.0,12.0,13.0
1644151851,,,2156.0,,
1644151881,,,2228.0,12.0,13.0
1644151911,,,2176.0,,
1644151941,,,2180.0,12.0,13.0
1644151971,,,2468.0,,
1644152001,,,2200.0,12.0,13.0
1644152031,,,2260.0,,
1644152061,,,2372.0,13.0,13.0
1644152091,,,2176.0,,
1644152121,,,2276.0,12.0,13.0
1644152151,,,2316.0,,
1644152181,,,2284.0,12.0,13.0
1644152211,,,2260.0,,
1644152241,,,2420.0,13.0,14.0
1644152271,,,2740.0,,
1644152301,,,2588.0,14.0,15.0
1644152331,,,2456.0,,
1644152361,,,2636.0,13.0,15.0
1644152391,,,2688.0,,
1644152400,38497.3,17041.6,,,
1644152421,,,2624.0,13.0,14.0
1644152452,,,2592.0,,
1644152482,,,3136.0,15.0,17.0
1644152511,,,3280.0,,
1644152542,,,3772.0,19.0,20.0
1644152571,,,3660.0,,
1644152602,,,4292.0,22.0,23.0
1644152632,,,4276.0,,
1644152662,,,4632.0,23.0,25.0
1644152692,,,4672.0,,
1644152722,,,5144.0,27.0,28.0
1644152752,,,4976.0,,
1644152782,,,5168.0,28.0,27.0
1644152812,,,5216.0,,
1644152842,,,5212.0,28.0,27.0
1644152872,,,5120.0,,
1644152902,,,5180.0,28.0,27.0
1644152932,,,5136.0,,
1644152962,,,5496.0,31.0,28.0
1644152992,,,5276.0,,
1644153022,,,5408.0,30.0,28.0
1644153052,,,5308.0,,
1644153082,,,5168.0,27.0,27.0
1644153112,,,5160.0,,
1644153142,,,5032.0,26.0,26.0
1644153172,,,4996.0,,
1644153202,,,5092.0,27.0,27.0
1644153232,,,5116.0,,
1644153262,,,4364.0,24.0,22.0
1644153292,,,4312.0,,
1644153323,,,3408.0,18.0,18.0
1644153352,,,3368.0,,
1644153382,,,3304.0,17.0,17.0
1644153412,,,3260.0,,
1644153443,,,3056.0,16.0,16.0
1644153472,,,3076.0,,
1644153503,,,3080.0,16.0,16.0
1644153532,,,2940.0,,
1644153563,,,2896.0,15.0,16.0
1644153593,,,2888.0,,
1644153623,,,2720.0,14.0,15.0
1644153653,,,2772.0,,
1644153683,,,2848.0,15.0,15.0
1644153713,,,2912.0,,
1644153743,,,2972.0,16.0,15.0
1644153773,,,2908.0,,
1644153803,,,2896.0,15.0,16.0
1644153833,,,3012.0,,
1644153863,,,2848.0,15.0,16.0
1644153893,,,2980.0,,
1644153923,,,3176.0,16.0,16.0
1644153953,,,3208.0,,
1644153983,,,3000.0,17.0,16.0
1644154013,,,3180.0,,
1644154043,,,3072.0,16.0,17.0
1644154073,,,3164.0,,
1644154103,,,3156.0,17.0,17.0
1644154133,,,3120.0,,
1644154163,,,3112.0,17.0,17.0
1644154193,,,3152.0,,
1644154200,38499.2,17041.6,,,
1644154223,,,3200.0,18.0,17.0
1644154253,,,3228.0,,
1644154283,,,3292.0,18.0,18.0
1644154313,,,3308.0,,
1644154343,,,3348.0,17.0,18.0
1644154373,,,3352.0,,
1644154403,,,3448.0,18.0,18.0
1644154433,,,3312.0,,
1644154463,,,3568.0,19.0,18.0
1644154493,,,3328.0,,
1644154523,,,3224.0,17.0,17.0
1644154553,,,3252.0,,
1644154584,,,3440.0,18.0,18.0
1644154613,,,3424.0,,
1644154643,,,3396.0,17.0,18.0
1644154673,,,3392.0,,
1644154703,,,3764.0,21.0,19.0
1644154733,,,3656.0,,
1644154763,,,3564.0,18.0,19.0
1644154794,,,3496.0,,
1644154824,,,3660.0,19.0,19.0
1644154854,,,3520.0,,
1644154884,,,3812.0,21.0,19.0
1644154914,,,3704.0,,
1644154944,,,3708.0,18.0,19.0
1644154974,,,3672.0,,
1644155004,,,3624.0,18.0,19.0
1644155034,,,3592.0,,
1644155064,,,3608.0,18.0,19.0
1644155094,,,3668.0,,
1644155124,,,3480.0,17.0,18.0
1644155154,,,3548.0,,
1644155184,,,3564.0,18.0,18.0
1644155214,,,3528.0,,
1644155244,,,3448.0,18.0,18.0
1644155274,,,3420.0,,
1644155304,,,3428.0,17.0,18.0
1644155334,,,3176.0,,
1644155364,,,3176.0,16.0,17.0
1644155394,,,3344.0,,
1644155424,,,3192.0,16.0,17.0
1644155454,,,3136.0,,
1644155484,,,2596.0,14.0,14.0
1644155514,,,2832.0,,
1644155544,,,2824.0,15.0,15.0
1644155574,,,3212.0,,
1644155604,,,3276.0,17.0,17.0
1644155634,,,3604.0,,
1644155664,,,3640.0,18.0,19.0
1644155694,,,3476.0,,
1644155724,,,2552.0,14.0,14.0
1644155754,,,2584.0,,
1644155785,,,2756.0,15.0,15.0
1644155814,,,3244.0,,
1644155845,,,3256.0,18.0,16.0
1644155874,,,3172.0,,
1644155905,,,2880.0,15.0,16.0
1644155935,,,3148.0,,
1644155965,,,3044.0,16.0,17.0
1644155995,,,3008.0,,
1644156000,38500.9,17041.6,,,
1644156025,,,3052.0,17.0,17.0
1644156055,,,3172.0,,
1644156085,,,3296.0,17.0,18.0
1644156115,,,3300.0,,
1644156145,,,3288.0,17.0,18.0
1644156175,,,3288.0,,
1644156205,,,3428.0,18.0,19.0
1644156235,,,3408.0,,
1644156265,,,3448.0,18.0,19.0
1644156295,,,3472.0,,
1644156325,,,3568.0,19.0,19.0
1644156355,,,3644.0,,
1644156385,,,3652.0,19.0,20.0
1644156415,,,3848.0,,
1644156445,,,4320.0,20.0,25.0
1644156475,,,4204.0,,
1644156505,,,4244.0,19.0,25.0
1644156535,,,4224.0,,
1644156565,,,4064.0,18.0,25.0
1644156595,,,4048.0,,
1644156625,,,4056.0,18.0,24.0
1644156655,,,4396.0,,
1644156685,,,4460.0,21.0,26.0
1644156715,,,4420.0,,
1644156745,,,4312.0,20.0,25.0
1644156776,,,4260.0,,
1644156806,,,4244.0,19.0,25.0
1644156835,,,4236.0,,
1644156865,,,4368.0,20.0,26.0
1644156896,,,4500.0,,
1644156926,,,4520.0,21.0,26.0
1644156956,,,4268.0,,
1644156986,,,4184.0,19.0,25.0
1644157016,,,4128.0,,
1644157046,,,4128.0,19.0,25.0
1644157076,,,4120.0,,
1644157106,,,4116.0,18.0,24.0
1644157136,,,4184.0,,
1644157166,,,4224.0,20.0,24.0
1644157196,,,4132.0,,
1644157226,,,4180.0,19.0,25.0
1644157256,,,3608.0,,
1644157286,,,3520.0,18.0,19.0
1644157316,,,4116.0,,
1644157346,,,4252.0,19.0,25.0
1644157376,,,4616.0,,
1644157406,,,4396.0,20.0,25.0
1644157436,,,4324.0,,
1644157466,,,4248.0,19.0,25.0
1644157496,,,4216.0,,
1644157526,,,4248.0,19.0,25.0
1644157556,,,4232.0,,
1644157586,,,4240.0,19.0,25.0
1644157616,,,4272.0,,
1644157646,,,4284.0,20.0,25.0
1644157676,,,4140.0,,
1644157706,,,4092.0,18.0,25.0
1644157736,,,4064.0,,
1644157766,,,3960.0,18.0,24.0
1644157795,,,3936.0,,
1644157800,38502.9,17041.6,,,
1644157825,,,4120.0,20.0,24.0
1644157856,,,3920.0,,
1644157886,,,3996.0,19.0,23.0
1644157916,,,3780.0,,
1644157946,,,3944.0,19.0,23.0
1644157976,,,4296.0,,
1644158006,,,3660.0,16.0,22.0
1644158036,,,3368.0,,
1644158066,,,3112.0,14.0,19.0
1644158095,,,3064.0,,
1644158126,,,3108.0,14.0,19.0
1644158156,,,3120.0,,
1644158186,,,3176.0,14.0,20.0
1644158216,,,3168.0,,
1644158246,,,3388.0,15.0,21.0
1644158276,,,3344.0,,
1644158306,,,3652.0,17.0,21.0
1644158336,,,3436.0,,
1644158366,,,3508.0,15.0,21.0
1644158396,,,2976.0,,
1644158426,,,3020.0,16.0,16.0
1644158456,,,2932.0,,
1644158486,,,3068.0,16.0,17.0
1644158516,,,2996.0,,
1644158546,,,3180.0,17.0,16.0
1644158576,,,2096.0,,
1644158606,,,2148.0,11.0,12.0
1644158636,,,2404.0,,
1644158666,,,2640.0,14.0,15.0
1644158696,,,3052.0,,
1644158727,,,2992.0,15.0,16.0
1644158756,,,3348.0,,
1644158787,,,3328.0,18.0,17.0
1644158816,,,2892.0,,
1644158847,,,2924.0,15.0,16.0
1644158876,,,2140.0,,
1644158907,,,2160.0,12.0,12.0
1644158937,,,2284.0,,
1644158967,,,2776.0,14.0,15.0
1644158996,,,2576.0,,
1644159027,,,2580.0,14.0,14.0
1644159057,,,2952.0,,
1644159087,,,3128.0,16.0,17.0
1644159117,,,3128.0,,
1644159147,,,3300.0,17.0,17.0
1644159177,,,3828.0,,
1644159207,,,4456.0,23.0,23.0
1644159237,,,5672.0,,
1644159267,,,6092.0,31.0,32.0
1644159297,,,6004.0,,
1644159327,,,5780.0,30.0,31.0
1644159357,,,5784.0,,
1644159387,,,5748.0,30.0,30.0
1644159417,,,5604.0,,
1644159447,,,5500.0,29.0,30.0
1644159477,,,6136.0,,
1644159507,,,5956.0,28.0,34.0
1644159537,,,5960.0,,
1644159567,,,5960.0,28.0,34.0
1644159597,,,5808.0,,
1644159600,38504.7,17041.6,,,
1644159627,,,5764.0,27.0,33.0
1644159657,,,5784.0,,
1644159687,,,5764.0,27.0,34.0
1644159717,,,5888.0,,
1644159747,,,4876.0,26.0,26.0
1644159777,,,4020.0,,
1644159807,,,3628.0,16.0,22.0
1644159837,,,3664.0,,
1644159867,,,3724.0,16.0,23.0
1644159897,,,3760.0,,
1644159927,,,3932.0,18.0,23.0
1644159958,,,3852.0,,
1644159988,,,3988.0,18.0,24.0
1644160017,,,4040.0,,
1644160048,,,4104.0,18.0,25.0
1644160078,,,4004.0,,
1644160108,,,4148.0,19.0,24.0
1644160138,,,3992.0,,
1644160168,,,4076.0,18.0,25.0
1644160198,,,3980.0,,
1644160228,,,4064.0,18.0,25.0
1644160257,,,4068.0,,
1644160288,,,4208.0,19.0,25.0
1644160318,,,4116.0,,
1644160348,,,4052.0,18.0,24.0
1644160378,,,3984.0,,
1644160408,,,4060.0,18.0,25.0
1644160438,,,3956.0,,
1644160468,,,3928.0,17.0,24.0
1644160498,,,4148.0,,
1644160528,,,4156.0,19.0,25.0
1644160558,,,4276.0,,
1644160588,,,4172.0,19.0,25.0
1644160618,,,4192.0,,
1644160648,,,4084.0,18.0,25.0
1644160678,,,4248.0,,
1644160708,,,3808.0,20.0,21.0
1644160738,,,4180.0,,
1644160768,,,3968.0,17.0,24.0
1644160798,,,4096.0,,
1644160828,,,3920.0,17.0,24.0
1644160858,,,3880.0,,
1644160888,,,3776.0,17.0,23.0
1644160918,,,3572.0,,
1644160948,,,3692.0,18.0,22.0
1644160978,,,3468.0,,
1644161008,,,3220.0,15.0,21.0
1644161038,,,3220.0,,
1644161068,,,3260.0,15.0,21.0
1644161099,,,3212.0,,
1644161129,,,3216.0,14.0,21.0
1644161158,,,3292.0,,
1644161189,,,3452.0,16.0,21.0
1644161219,,,3312.0,,
1644161249,,,3264.0,15.0,21.0
1644161279,,,3244.0,,
1644161309,,,3244.0,15.0,21.0
1644161339,,,3344.0,,
1644161369,,,3356.0,16.0,21.0
1644161399,,,3628.0,,
1644161400,38506.7,17041.6,,,
1644161429,,,2956.0,13.0,19.0
1644161459,,,3024.0,,
1644161489,,,2896.0,13.0,19.0
1644161519,,,2900.0,,
1644161549,,,2916.0,13.0,19.0
1644161579,,,2932.0,,
1644161609,,,2912.0,13.0,19.0
1644161639,,,2904.0,,
1644161669,,,3068.0,15.0,19.0
1644161699,,,2976.0,,
1644161729,,,2880.0,13.0,19.0
1644161759,,,2964.0,,
1644161789,,,2948.0,13.0,19.0
1644161819,,,2932.0,,
1644161849,,,2936.0,13.0,19.0
1644161879,,,3004.0,,
1644161909,,,2952.0,13.0,19.0
1644161939,,,3092.0,,
1644161970,,,3044.0,14.0,19.0
1644161999,,,2968.0,,
1644162029,,,2988.0,14.0,19.0
1644162059,,,2884.0,,
1644162090,,,2884.0,13.0,19.0
1644162119,,,2912.0,,
1644162150,,,3108.0,13.0,19.0
1644162179,,,3024.0,,
1644162210,,,3016.0,14.0,19.0
1644162240,,,2860.0,,
1644162270,,,2864.0,13.0,19.0
1644162300,,,2860.0,,
1644162330,,,2864.0,13.0,19.0
1644162360,,,2868.0,,
1644162390,,,2912.0,13.0,19.0
1644162420,,,3016.0,,
1644162450,,,3012.0,14.0,19.0
1644162480,,,2896.0,,
1644162510,,,2860.0,13.0,19.0
1644162540,,,2856.0,,
1644162570,,,2860.0,13.0,19.0
1644162600,,,2888.0,,
1644162630,,,2928.0,14.0,19.0
1644162660,,,3084.0,,
1644162690,,,2928.0,14.0,19.0
1644162720,,,2888.0,,
1644162750,,,2840.0,13.0,19.0
1644162780,,,2528.0,,
1644162810,,,2380.0,13.0,14.0
1644162840,,,2312.0,,
1644162870,,,2664.0,13.0,17.0
1644162900,,,2368.0,,
