timestamp,acChargingEnergy,acDischargeableElectricEnergy,acDischargingEnergy,workingOperationStatus
1643596158,193.105,6692.0,158.678,68.0
1643596218,,,,68.0
1643596278,,,,68.0
1643596338,,,,68.0
1643596398,,,,68.0
1643596458,193.105,6692.0,158.678,68.0
1643596518,,,,68.0
1643596579,,,,68.0
1643596639,,,,68.0
1643596699,,,,68.0
1643596759,193.105,6692.0,158.678,68.0
1643596819,,,,68.0
1643596879,,,,68.0
1643596939,,,,68.0
1643596999,,,,68.0
1643597059,193.105,6692.0,158.678,68.0
1643597119,,,,68.0
1643597179,,,,68.0
1643597239,,,,68.0
1643597299,,,,68.0
1643597359,193.105,6692.0,158.678,68.0
1643597419,,,,67.0
1643597479,,,,67.0
1643597540,,,,67.0
1643597600,,,,67.0
1643597660,193.105,6692.0,158.736,67.0
1643597720,,,,67.0
1643597780,,,,67.0
1643597840,,,,68.0
1643597900,,,,68.0
1643597960,193.105,6692.0,158.757,68.0
1643598020,,,,68.0
1643598080,,,,68.0
1643598140,,,,68.0
1643598200,,,,68.0
1643598260,193.105,6692.0,158.757,68.0
1643598320,,,,68.0
1643598380,,,,68.0
1643598440,,,,68.0
1643598501,,,,68.0
1643598561,193.105,6692.0,158.757,68.0
1643598621,,,,68.0
1643598681,,,,68.0
1643598741,,,,68.0
1643598801,,,,68.0
1643598861,193.105,6692.0,158.757,67.0
1643598921,,,,68.0
1643598981,,,,68.0
1643599041,,,,68.0
1643599101,,,,67.0
1643599161,193.105,6692.0,158.757,68.0
1643599221,,,,68.0
1643599281,,,,68.0
1643599341,,,,68.0
1643599402,,,,68.0
1643599462,193.105,6692.0,158.758,67.0
1643599522,,,,68.0
1643599582,,,,67.0
1643599642,,,,67.0
1643599702,,,,67.0
1643599762,193.105,6692.0,158.762,67.0
1643599822,,,,67.0
1643599882,,,,68.0
1643599942,,,,68.0
1643600002,,,,68.0
1643600062,193.105,6692.0,158.765,68.0
1643600122,,,,68.0
1643600182,,,,68.0
1643600242,,,,68.0
1643600302,,,,68.0
1643600362,193.105,6692.0,158.765,68.0
1643600422,,,,68.0
1643600483,,,,68.0
1643600543,,,,68.0
1643600603,,,,68.0
1643600663,193.105,6625.0,158.765,68.0
1643600723,,,,68.0
1643600783,,,,67.0
1643600843,,,,67.0
1643600903,,,,67.0
1643600963,193.105,6625.0,158.766,67.0
1643601023,,,,68.0
1643601083,,,,68.0
1643601143,,,,68.0
1643601203,,,,68.0
1643601263,193.105,6625.0,158.766,68.0
1643601323,,,,68.0
1643601384,,,,68.0
1643601444,,,,68.0
1643601504,,,,68.0
1643601564,193.105,6625.0,158.766,68.0
1643601624,,,,68.0
1643601684,,,,68.0
1643601744,,,,68.0
1643601804,,,,68.0
1643601864,193.105,6625.0,158.766,68.0
1643601924,,,,68.0
1643601984,,,,68.0
1643602044,,,,68.0
1643602104,,,,68.0
1643602164,193.105,6625.0,158.766,68.0
1643602224,,,,68.0
1643602284,,,,68.0
1643602345,,,,68.0
1643602405,,,,68.0
1643602465,193.105,6625.0,158.766,68.0
1643602525,,,,68.0
1643602585,,,,68.0
1643602645,,,,68.0
1643602705,,,,68.0
1643602765,193.105,6625.0,158.766,68.0
1643602825,,,,68.0
1643602885,,,,68.0
1643602945,,,,68.0
1643603005,,,,68.0
1643603065,193.105,6625.0,158.766,68.0
1643603125,,,,68.0
1643603185,,,,68.0
1643603246,,,,68.0
1643603306,,,,68.0
1643603366,193.105,6625.0,158.766,68.0
1643603426,,,,68.0
1643603486,,,,68.0
1643603546,,,,68.0
1643603606,,,,68.0
1643603666,193.105,6625.0,158.766,68.0
1643603726,,,,68.0
1643603786,,,,68.0
1643603846,,,,68.0
1643603906,,,,68.0
1643603966,193.105,6625.0,158.766,68.0
1643604027,,,,68.0
1643604087,,,,68.0
1643604147,,,,68.0
1643604207,,,,68.0
1643604267,193.105,6625.0,158.766,68.0
1643604327,,,,68.0
1643604387,,,,68.0
1643604447,,,,68.0
1643604507,,,,68.0
1643604567,193.105,6625.0,158.766,68.0
1643604627,,,,68.0
1643604687,,,,67.0
1643604747,,,,67.0
1643604807,,,,68.0
1643604867,193.105,6625.0,158.81,68.0
1643604927,,,,68.0
1643604988,,,,68.0
1643605048,,,,68.0
1643605108,,,,68.0
1643605168,193.105,6625.0,158.81,68.0
1643605228,,,,67.0
1643605288,,,,67.0
1643605348,,,,68.0
1643605408,,,,68.0
1643605468,193.105,6558.0,158.832,68.0
1643605528,,,,68.0
1643605588,,,,68.0
1643605648,,,,68.0
1643605708,,,,68.0
1643605768,193.105,6558.0,158.832,68.0
1643605828,,,,68.0
1643605888,,,,68.0
1643605949,,,,68.0
1643606009,,,,68.0
1643606069,193.105,6558.0,158.832,68.0
1643606129,,,,68.0
1643606189,,,,68.0
1643606249,,,,68.0
1643606309,,,,68.0
1643606369,193.105,6558.0,158.832,68.0
1643606429,,,,68.0
1643606489,,,,68.0
1643606549,,,,68.0
1643606609,,,,68.0
1643606669,193.105,6558.0,158.832,68.0
1643606729,,,,68.0
1643606789,,,,68.0
1643606849,,,,68.0
1643606909,,,,68.0
1643606969,193.105,6558.0,158.832,68.0
1643607030,,,,68.0
1643607090,,,,68.0
1643607150,,,,68.0
1643607210,,,,68.0
1643607270,193.105,6558.0,158.832,68.0
1643607330,,,,68.0
1643607390,,,,68.0
1643607450,,,,68.0
1643607510,,,,68.0
1643607570,193.105,6558.0,158.832,68.0
1643607630,,,,68.0
1643607690,,,,68.0
1643607750,,,,68.0
1643607810,,,,68.0
1643607870,193.105,6558.0,158.832,68.0
1643607930,,,,68.0
1643607991,,,,68.0
1643608051,,,,68.0
1643608111,,,,68.0
1643608171,193.105,6558.0,158.832,68.0
1643608231,,,,68.0
1643608291,,,,68.0
1643608351,,,,67.0
1643608411,,,,67.0
1643608471,193.105,6558.0,158.843,67.0
1643608531,,,,68.0
1643608591,,,,68.0
1643608651,,,,67.0
1643608711,,,,67.0
1643608771,193.105,6558.0,158.861,67.0
1643608831,,,,67.0
1643608891,,,,67.0
1643608952,,,,67.0
1643609012,,,,67.0
1643609072,193.105,6491.0,158.907,67.0
1643609132,,,,67.0
1643609192,,,,67.0
1643609252,,,,67.0
1643609312,,,,67.0
1643609372,193.105,6424.0,158.952,67.0
1643609432,,,,67.0
1643609492,,,,67.0
1643609552,,,,67.0
1643609612,,,,67.0
1643609672,193.105,6424.0,158.972,67.0
1643609732,,,,67.0
1643609792,,,,67.0
1643609852,,,,68.0
1643609913,,,,68.0
1643609973,193.105,6424.0,158.977,68.0
1643610033,,,,68.0
1643610093,,,,68.0
1643610153,,,,68.0
1643610213,,,,68.0
1643610273,193.105,6424.0,158.978,68.0
1643610333,,,,68.0
1643610393,,,,67.0
1643610452,,,,67.0
1643610512,,,,68.0
1643610572,193.105,6424.0,158.98,68.0
1643610632,,,,67.0
1643610692,,,,67.0
1643610753,,,,67.0
1643610813,,,,68.0
1643610873,193.105,6424.0,158.982,68.0
1643610933,,,,68.0
1643610993,,,,68.0
1643611053,,,,68.0
1643611113,,,,68.0
1643611173,193.105,6424.0,158.982,68.0
1643611233,,,,68.0
1643611293,,,,68.0
1643611353,,,,68.0
1643611359,,,,68.0
1643611363,,,,68.0
1643611364,,,,68.0
1643611413,,,,68.0
1643611473,193.105,6424.0,158.982,68.0
1643611485,,,,68.0
1643611533,,,,68.0
1643611593,,,,68.0
1643611653,,,,68.0
1643611714,,,,68.0
1643611774,193.105,6424.0,158.983,68.0
1643611834,,,,68.0
1643611894,,,,68.0
1643611954,,,,68.0
1643612014,,,,68.0
1643612074,193.105,6424.0,158.984,68.0
1643612134,,,,67.0
1643612194,,,,67.0
1643612254,,,,67.0
1643612314,,,,67.0
1643612374,193.105,6424.0,158.99,67.0
1643612434,,,,67.0
1643612494,,,,67.0
1643612554,,,,67.0
1643612615,,,,67.0
1643612675,193.105,6357.0,158.999,67.0
1643612735,,,,67.0
1643612795,,,,67.0
1643612855,,,,67.0
1643612915,,,,67.0
1643612975,193.105,6357.0,159.01,67.0
1643613035,,,,67.0
1643613095,,,,67.0
1643613155,,,,67.0
1643613215,,,,67.0
1643613275,193.105,6357.0,159.022,67.0
1643613335,,,,67.0
1643613395,,,,67.0
1643613455,,,,67.0
1643613516,,,,67.0
1643613576,193.105,6357.0,159.038,67.0
1643613636,,,,67.0
1643613696,,,,67.0
1643613756,,,,67.0
1643613816,,,,67.0
1643613876,193.105,6290.0,159.067,67.0
1643613936,,,,67.0
1643613996,,,,67.0
1643614056,,,,67.0
1643614116,,,,67.0
1643614176,193.105,6290.0,159.112,67.0
1643614236,,,,67.0
1643614296,,,,67.0
1643614357,,,,67.0
1643614417,,,,67.0
1643614477,193.105,6223.0,159.16,67.0
1643614537,,,,67.0
1643614597,,,,67.0
1643614657,,,,67.0
1643614717,,,,67.0
1643614777,193.105,6156.0,159.209,67.0
1643614837,,,,67.0
1643614897,,,,67.0
1643614957,,,,67.0
1643615017,,,,67.0
1643615077,193.105,6089.0,159.26,67.0
1643615137,,,,67.0
1643615197,,,,67.0
1643615257,,,,67.0
1643615318,,,,67.0
1643615378,193.105,6089.0,159.307,67.0
1643615438,,,,67.0
1643615498,,,,67.0
1643615558,,,,67.0
1643615618,,,,67.0
1643615678,193.105,6022.0,159.358,67.0
1643615738,,,,67.0
1643615798,,,,67.0
1643615858,,,,67.0
1643615918,,,,67.0
1643615978,193.105,5955.0,159.436,67.0
1643616038,,,,67.0
1643616098,,,,67.0
1643616158,,,,67.0
1643616218,,,,67.0
1643616279,193.105,5755.0,159.598,67.0
1643616339,,,,67.0
1643616399,,,,67.0
1643616459,,,,67.0
1643616519,,,,67.0
1643616579,193.105,5554.0,159.757,67.0
1643616639,,,,67.0
1643616699,,,,67.0
1643616759,,,,67.0
1643616819,,,,67.0
1643616879,193.105,5420.0,159.874,67.0
1643616939,,,,67.0
1643616999,,,,67.0
1643617059,,,,67.0
1643617119,,,,67.0
1643617180,193.105,5286.0,159.995,67.0
1643617240,,,,67.0
1643617300,,,,67.0
1643617360,,,,67.0
1643617420,,,,67.0
1643617480,193.105,5152.0,160.154,67.0
1643617540,,,,67.0
1643617599,,,,67.0
1643617659,,,,67.0
1643617719,,,,67.0
1643617779,193.105,5019.0,160.254,67.0
1643617839,,,,67.0
1643617899,,,,67.0
1643617959,,,,67.0
1643618019,,,,67.0
1643618079,193.105,4952.0,160.337,67.0
1643618139,,,,67.0
1643618199,,,,67.0
1643618260,,,,67.0
1643618320,,,,67.0
1643618380,193.105,4751.0,160.495,67.0
1643618440,,,,67.0
1643618500,,,,67.0
1643618560,,,,67.0
1643618620,,,,67.0
1643618680,193.105,4550.0,160.665,67.0
1643618740,,,,67.0
1643618800,,,,67.0
1643618860,,,,67.0
1643618920,,,,67.0
1643618980,193.105,4349.0,160.855,67.0
1643619040,,,,67.0
1643619100,,,,67.0
1643619161,,,,67.0
1643619221,,,,67.0
1643619281,193.105,4149.0,160.988,67.0
1643619341,,,,67.0
1643619401,,,,67.0
1643619461,,,,67.0
1643619521,,,,67.0
1643619581,193.105,4082.0,161.108,67.0
1643619641,,,,67.0
1643619701,,,,67.0
1643619761,,,,67.0
1643619821,,,,67.0
1643619881,193.105,3881.0,161.282,67.0
1643619941,,,,67.0
1643620001,,,,67.0
1643620061,,,,67.0
1643620122,,,,67.0
1643620182,193.105,3747.0,161.398,67.0
1643620242,,,,67.0
1643620302,,,,67.0
1643620362,,,,67.0
1643620422,,,,67.0
1643620482,193.105,3613.0,161.525,67.0
1643620542,,,,67.0
1643620602,,,,67.0
1643620662,,,,67.0
1643620722,,,,67.0
1643620782,193.105,3479.0,161.645,67.0
1643620842,,,,67.0
1643620902,,,,67.0
1643620962,,,,67.0
1643621022,,,,67.0
1643621083,193.105,3346.0,161.753,67.0
1643621143,,,,67.0
1643621203,,,,67.0
1643621263,,,,67.0
1643621323,,,,67.0
1643621383,193.105,3279.0,161.832,67.0
1643621443,,,,67.0
1643621503,,,,67.0
1643621563,,,,67.0
1643621623,,,,67.0
1643621683,193.105,3212.0,161.907,67.0
1643621743,,,,67.0
1643621803,,,,67.0
1643621863,,,,68.0
1643621923,,,,68.0
1643621984,193.105,3011.0,162.054,67.0
1643622044,,,,67.0
1643622104,,,,67.0
1643622164,,,,67.0
1643622224,,,,67.0
1643622284,193.105,2877.0,162.167,67.0
1643622344,,,,67.0
1643622404,,,,67.0
1643622464,,,,67.0
1643622524,,,,67.0
1643622584,193.105,2810.0,162.245,67.0
1643622644,,,,67.0
1643622704,,,,67.0
1643622764,,,,67.0
1643622824,,,,67.0
1643622885,193.105,2743.0,162.317,67.0
1643622945,,,,67.0
1643623005,,,,67.0
1643623065,,,,67.0
1643623125,,,,67.0
1643623185,193.105,2676.0,162.401,67.0
1643623245,,,,67.0
1643623305,,,,67.0
1643623365,,,,67.0
1643623425,,,,67.0
1643623485,193.105,2542.0,162.479,67.0
1643623545,,,,67.0
1643623605,,,,67.0
1643623665,,,,67.0
1643623725,,,,67.0
1643623785,193.105,2476.0,162.562,67.0
1643623846,,,,67.0
1643623906,,,,67.0
1643623966,,,,67.0
1643624026,,,,67.0
1643624086,193.105,2409.0,162.652,67.0
1643624146,,,,67.0
1643624206,,,,67.0
1643624266,,,,67.0
1643624326,,,,67.0
1643624386,193.105,2275.0,162.735,67.0
1643624446,,,,67.0
1643624506,,,,67.0
1643624566,,,,67.0
1643624626,,,,67.0
1643624686,193.105,2208.0,162.811,67.0
1643624746,,,,67.0
1643624807,,,,67.0
1643624867,,,,67.0
1643624927,,,,67.0
1643624987,193.105,2007.0,163.016,67.0
1643625047,,,,67.0
1643625107,,,,67.0
1643625167,,,,67.0
1643625227,,,,67.0
1643625287,193.105,1873.0,163.1,67.0
1643625347,,,,67.0
1643625407,,,,67.0
1643625467,,,,67.0
1643625527,,,,67.0
1643625587,193.105,1806.0,163.159,67.0
1643625647,,,,67.0
1643625708,,,,67.0
1643625768,,,,67.0
1643625828,,,,67.0
1643625888,193.105,1739.0,163.218,67.0
1643625948,,,,67.0
1643626008,,,,67.0
1643626068,,,,67.0
1643626128,,,,67.0
1643626188,193.105,1739.0,163.275,67.0
1643626248,,,,67.0
1643626308,,,,67.0
1643626368,,,,67.0
1643626428,,,,67.0
1643626488,193.105,1673.0,163.335,67.0
1643626548,,,,67.0
1643626609,,,,67.0
1643626669,,,,67.0
1643626729,,,,67.0
1643626789,193.105,1606.0,163.394,67.0
1643626849,,,,67.0
1643626909,,,,67.0
1643626969,,,,67.0
1643627029,,,,67.0
1643627089,193.105,1539.0,163.449,67.0
1643627149,,,,67.0
1643627209,,,,67.0
1643627269,,,,67.0
1643627329,,,,67.0
1643627389,193.105,1472.0,163.502,67.0
1643627449,,,,67.0
1643627509,,,,67.0
1643627570,,,,67.0
1643627630,,,,67.0
1643627690,193.105,1472.0,163.558,67.0
1643627750,,,,67.0
1643627810,,,,67.0
1643627870,,,,67.0
1643627930,,,,67.0
1643627990,193.105,1405.0,163.621,67.0
1643628050,,,,67.0
1643628110,,,,67.0
1643628170,,,,67.0
1643628230,,,,67.0
1643628290,193.105,1338.0,163.688,67.0
1643628350,,,,67.0
1643628410,,,,67.0
1643628470,,,,67.0
1643628530,,,,67.0
1643628591,193.105,1271.0,163.751,67.0
1643628619,,,,67.0
1643628651,,,,67.0
1643628711,,,,67.0
1643628771,,,,67.0
1643628831,,,,67.0
1643628891,193.105,1204.0,163.821,67.0
1643628892,,,,67.0
1643628951,,,,67.0
1643629011,,,,67.0
1643629071,,,,67.0
1643629131,,,,67.0
1643629191,193.105,1137.0,163.867,67.0
1643629251,,,,67.0
1643629311,,,,67.0
1643629371,,,,67.0
1643629431,,,,67.0
1643629491,193.105,1070.0,163.921,67.0
1643629552,,,,67.0
1643629612,,,,67.0
1643629672,,,,67.0
1643629694,,,,67.0
1643629696,,,,67.0
1643629732,,,,67.0
1643629792,193.105,936.0,164.046,67.0
1643629852,,,,67.0
1643629912,,,,67.0
1643629972,,,,67.0
1643630032,,,,67.0
1643630092,193.105,736.0,164.192,67.0
1643630152,,,,67.0
1643630212,,,,67.0
1643630272,,,,67.0
1643630332,,,,67.0
1643630392,193.105,535.0,164.31,67.0
1643630453,,,,67.0
1643630513,,,,67.0
1643630573,,,,67.0
1643630633,,,,67.0
1643630693,193.105,468.0,164.4,67.0
1643630753,,,,67.0
1643630813,,,,67.0
1643630873,,,,67.0
1643630933,,,,67.0
1643630993,193.105,200.0,164.537,67.0
1643631053,,,,67.0
1643631113,,,,67.0
1643631173,,,,67.0
1643631233,,,,67.0
1643631293,193.105,200.0,164.602,67.0
1643631353,,,,67.0
1643631414,,,,67.0
1643631474,,,,67.0
1643631534,,,,67.0
1643631594,193.105,133.0,164.658,67.0
1643631654,,,,67.0
1643631714,,,,67.0
1643631774,,,,67.0
1643631834,,,,66.0
1643631894,193.188,66.0,164.738,68.0
1643631954,,,,68.0
1643632013,,,,68.0
1643632073,,,,68.0
1643632133,,,,68.0
1643632194,193.188,66.0,164.738,68.0
1643632254,,,,68.0
1643632314,,,,68.0
1643632374,,,,68.0
1643632434,,,,68.0
1643632494,193.188,66.0,164.738,68.0
1643632554,,,,68.0
1643632614,,,,68.0
1643632674,,,,68.0
1643632734,,,,68.0
1643632794,193.188,66.0,164.738,68.0
1643632854,,,,68.0
1643632914,,,,68.0
1643632974,,,,68.0
1643633034,,,,68.0
1643633094,193.188,66.0,164.738,68.0
1643633154,,,,68.0
1643633214,,,,68.0
1643633275,,,,68.0
1643633335,,,,68.0
1643633395,193.188,66.0,164.738,68.0
1643633455,,,,68.0
1643633515,,,,68.0
1643633575,,,,68.0
1643633635,,,,68.0
1643633695,193.188,66.0,164.738,68.0
1643633755,,,,68.0
1643633815,,,,68.0
1643633875,,,,68.0
1643633935,,,,68.0
1643633995,193.188,66.0,164.738,68.0
1643634055,,,,68.0
1643634115,,,,68.0
1643634176,,,,68.0
1643634236,,,,68.0
1643634296,193.188,66.0,164.738,68.0
1643634356,,,,68.0
1643634416,,,,68.0
1643634476,,,,68.0
1643634536,,,,68.0
1643634596,193.188,66.0,164.738,68.0
1643634656,,,,68.0
1643634716,,,,68.0
1643634776,,,,68.0
1643634836,,,,68.0
1643634896,193.188,66.0,164.738,68.0
1643634956,,,,68.0
1643635016,,,,68.0
1643635076,,,,68.0
1643635137,,,,68.0
1643635197,193.188,66.0,164.738,68.0
1643635257,,,,68.0
1643635317,,,,68.0
1643635377,,,,68.0
1643635437,,,,68.0
1643635497,193.188,66.0,164.738,68.0
1643635557,,,,68.0
1643635617,,,,68.0
1643635677,,,,68.0
1643635737,,,,68.0
1643635797,193.188,66.0,164.738,68.0
1643635857,,,,68.0
1643635917,,,,68.0
1643635978,,,,68.0
1643636038,,,,68.0
1643636098,193.188,66.0,164.738,68.0
1643636158,,,,68.0
1643636218,,,,68.0
1643636278,,,,68.0
1643636338,,,,68.0
1643636398,193.188,66.0,164.738,68.0
1643636458,,,,66.0
1643636518,,,,68.0
1643636578,,,,68.0
1643636638,,,,68.0
1643636698,193.201,66.0,164.738,68.0
1643636758,,,,68.0
1643636818,,,,68.0
1643636879,,,,68.0
1643636939,,,,68.0
1643636999,193.201,66.0,164.738,68.0
1643637059,,,,68.0
1643637119,,,,68.0
1643637179,,,,68.0
1643637239,,,,68.0
1643637299,193.201,66.0,164.738,68.0
1643637359,,,,68.0
1643637419,,,,68.0
1643637479,,,,68.0
1643637539,,,,68.0
1643637599,193.201,66.0,164.738,68.0
1643637659,,,,66.0
1643637719,,,,66.0
1643637779,,,,66.0
1643637840,,,,66.0
1643637900,193.515,334.0,164.738,66.0
1643637960,,,,66.0
1643638020,,,,66.0
1643638080,,,,66.0
1643638140,,,,66.0
1643638200,193.805,602.0,164.738,66.0
1643638260,,,,66.0
1643638320,,,,66.0
1643638380,,,,66.0
1643638440,,,,66.0
1643638500,194.089,869.0,164.738,66.0
1643638560,,,,66.0
1643638620,,,,66.0
1643638680,,,,66.0
1643638741,,,,66.0
1643638801,194.354,1137.0,164.738,66.0
1643638861,,,,66.0
1643638921,,,,66.0
1643638981,,,,66.0
1643639041,,,,66.0
1643639101,194.617,1338.0,164.738,66.0
1643639161,,,,66.0
1643639221,,,,66.0
1643639281,,,,66.0
1643639341,,,,66.0
1643639401,194.733,1472.0,164.738,66.0
1643639461,,,,66.0
1643639521,,,,66.0
1643639581,,,,66.0
1643639641,,,,66.0
1643639701,194.922,1606.0,164.738,66.0
1643639761,,,,66.0
1643639821,,,,66.0
1643639881,,,,66.0
1643639942,,,,66.0
1643640002,195.111,1806.0,164.738,66.0
1643640062,,,,66.0
1643640122,,,,66.0
1643640182,,,,66.0
1643640242,,,,66.0
1643640302,195.296,2007.0,164.738,66.0
1643640362,,,,66.0
1643640422,,,,66.0
1643640482,,,,66.0
1643640542,,,,66.0
1643640602,195.56,2208.0,164.738,66.0
1643640662,,,,66.0
1643640722,,,,66.0
1643640782,,,,66.0
1643640842,,,,66.0
1643640903,195.846,2476.0,164.738,66.0
1643640963,,,,66.0
1643641023,,,,66.0
1643641083,,,,66.0
1643641143,,,,66.0
1643641203,196.118,2743.0,164.738,66.0
1643641263,,,,66.0
1643641323,,,,66.0
1643641383,,,,66.0
1643641443,,,,66.0
1643641503,196.317,2944.0,164.738,66.0
1643641563,,,,66.0
1643641623,,,,66.0
1643641683,,,,66.0
1643641743,,,,66.0
1643641803,196.511,3078.0,164.738,66.0
1643641864,,,,66.0
1643641924,,,,66.0
1643641984,,,,66.0
1643642044,,,,66.0
1643642104,196.738,3279.0,164.738,66.0
1643642164,,,,66.0
1643642224,,,,66.0
1643642284,,,,66.0
1643642344,,,,66.0
1643642404,196.983,3546.0,164.738,66.0
1643642464,,,,66.0
1643642524,,,,66.0
1643642584,,,,66.0
1643642644,,,,66.0
1643642704,197.231,3747.0,164.738,66.0
1643642765,,,,66.0
1643642824,,,,66.0
1643642884,,,,66.0
1643642944,,,,66.0
1643643004,197.476,3948.0,164.738,66.0
1643643064,,,,66.0
1643643124,,,,66.0
1643643184,,,,66.0
1643643244,,,,66.0
1643643304,197.724,4215.0,164.738,66.0
1643643364,,,,66.0
1643643424,,,,66.0
1643643484,,,,66.0
1643643544,,,,66.0
1643643604,197.987,4416.0,164.738,66.0
1643643665,,,,66.0
1643643725,,,,66.0
1643643785,,,,66.0
1643643845,,,,66.0
1643643905,198.254,4684.0,164.738,66.0
1643643965,,,,66.0
1643644025,,,,66.0
1643644085,,,,66.0
1643644145,,,,66.0
1643644205,198.523,4952.0,164.738,66.0
1643644265,,,,66.0
1643644325,,,,66.0
1643644385,,,,66.0
1643644445,,,,66.0
1643644505,198.783,5152.0,164.738,66.0
1643644565,,,,66.0
1643644626,,,,66.0
1643644686,,,,66.0
1643644746,,,,66.0
1643644806,199.051,5420.0,164.738,66.0
1643644866,,,,66.0
1643644926,,,,66.0
1643644986,,,,66.0
1643645046,,,,66.0
1643645106,199.317,5621.0,164.738,66.0
1643645166,,,,66.0
1643645226,,,,66.0
1643645286,,,,66.0
1643645346,,,,66.0
1643645406,199.585,5888.0,164.738,66.0
1643645466,,,,66.0
1643645527,,,,66.0
1643645587,,,,68.0
1643645647,,,,68.0
1643645707,199.718,6022.0,164.738,68.0
1643645767,,,,68.0
1643645827,,,,68.0
1643645887,,,,68.0
1643645947,,,,68.0
1643646007,199.718,6022.0,164.738,68.0
1643646067,,,,68.0
1643646127,,,,68.0
1643646187,,,,68.0
