timestamp,acChargingEnergy,acDischargeableElectricEnergy,acDischargingEnergy,workingOperationStatus
1644488180,,,,68.0
1644488182,,,,68.0
1644488207,,,,68.0
1644488267,,,,68.0
1644488327,550034.967,6491.0,233.407,68.0
1644488388,,,,68.0
1644488448,,,,68.0
1644488508,,,,68.0
1644488568,,,,68.0
1644488628,550034.967,6491.0,233.407,68.0
1644488688,,,,68.0
1644488747,,,,68.0
1644488807,,,,68.0
1644488867,,,,68.0
1644488927,550034.967,6491.0,233.407,68.0
1644488987,,,,68.0
1644489047,,,,68.0
1644489107,,,,68.0
1644489168,,,,68.0
1644489228,550034.967,6491.0,233.407,68.0
1644489288,,,,68.0
1644489348,,,,68.0
1644489408,,,,68.0
1644489468,,,,68.0
1644489528,550034.967,6491.0,233.407,68.0
1644489588,,,,68.0
1644489648,,,,68.0
1644489708,,,,68.0
1644489768,,,,68.0
1644489828,550034.967,6491.0,233.407,68.0
1644489888,,,,68.0
1644489948,,,,68.0
1644490008,,,,68.0
1644490068,,,,68.0
1644490129,550034.967,6491.0,233.407,68.0
1644490189,,,,68.0
1644490249,,,,68.0
1644490309,,,,68.0
1644490369,,,,68.0
1644490429,550034.967,6491.0,233.407,68.0
1644490489,,,,68.0
1644490549,,,,68.0
1644490609,,,,68.0
1644490669,,,,68.0
1644490729,550034.967,6491.0,233.407,68.0
1644490789,,,,68.0
1644490849,,,,68.0
1644490909,,,,68.0
1644490969,,,,68.0
1644491029,550034.967,6491.0,233.407,68.0
1644491090,,,,68.0
1644491150,,,,68.0
1644491210,,,,68.0
1644491270,,,,68.0
1644491330,550034.967,6491.0,233.407,68.0
1644491390,,,,68.0
1644491450,,,,68.0
1644491510,,,,68.0
1644491570,,,,68.0
1644491630,550034.967,6491.0,233.407,68.0
1644491690,,,,68.0
1644491750,,,,68.0
1644491810,,,,68.0
1644491870,,,,68.0
1644491930,550034.967,6491.0,233.407,68.0
1644491991,,,,68.0
1644492051,,,,68.0
1644492111,,,,68.0
1644492171,,,,68.0
1644492231,550034.967,6491.0,233.407,68.0
1644492291,,,,68.0
1644492351,,,,68.0
1644492411,,,,68.0
1644492471,,,,68.0
1644492531,550034.967,6491.0,233.407,68.0
1644492591,,,,68.0
1644492647,,,,68.0
1644492651,,,,68.0
1644492670,,,,68.0
1644492671,,,,68.0
1644492679,,,,68.0
1644492711,,,,68.0
1644492734,,,,68.0
1644492739,,,,68.0
1644492770,,,,68.0
1644492771,,,,68.0
1644492814,,,,68.0
1644492831,550034.967,6491.0,233.407,68.0
1644492852,,,,68.0
1644492875,,,,68.0
1644492891,,,,68.0
1644492951,,,,68.0
1644493011,,,,68.0
1644493071,,,,68.0
1644493131,550034.967,6491.0,233.407,68.0
1644493192,,,,68.0
1644493252,,,,68.0
1644493312,,,,68.0
1644493372,,,,68.0
1644493432,550034.967,6491.0,233.407,68.0
1644493492,,,,68.0
1644493552,,,,68.0
1644493612,,,,68.0
1644493672,,,,68.0
1644493732,550034.967,6491.0,233.407,68.0
1644493792,,,,68.0
1644493852,,,,68.0
1644493912,,,,68.0
1644493972,,,,68.0
1644494032,550034.967,6491.0,233.407,68.0
1644494092,,,,68.0
1644494153,,,,68.0
1644494213,,,,68.0
1644494273,,,,68.0
1644494333,550034.967,6491.0,233.407,68.0
1644494393,,,,68.0
1644494453,,,,68.0
1644494513,,,,68.0
1644494573,,,,68.0
1644494633,550034.967,6491.0,233.407,68.0
1644494693,,,,68.0
1644494753,,,,68.0
1644494813,,,,68.0
1644494873,,,,68.0
1644494933,550034.967,6491.0,233.407,68.0
1644494993,,,,68.0
1644495054,,,,68.0
1644495114,,,,68.0
1644495174,,,,68.0
1644495234,550034.967,6491.0,233.407,68.0
1644495294,,,,68.0
1644495354,,,,67.0
1644495414,,,,67.0
1644495443,,,,67.0
1644495449,,,,67.0
1644495450,,,,67.0
1644495474,,,,67.0
1644495493,,,,67.0
1644495534,550034.967,6424.0,233.461,67.0
1644495594,,,,67.0
1644495654,,,,67.0
1644495714,,,,67.0
1644495774,,,,67.0
1644495834,550034.967,6357.0,233.545,67.0
1644495894,,,,67.0
1644495955,,,,67.0
1644496015,,,,67.0
1644496075,,,,67.0
1644496135,550034.967,6223.0,233.636,67.0
1644496195,,,,67.0
1644496255,,,,67.0
1644496315,,,,67.0
1644496375,,,,67.0
1644496435,550034.967,6156.0,233.722,67.0
1644496495,,,,67.0
1644496555,,,,67.0
1644496615,,,,67.0
1644496676,,,,67.0
1644496736,550034.967,6089.0,233.806,67.0
1644496796,,,,67.0
1644496856,,,,67.0
1644496916,,,,67.0
1644496976,,,,67.0
1644497036,550034.967,5955.0,233.892,67.0
1644497096,,,,67.0
1644497156,,,,67.0
1644497216,,,,67.0
1644497276,,,,67.0
1644497336,550034.967,5822.0,234.032,67.0
1644497396,,,,67.0
1644497456,,,,67.0
1644497516,,,,67.0
1644497577,,,,67.0
1644497637,550034.967,5688.0,234.143,67.0
1644497697,,,,67.0
1644497757,,,,67.0
1644497817,,,,67.0
1644497877,,,,67.0
1644497937,550034.967,5554.0,234.244,67.0
1644497997,,,,67.0
1644498057,,,,67.0
1644498069,,,,67.0
1644498071,,,,67.0
1644498117,,,,67.0
1644498177,,,,67.0
1644498237,550034.967,5487.0,234.322,67.0
1644498297,,,,67.0
1644498357,,,,67.0
1644498417,,,,67.0
1644498477,,,,67.0
1644498537,550034.967,5420.0,234.386,67.0
1644498598,,,,67.0
1644498658,,,,67.0
1644498718,,,,67.0
1644498778,,,,67.0
1644498838,550034.967,5353.0,234.453,67.0
1644498898,,,,67.0
1644498958,,,,67.0
1644499018,,,,67.0
1644499078,,,,67.0
1644499138,550034.967,5286.0,234.525,67.0
1644499198,,,,67.0
1644499258,,,,67.0
1644499318,,,,67.0
1644499378,,,,67.0
1644499438,550034.967,5219.0,234.601,67.0
1644499499,,,,67.0
1644499558,,,,67.0
1644499618,,,,67.0
1644499678,,,,67.0
1644499738,550034.967,5085.0,234.677,67.0
1644499798,,,,67.0
1644499858,,,,67.0
1644499918,,,,67.0
1644499978,,,,67.0
1644500038,550034.967,5019.0,234.753,67.0
1644500098,,,,67.0
1644500158,,,,67.0
1644500218,,,,67.0
1644500278,,,,67.0
1644500338,550034.967,4952.0,234.832,67.0
1644500398,,,,67.0
1644500459,,,,67.0
1644500519,,,,67.0
1644500579,,,,67.0
1644500639,550034.967,4885.0,234.912,67.0
1644500699,,,,67.0
1644500759,,,,67.0
1644500819,,,,67.0
1644500879,,,,67.0
1644500939,550034.967,4751.0,234.994,67.0
1644500999,,,,67.0
1644501059,,,,67.0
1644501119,,,,67.0
1644501179,,,,67.0
1644501239,550034.967,4684.0,235.074,67.0
1644501299,,,,67.0
1644501360,,,,67.0
1644501420,,,,67.0
1644501480,,,,67.0
1644501540,550034.967,4617.0,235.144,67.0
1644501600,,,,67.0
1644501660,,,,66.0
1644501720,,,,66.0
1644501780,,,,66.0
1644501840,550035.479,4818.0,235.162,66.0
1644501844,,,,66.0
1644501845,,,,66.0
1644501872,,,,66.0
1644501900,,,,66.0
1644501960,,,,66.0
1644502020,,,,66.0
1644502080,,,,66.0
1644502140,550035.479,5085.0,235.162,66.0
1644502200,,,,66.0
1644502261,,,,66.0
1644502321,,,,66.0
1644502381,,,,66.0
1644502441,550035.479,5219.0,235.162,66.0
1644502501,,,,66.0
1644502561,,,,66.0
1644502621,,,,66.0
1644502681,,,,66.0
1644502741,550035.991,5487.0,235.162,66.0
1644502801,,,,66.0
1644502861,,,,66.0
1644502921,,,,66.0
1644502981,,,,66.0
1644503041,550035.991,5755.0,235.162,66.0
1644503101,,,,66.0
1644503161,,,,66.0
1644503222,,,,66.0
1644503282,,,,66.0
1644503342,550036.503,6022.0,235.162,66.0
1644503402,,,,66.0
1644503462,,,,66.0
1644503522,,,,66.0
1644503582,,,,66.0
1644503642,550037.015,6357.0,235.162,66.0
1644503702,,,,66.0
1644503762,,,,66.0
1644503822,,,,66.0
1644503882,,,,66.0
1644503942,550037.015,6558.0,235.162,66.0
1644504002,,,,66.0
1644504062,,,,66.0
1644504122,,,,66.0
1644504183,,,,66.0
1644504243,550037.015,6625.0,235.162,66.0
1644504303,,,,66.0
1644504363,,,,68.0
1644504388,,,,68.0
1644504390,,,,68.0
1644504423,,,,68.0
1644504483,,,,68.0
1644504543,550037.015,6692.0,235.162,68.0
1644504603,,,,68.0
1644504663,,,,68.0
1644504723,,,,68.0
1644504783,,,,68.0
1644504843,550037.015,6692.0,235.162,68.0
1644504903,,,,68.0
1644504963,,,,68.0
1644505023,,,,68.0
1644505083,,,,68.0
1644505144,550037.015,6692.0,235.162,68.0
1644505204,,,,68.0
1644505264,,,,68.0
1644505324,,,,68.0
1644505384,,,,68.0
1644505444,550037.015,6692.0,235.162,68.0
1644505504,,,,68.0
1644505564,,,,68.0
1644505624,,,,68.0
1644505684,,,,68.0
1644505744,550037.015,6692.0,235.162,68.0
1644505804,,,,68.0
1644505864,,,,68.0
1644505924,,,,68.0
1644505984,,,,68.0
1644506045,550037.015,6692.0,235.162,68.0
1644506105,,,,68.0
1644506165,,,,68.0
1644506225,,,,68.0
1644506285,,,,68.0
1644506345,550037.015,6692.0,235.162,68.0
1644506405,,,,68.0
1644506465,,,,68.0
1644506525,,,,68.0
1644506585,,,,68.0
1644506645,550037.015,6692.0,235.162,68.0
1644506705,,,,68.0
1644506783,550037.015,6692.0,235.162,68.0
1644506844,,,,68.0
1644506904,,,,68.0
1644506964,,,,68.0
1644507024,,,,68.0
1644507084,550037.015,6692.0,235.162,68.0
1644507144,,,,68.0
1644507204,,,,68.0
1644507265,,,,68.0
1644507325,,,,68.0
1644507385,550037.015,6692.0,235.162,68.0
1644507445,,,,68.0
1644507505,,,,68.0
1644507565,,,,68.0
1644507625,,,,68.0
1644507685,550037.015,6692.0,235.162,68.0
1644507745,,,,68.0
1644507805,,,,68.0
1644507865,,,,68.0
1644507926,,,,68.0
1644507985,550037.015,6692.0,235.162,68.0
1644508045,,,,68.0
1644508105,,,,68.0
1644508165,,,,68.0
1644508226,,,,68.0
1644508286,550037.015,6692.0,235.162,68.0
1644508346,,,,68.0
1644508406,,,,68.0
1644508466,,,,68.0
1644508526,,,,68.0
1644508586,550037.015,6692.0,235.162,68.0
1644508646,,,,68.0
1644508706,,,,68.0
1644508766,,,,68.0
1644508826,,,,68.0
1644508886,550037.015,6692.0,235.162,68.0
1644508946,,,,68.0
1644509006,,,,68.0
1644509066,,,,68.0
1644509126,,,,68.0
1644509187,550037.015,6692.0,235.162,68.0
1644509247,,,,68.0
1644509307,,,,68.0
1644509367,,,,68.0
1644509427,,,,68.0
1644509487,550037.015,6692.0,235.162,68.0
1644509547,,,,68.0
1644509607,,,,68.0
1644509667,,,,68.0
1644509727,,,,68.0
1644509787,550037.015,6692.0,235.162,68.0
1644509847,,,,68.0
1644509907,,,,68.0
1644509967,,,,68.0
1644510027,,,,68.0
1644510087,550037.015,6692.0,235.162,68.0
1644510148,,,,68.0
1644510208,,,,68.0
1644510268,,,,68.0
1644510328,,,,68.0
1644510387,550037.015,6692.0,235.162,68.0
1644510447,,,,68.0
1644510507,,,,68.0
1644510567,,,,68.0
1644510627,,,,68.0
1644510687,550037.015,6692.0,235.162,68.0
1644510748,,,,68.0
1644510808,,,,68.0
1644510868,,,,68.0
1644510928,,,,68.0
1644510988,550037.015,6692.0,235.162,68.0
1644511048,,,,68.0
1644511108,,,,68.0
1644511168,,,,68.0
1644511228,,,,68.0
1644511288,550037.015,6692.0,235.162,68.0
1644511348,,,,68.0
1644511408,,,,68.0
1644511468,,,,68.0
1644511528,,,,68.0
1644511588,550037.015,6692.0,235.162,68.0
1644511648,,,,68.0
1644511709,,,,68.0
1644511769,,,,68.0
1644511829,,,,68.0
1644511889,550037.015,6692.0,235.162,68.0
1644511949,,,,68.0
1644512009,,,,68.0
1644512069,,,,68.0
1644512129,,,,68.0
1644512189,550037.015,6692.0,235.162,68.0
1644512249,,,,68.0
1644512309,,,,68.0
1644512369,,,,68.0
1644512429,,,,68.0
1644512489,550037.015,6692.0,235.162,68.0
1644512549,,,,68.0
1644512609,,,,68.0
1644512670,,,,68.0
1644512730,,,,68.0
1644512790,550037.015,6692.0,235.162,68.0
1644512850,,,,68.0
1644512910,,,,68.0
1644512970,,,,68.0
1644513030,,,,68.0
1644513090,550037.015,6692.0,235.162,68.0
1644513150,,,,68.0
1644513210,,,,68.0
1644513270,,,,68.0
1644513330,,,,68.0
1644513390,550037.015,6692.0,235.162,68.0
1644513450,,,,68.0
1644513510,,,,68.0
1644513570,,,,68.0
1644513631,,,,68.0
1644513691,550037.015,6692.0,235.162,68.0
1644513751,,,,68.0
1644513811,,,,68.0
1644513871,,,,68.0
1644513931,,,,68.0
1644513991,550037.015,6692.0,235.162,68.0
1644514051,,,,68.0
1644514111,,,,68.0
1644514171,,,,68.0
1644514231,,,,68.0
1644514291,550037.015,6692.0,235.162,68.0
1644514351,,,,68.0
1644514411,,,,68.0
1644514472,,,,68.0
1644514532,,,,68.0
1644514592,550037.015,6692.0,235.162,68.0
1644514652,,,,68.0
1644514712,,,,68.0
1644514772,,,,68.0
1644514832,,,,68.0
1644514892,550037.015,6692.0,235.162,68.0
1644514952,,,,68.0
1644515012,,,,68.0
1644515072,,,,68.0
1644515132,,,,68.0
1644515192,550037.015,6692.0,235.162,68.0
1644515252,,,,68.0
1644515312,,,,68.0
1644515373,,,,68.0
1644515433,,,,68.0
1644515493,550037.015,6692.0,235.162,68.0
1644515553,,,,68.0
1644515613,,,,68.0
1644515673,,,,68.0
1644515733,,,,68.0
1644515793,550037.015,6692.0,235.162,68.0
1644515853,,,,68.0
1644515913,,,,68.0
1644515973,,,,68.0
1644516033,,,,68.0
1644516093,550037.015,6692.0,235.162,68.0
1644516153,,,,68.0
1644516213,,,,68.0
1644516273,,,,68.0
1644516334,,,,68.0
1644516394,550037.015,6692.0,235.162,68.0
1644516454,,,,68.0
1644516514,,,,68.0
1644516574,,,,68.0
1644516634,,,,68.0
1644516694,550037.015,6692.0,235.162,68.0
1644516754,,,,68.0
1644516814,,,,68.0
1644516874,,,,68.0
1644516934,,,,68.0
1644516994,550037.015,6692.0,235.162,68.0
1644517054,,,,68.0
1644517114,,,,68.0
1644517174,,,,68.0
1644517234,,,,68.0
1644517295,550037.015,6692.0,235.162,68.0
1644517355,,,,68.0
1644517415,,,,68.0
1644517475,,,,68.0
1644517535,,,,68.0
1644517594,550037.015,6692.0,235.162,68.0
1644517654,,,,68.0
1644517714,,,,68.0
1644517774,,,,68.0
1644517834,,,,68.0
1644517894,550037.015,6692.0,235.162,68.0
1644517954,,,,68.0
1644518014,,,,68.0
1644518074,,,,68.0
1644518134,,,,68.0
1644518194,550037.015,6692.0,235.162,68.0
1644518255,,,,68.0
1644518315,,,,68.0
1644518375,,,,68.0
1644518435,,,,68.0
1644518495,550037.015,6692.0,235.162,68.0
1644518555,,,,68.0
1644518615,,,,68.0
1644518675,,,,68.0
1644518735,,,,68.0
1644518795,550037.015,6692.0,235.162,68.0
1644518855,,,,68.0
1644518915,,,,68.0
1644518975,,,,68.0
1644519035,,,,68.0
1644519095,550037.015,6692.0,235.162,68.0
1644519155,,,,68.0
1644519215,,,,68.0
1644519276,,,,68.0
1644519336,,,,68.0
1644519396,550037.015,6692.0,235.162,68.0
1644519456,,,,68.0
1644519516,,,,68.0
1644519576,,,,68.0
1644519636,,,,68.0
1644519696,550037.015,6692.0,235.162,68.0
1644519756,,,,68.0
1644519816,,,,68.0
1644519876,,,,68.0
1644519936,,,,68.0
1644519996,550037.015,6692.0,235.162,68.0
1644520056,,,,68.0
1644520116,,,,68.0
1644520177,,,,68.0
1644520237,,,,68.0
1644520297,550037.015,6692.0,235.162,68.0
1644520357,,,,68.0
1644520417,,,,68.0
1644520477,,,,68.0
1644520537,,,,68.0
1644520597,550037.015,6692.0,235.162,68.0
1644520657,,,,68.0
1644520717,,,,68.0
1644520777,,,,68.0
1644520837,,,,68.0
1644520897,550037.015,6692.0,235.162,68.0
1644520957,,,,68.0
1644521017,,,,68.0
1644521077,,,,68.0
1644521138,,,,68.0
1644521197,550037.015,6692.0,235.162,68.0
1644521257,,,,68.0
1644521318,,,,68.0
1644521378,,,,68.0
1644521438,,,,68.0
1644521498,550037.015,6692.0,235.162,68.0
1644521558,,,,68.0
1644521618,,,,68.0
1644521678,,,,68.0
1644521738,,,,68.0
1644521798,550037.015,6692.0,235.162,68.0
1644521858,,,,68.0
1644521918,,,,68.0
1644521978,,,,68.0
1644522038,,,,68.0
1644522098,550037.015,6692.0,235.162,68.0
1644522158,,,,68.0
1644522218,,,,68.0
1644522279,,,,68.0
1644522339,,,,68.0
1644522399,550037.015,6692.0,235.162,68.0
1644522459,,,,68.0
1644522519,,,,68.0
1644522579,,,,68.0
1644522639,,,,68.0
1644522699,550037.015,6692.0,235.162,68.0
1644522759,,,,68.0
1644522819,,,,68.0
1644522879,,,,68.0
1644522939,,,,68.0
1644522999,550037.015,6692.0,235.162,68.0
1644523059,,,,68.0
1644523119,,,,68.0
1644523179,,,,68.0
1644523240,,,,68.0
1644523300,550037.015,6692.0,235.162,68.0
1644523360,,,,68.0
1644523420,,,,68.0
1644523480,,,,68.0
1644523540,,,,68.0
1644523600,550037.015,6692.0,235.162,68.0
1644523660,,,,68.0
1644523720,,,,68.0
1644523780,,,,68.0
1644523840,,,,68.0
1644523900,550037.015,6692.0,235.162,68.0
1644523960,,,,68.0
1644524020,,,,68.0
1644524080,,,,68.0
1644524140,,,,68.0
1644524201,550037.015,6692.0,235.162,68.0
1644524261,,,,68.0
1644524321,,,,68.0
1644524381,,,,68.0
1644524441,,,,68.0
1644524501,550037.015,6692.0,235.162,68.0
1644524561,,,,68.0
1644524621,,,,68.0
1644524681,,,,68.0
1644524741,,,,68.0
1644524801,550037.015,6692.0,235.162,68.0
1644524861,,,,68.0
1644524922,,,,68.0
1644524982,,,,68.0
1644525042,,,,68.0
1644525102,550037.015,6692.0,235.162,68.0
1644525162,,,,68.0
1644525222,,,,68.0
1644525282,,,,68.0
1644525342,,,,68.0
1644525402,550037.015,6692.0,235.162,68.0
1644525462,,,,68.0
1644525522,,,,68.0
1644525582,,,,68.0
1644525642,,,,68.0
1644525702,550037.015,6692.0,235.162,68.0
1644525762,,,,68.0
1644525822,,,,68.0
1644525883,,,,68.0
1644525943,,,,68.0
1644526003,550037.015,6692.0,235.162,68.0
1644526063,,,,68.0
1644526123,,,,68.0
1644526183,,,,68.0
1644526243,,,,68.0
1644526303,550037.015,6692.0,235.162,68.0
1644526363,,,,68.0
1644526423,,,,68.0
1644526483,,,,68.0
1644526543,,,,68.0
1644526603,550037.015,6692.0,235.162,68.0
1644526663,,,,68.0
1644526723,,,,68.0
1644526783,,,,68.0
1644526843,,,,68.0
1644526904,550037.015,6692.0,235.162,68.0
1644526964,,,,68.0
1644527024,,,,68.0
1644527084,,,,68.0
1644527144,,,,68.0
1644527204,550037.015,6692.0,235.162,68.0
1644527264,,,,68.0
1644527324,,,,68.0
1644527384,,,,68.0
1644527444,,,,68.0
1644527504,550037.015,6692.0,235.162,68.0
1644527564,,,,68.0
1644527624,,,,68.0
1644527684,,,,68.0
1644527744,,,,68.0
1644527805,550037.015,6692.0,235.162,68.0
1644527865,,,,68.0
1644527925,,,,68.0
1644527985,,,,68.0
1644528045,,,,68.0
1644528105,550037.015,6692.0,235.162,68.0
1644528165,,,,68.0
1644528225,,,,68.0
1644528285,,,,68.0
1644528345,,,,68.0
1644528404,550037.015,6692.0,235.162,68.0
1644528464,,,,68.0
1644528524,,,,68.0
1644528584,,,,68.0
1644528644,,,,68.0
1644528704,550037.015,6692.0,235.162,68.0
1644528764,,,,68.0
1644528824,,,,68.0
1644528884,,,,68.0
1644528945,,,,68.0
1644529005,550037.015,6692.0,235.162,68.0
1644529065,,,,68.0
1644529125,,,,68.0
1644529185,,,,68.0
1644529245,,,,68.0
1644529305,550037.015,6692.0,235.162,68.0
1644529365,,,,68.0
1644529425,,,,68.0
1644529485,,,,68.0
1644529545,,,,68.0
1644529605,550037.015,6692.0,235.162,68.0
1644529665,,,,68.0
1644529725,,,,68.0
1644529785,,,,68.0
1644529846,,,,68.0
1644529906,550037.015,6692.0,235.162,68.0
1644529966,,,,68.0
1644530026,,,,68.0
1644530086,,,,68.0
1644530146,,,,68.0
1644530206,550037.015,6692.0,235.162,68.0
1644530266,,,,68.0
1644530326,,,,68.0
1644530386,,,,68.0
1644530446,,,,67.0
1644530506,550037.015,6625.0,235.179,67.0
1644530566,,,,67.0
1644530626,,,,67.0
1644530686,,,,67.0
1644530746,,,,67.0
1644530807,550037.015,6558.0,235.253,67.0
1644530867,,,,67.0
1644530927,,,,67.0
1644530987,,,,67.0
1644531047,,,,67.0
1644531107,550037.015,6424.0,235.377,67.0
1644531167,,,,67.0
1644531227,,,,67.0
1644531287,,,,67.0
1644531347,,,,67.0
1644531407,550037.015,6290.0,235.503,67.0
1644531467,,,,67.0
1644531527,,,,67.0
1644531587,,,,67.0
1644531647,,,,67.0
1644531707,550037.015,6223.0,235.562,67.0
1644531767,,,,67.0
1644531828,,,,67.0
1644531888,,,,67.0
1644531948,,,,67.0
1644532008,550037.015,6223.0,235.585,67.0
1644532068,,,,67.0
1644532128,,,,67.0
1644532188,,,,67.0
1644532248,,,,67.0
1644532308,550037.015,6156.0,235.608,67.0
1644532368,,,,67.0
1644532428,,,,67.0
1644532488,,,,67.0
1644532548,,,,67.0
1644532608,550037.015,6156.0,235.634,67.0
1644532668,,,,67.0
1644532728,,,,67.0
1644532789,,,,67.0
1644532849,,,,67.0
1644532909,550037.015,6089.0,235.67,67.0
1644532969,,,,67.0
1644533029,,,,67.0
1644533089,,,,67.0
1644533149,,,,67.0
1644533209,550037.015,6022.0,235.731,67.0
1644533269,,,,67.0
1644533329,,,,67.0
1644533389,,,,67.0
1644533449,,,,67.0
1644533509,550037.015,6022.0,235.761,67.0
1644533569,,,,67.0
1644533629,,,,67.0
1644533689,,,,67.0
1644533750,,,,67.0
1644533810,550037.015,5955.0,235.793,67.0
1644533870,,,,67.0
1644533930,,,,67.0
1644533990,,,,67.0
1644534050,,,,67.0
1644534110,550037.015,5955.0,235.823,67.0
1644534170,,,,67.0
1644534230,,,,67.0
1644534290,,,,67.0
1644534350,,,,67.0
1644534410,550037.015,5888.0,235.883,67.0
1644534470,,,,67.0
1644534530,,,,67.0
1644534590,,,,67.0
1644534650,,,,67.0
1644534711,550037.015,5755.0,235.985,67.0
1644534771,,,,67.0
1644534831,,,,67.0
1644534891,,,,67.0
1644534951,,,,67.0
1644535011,550037.015,5688.0,236.055,67.0
1644535071,,,,67.0
1644535131,,,,67.0
1644535191,,,,67.0
1644535251,,,,67.0
1644535311,550037.015,5621.0,236.115,67.0
1644535371,,,,67.0
1644535431,,,,67.0
1644535491,,,,67.0
1644535551,,,,67.0
1644535612,550037.015,5554.0,236.169,67.0
1644535672,,,,67.0
1644535732,,,,67.0
1644535792,,,,67.0
1644535852,,,,67.0
1644535912,550037.015,5554.0,236.216,67.0
1644535972,,,,67.0
1644536032,,,,67.0
1644536092,,,,67.0
1644536152,,,,67.0
1644536212,550037.015,5487.0,236.262,67.0
1644536272,,,,67.0
1644536332,,,,67.0
1644536392,,,,67.0
1644536441,,,,67.0
1644536452,,,,67.0
1644536512,550037.015,5420.0,236.313,67.0
1644536520,,,,67.0
1644536521,,,,67.0
1644536573,,,,67.0
1644536633,,,,67.0
1644536693,,,,67.0
1644536753,,,,67.0
1644536813,550037.015,5353.0,236.367,67.0
1644536873,,,,67.0
1644536933,,,,67.0
1644536993,,,,67.0
1644537053,,,,67.0
1644537113,550037.015,5286.0,236.425,67.0
1644537173,,,,67.0
1644537233,,,,67.0
1644537293,,,,67.0
1644537353,,,,67.0
1644537413,550037.015,5219.0,236.484,67.0
1644537473,,,,67.0
1644537534,,,,67.0
1644537594,,,,67.0
1644537654,,,,67.0
1644537714,550037.015,5152.0,236.539,67.0
1644537774,,,,67.0
1644537834,,,,67.0
1644537894,,,,67.0
1644537954,,,,67.0
1644538014,550037.015,5152.0,236.586,67.0
1644538074,,,,67.0
1644538134,,,,67.0
1644538194,,,,67.0
1644538254,,,,67.0
1644538314,550037.015,5085.0,236.651,67.0
1644538374,,,,67.0
1644538434,,,,67.0
1644538495,,,,67.0
1644538555,,,,67.0
1644538615,550037.015,5019.0,236.671,67.0
1644538675,,,,67.0
1644538735,,,,67.0
1644538795,,,,67.0
1644538855,,,,67.0
1644538915,550037.015,5019.0,236.702,67.0
1644538975,,,,67.0
1644539035,,,,67.0
1644539095,,,,67.0
1644539155,,,,67.0
1644539214,550037.015,4952.0,236.734,67.0
1644539274,,,,67.0
1644539334,,,,67.0
1644539394,,,,67.0
1644539454,,,,67.0
1644539515,550037.015,4952.0,236.765,67.0
1644539575,,,,67.0
1644539635,,,,67.0
1644539695,,,,67.0
1644539755,,,,67.0
1644539815,550037.015,4885.0,236.838,67.0
1644539875,,,,67.0
1644539935,,,,67.0
1644539995,,,,67.0
1644540055,,,,67.0
1644540115,550037.015,4818.0,236.888,66.0
1644540175,,,,66.0
1644540235,,,,66.0
1644540295,,,,66.0
1644540355,,,,66.0
1644540415,550037.015,4818.0,236.888,66.0
1644540476,,,,66.0
1644540536,,,,66.0
1644540596,,,,66.0
1644540656,,,,66.0
1644540716,550037.015,4818.0,236.888,66.0
1644540776,,,,66.0
1644540836,,,,66.0
1644540896,,,,66.0
1644540956,,,,66.0
1644541016,550037.015,4818.0,236.888,66.0
1644541076,,,,66.0
1644541136,,,,66.0
1644541196,,,,66.0
1644541256,,,,66.0
1644541316,550037.015,4885.0,236.888,66.0
1644541376,,,,66.0
1644541437,,,,66.0
1644541497,,,,66.0
1644541557,,,,66.0
1644541617,550037.015,4885.0,236.889,66.0
1644541677,,,,66.0
1644541737,,,,66.0
1644541797,,,,66.0
1644541857,,,,66.0
1644541917,550037.527,4885.0,236.889,66.0
1644541977,,,,66.0
1644542037,,,,66.0
1644542097,,,,66.0
1644542157,,,,66.0
1644542217,550037.527,4885.0,236.889,66.0
1644542231,,,,66.0
1644542235,,,,66.0
1644542277,,,,66.0
1644542338,,,,66.0
1644542398,,,,66.0
1644542458,,,,66.0
1644542518,550037.527,4885.0,236.889,66.0
1644542578,,,,66.0
1644542638,,,,66.0
1644542698,,,,66.0
1644542758,,,,66.0
1644542818,550037.527,4952.0,236.889,66.0
1644542878,,,,66.0
1644542938,,,,66.0
1644542998,,,,66.0
1644543058,,,,66.0
1644543118,550037.527,4952.0,236.889,66.0
1644543178,,,,66.0
1644543238,,,,66.0
1644543298,,,,66.0
1644543359,,,,66.0
1644543419,550037.527,4952.0,236.889,66.0
1644543479,,,,66.0
1644543539,,,,66.0
1644543599,,,,66.0
1644543659,,,,66.0
1644543719,550037.527,4952.0,236.889,66.0
1644543779,,,,66.0
1644543839,,,,66.0
1644543899,,,,67.0
1644543959,,,,66.0
1644544019,550037.527,4952.0,236.889,66.0
1644544079,,,,66.0
1644544139,,,,66.0
1644544199,,,,66.0
1644544260,,,,66.0
1644544320,550037.527,5019.0,236.89,66.0
1644544380,,,,66.0
1644544440,,,,66.0
1644544500,,,,66.0
1644544560,,,,66.0
1644544620,550037.527,5019.0,236.89,66.0
1644544680,,,,66.0
1644544740,,,,66.0
1644544800,,,,66.0
1644544860,,,,66.0
1644544920,550037.527,5019.0,236.89,66.0
1644544980,,,,66.0
1644545040,,,,66.0
1644545100,,,,66.0
1644545160,,,,66.0
1644545221,550037.527,5019.0,236.89,66.0
1644545281,,,,66.0
1644545341,,,,66.0
1644545401,,,,66.0
1644545461,,,,66.0
1644545521,550037.527,5019.0,236.89,66.0
1644545581,,,,66.0
1644545641,,,,66.0
1644545701,,,,66.0
