timestamp,generatedElectricity,instanceElectricity_x,normalUsage,reverseUsage,instanceElectricity_y,instanceCurrents,instanceCurrentsT
1645177952,,,,,516.0,,
1645177972,,0.0,,,,,
1645177982,,,,,496.0,2.0,4.0
1645178012,,,,,464.0,,
1645178032,,0.0,,,,,
1645178042,,,,,496.0,2.0,4.0
1645178072,,,,,496.0,,
1645178092,,0.0,,,,,
1645178102,,,,,512.0,2.0,4.0
1645178132,,,,,496.0,,
1645178152,2655.027,0.0,,,,,
1645178163,,,,,1192.0,9.0,4.0
1645178192,,,,,1600.0,,
1645178212,,0.0,,,,,
1645178222,,,,,1600.0,13.0,4.0
1645178252,,,,,440.0,,
1645178272,,0.0,,,,,
1645178283,,,,,488.0,2.0,4.0
1645178312,,,,,488.0,,
1645178332,,0.0,,,,,
1645178342,,,,,508.0,2.0,4.0
1645178373,,,,,364.0,,
1645178392,,0.0,,,,,
1645178400,,,24772.3,2076.5,,,
1645178403,,,,,468.0,2.0,4.0
1645178433,,,,,416.0,,
1645178453,2655.027,0.0,,,,,
1645178462,,,,,364.0,2.0,3.0
1645178493,,,,,416.0,,
1645178513,,0.0,,,,,
1645178523,,,,,416.0,2.0,3.0
1645178553,,,,,384.0,,
1645178573,,0.0,,,,,
1645178583,,,,,380.0,2.0,3.0
1645178613,,,,,640.0,,
1645178633,,0.0,,,,,
1645178643,,,,,412.0,2.0,3.0
1645178673,,,,,608.0,,
1645178693,,0.0,,,,,
1645178703,,,,,312.0,2.0,2.0
1645178733,,,,,364.0,,
1645178753,2655.027,0.0,,,,,
1645178763,,,,,836.0,7.0,2.0
1645178793,,,,,780.0,,
1645178813,,0.0,,,,,
1645178823,,,,,832.0,6.0,3.0
1645178853,,,,,828.0,,
1645178873,,0.0,,,,,
1645178883,,,,,780.0,6.0,2.0
1645178913,,,,,876.0,,
1645178933,,0.0,,,,,
1645178943,,,,,320.0,2.0,2.0
1645178973,,,,,832.0,,
1645178993,,0.0,,,,,
1645179003,,,,,368.0,2.0,2.0
1645179033,,,,,792.0,,
1645179053,2655.027,0.0,,,,,
1645179063,,,,,380.0,2.0,3.0
1645179093,,,,,448.0,,
1645179113,,0.0,,,,,
1645179123,,,,,388.0,2.0,3.0
1645179153,,,,,492.0,,
1645179173,,0.0,,,,,
1645179183,,,,,828.0,6.0,3.0
1645179213,,,,,388.0,,
1645179233,,0.0,,,,,
1645179243,,,,,468.0,2.0,3.0
1645179273,,,,,368.0,,
1645179293,,0.0,,,,,
1645179304,,,,,388.0,2.0,3.0
1645179334,,,,,936.0,,
1645179353,2655.027,0.0,,,,,
1645179364,,,,,368.0,2.0,3.0
1645179393,,,,,416.0,,
1645179414,,0.0,,,,,
1645179424,,,,,840.0,6.0,3.0
1645179453,,,,,376.0,,
1645179474,,0.0,,,,,
1645179484,,,,,472.0,2.0,3.0
1645179514,,,,,476.0,,
1645179534,,0.0,,,,,
1645179544,,,,,680.0,4.0,3.0
1645179574,,,,,524.0,,
1645179594,,0.0,,,,,
1645179604,,,,,560.0,4.0,4.0
1645179634,,,,,424.0,,
1645179654,2655.027,0.0,,,,,
1645179664,,,,,512.0,2.0,4.0
1645179694,,,,,892.0,,
1645179714,,0.0,,,,,
1645179724,,,,,720.0,2.0,6.0
1645179754,,,,,472.0,,
1645179774,,0.0,,,,,
1645179784,,,,,900.0,6.0,3.0
1645179814,,,,,492.0,,
1645179834,,0.0,,,,,
1645179844,,,,,420.0,2.0,3.0
1645179874,,,,,844.0,,
1645179894,,0.0,,,,,
1645179904,,,,,480.0,2.0,3.0
1645179934,,,,,376.0,,
1645179954,2655.027,0.0,,,,,
1645179964,,,,,688.0,5.0,3.0
1645179994,,,,,428.0,,
1645180014,,0.0,,,,,
1645180024,,,,,508.0,3.0,3.0
1645180054,,,,,420.0,,
1645180074,,0.0,,,,,
1645180084,,,,,424.0,2.0,3.0
1645180114,,,,,480.0,,
1645180134,,0.0,,,,,
1645180144,,,,,436.0,2.0,3.0
1645180174,,,,,428.0,,
1645180194,,0.0,,,,,
1645180200,,,24772.6,2076.5,,,
1645180205,,,,,868.0,6.0,3.0
1645180234,,,,,408.0,,
1645180254,2655.027,0.0,,,,,
1645180264,,,,,384.0,2.0,3.0
1645180294,,,,,1220.0,,
1645180314,,0.0,,,,,
1645180325,,,,,488.0,2.0,4.0
1645180355,,,,,448.0,,
1645180374,,0.0,,,,,
1645180385,,,,,952.0,7.0,3.0
1645180415,,,,,500.0,,
1645180435,,0.0,,,,,
1645180445,,,,,432.0,2.0,3.0
1645180475,,,,,868.0,,
1645180494,,0.0,,,,,
1645180505,,,,,504.0,2.0,4.0
1645180535,,,,,480.0,,
1645180555,2655.027,0.0,,,,,
1645180565,,,,,1300.0,2.0,11.0
1645180594,,,,,1188.0,,
1645180615,,0.0,,,,,
1645180625,,,,,1200.0,2.0,10.0
1645180655,,,,,1196.0,,
1645180675,,0.0,,,,,
1645180685,,,,,1148.0,2.0,10.0
1645180715,,,,,1108.0,,
1645180735,,0.0,,,,,
1645180745,,,,,512.0,2.0,4.0
1645180775,,,,,496.0,,
1645180795,,0.0,,,,,
1645180805,,,,,480.0,2.0,4.0
1645180835,,,,,512.0,,
1645180855,2655.027,0.0,,,,,
1645180865,,,,,516.0,2.0,4.0
1645180895,,,,,788.0,,
1645180915,,0.0,,,,,
1645180925,,,,,748.0,2.0,6.0
1645180955,,,,,656.0,,
1645180975,,0.0,,,,,
1645180985,,,,,916.0,5.0,4.0
1645181015,,,,,464.0,,
1645181035,,0.0,,,,,
1645181045,,,,,496.0,2.0,4.0
1645181075,,,,,888.0,,
1645181095,,0.0,,,,,
1645181105,,,,,464.0,2.0,3.0
1645181135,,,,,412.0,,
1645181155,2655.027,0.0,,,,,
1645181165,,,,,940.0,6.0,3.0
1645181195,,,,,444.0,,
1645181215,,0.0,,,,,
1645181225,,,,,384.0,2.0,3.0
1645181255,,,,,856.0,,
1645181275,,0.0,,,,,
1645181285,,,,,428.0,2.0,3.0
1645181315,,,,,432.0,,
1645181335,,0.0,,,,,
1645181346,,,,,880.0,6.0,3.0
1645181375,,,,,392.0,,
1645181395,,0.0,,,,,
1645181405,,,,,444.0,2.0,3.0
1645181436,,,,,724.0,,
1645181455,2655.027,0.0,,,,,
1645181466,,,,,380.0,2.0,3.0
1645181495,,,,,492.0,,
1645181515,,0.0,,,,,
1645181526,,,,,896.0,6.0,3.0
1645181555,,,,,448.0,,
1645181576,,0.0,,,,,
1645181586,,,,,480.0,2.0,4.0
1645181616,,,,,1092.0,,
1645181636,,0.0,,,,,
1645181646,,,,,608.0,2.0,5.0
1645181676,,,,,620.0,,
1645181696,,0.0,,,,,
1645181706,,,,,612.0,3.0,5.0
1645181736,,,,,572.0,,
1645181756,2655.027,0.0,,,,,
1645181766,,,,,560.0,2.0,4.0
1645181796,,,,,604.0,,
1645181816,,0.0,,,,,
1645181826,,,,,624.0,2.0,5.0
1645181856,,,,,648.0,,
1645181876,,0.0,,,,,
1645181886,,,,,620.0,3.0,4.0
1645181916,,,,,608.0,,
1645181936,,0.0,,,,,
1645181946,,,,,520.0,2.0,4.0
1645181976,,,,,508.0,,
1645181996,,0.0,,,,,
1645182000,,,24773.0,2076.5,,,
1645182006,,,,,620.0,2.0,5.0
1645182036,,,,,508.0,,
1645182056,2655.027,0.0,,,,,
1645182066,,,,,532.0,2.0,4.0
1645182096,,,,,548.0,,
1645182116,,0.0,,,,,
1645182126,,,,,504.0,2.0,4.0
1645182156,,,,,572.0,,
1645182176,,0.0,,,,,
1645182186,,,,,580.0,2.0,4.0
1645182216,,,,,504.0,,
1645182236,,0.0,,,,,
1645182246,,,,,656.0,2.0,5.0
1645182276,,,,,564.0,,
1645182296,,0.0,,,,,
1645182307,,,,,472.0,2.0,4.0
1645182336,,,,,580.0,,
1645182356,2655.027,0.0,,,,,
1645182367,,,,,1320.0,7.0,6.0
1645182396,,,,,472.0,,
1645182416,,0.0,,,,,
1645182427,,,,,568.0,2.0,4.0
1645182456,,,,,944.0,,
1645182476,,0.0,,,,,
1645182487,,,,,496.0,2.0,4.0
1645182516,,,,,508.0,,
1645182536,,0.0,,,,,
1645182547,,,,,864.0,5.0,4.0
1645182577,,,,,580.0,,
1645182597,,0.0,,,,,
1645182607,,,,,468.0,2.0,4.0
1645182637,,,,,468.0,,
1645182657,2655.027,0.0,,,,,
1645182667,,,,,576.0,2.0,4.0
1645182697,,,,,528.0,,
1645182717,,0.0,,,,,
1645182727,,,,,1004.0,6.0,4.0
1645182757,,,,,636.0,,
1645182777,,0.0,,,,,
1645182787,,,,,516.0,2.0,4.0
1645182817,,,,,696.0,,
1645182837,,0.0,,,,,
1645182847,,,,,580.0,2.0,5.0
1645182877,,,,,520.0,,
1645182897,,0.0,,,,,
1645182907,,,,,1284.0,2.0,11.0
1645182937,,,,,1312.0,,
1645182957,2655.027,0.0,,,,,
1645182967,,,,,1156.0,2.0,10.0
1645182997,,,,,1212.0,,
1645183017,,0.0,,,,,
1645183027,,,,,1692.0,6.0,11.0
1645183057,,,,,1160.0,,
1645183077,,0.0,,,,,
1645183087,,,,,1168.0,2.0,10.0
1645183117,,,,,1680.0,,
1645183137,,0.0,,,,,
1645183147,,,,,516.0,2.0,4.0
1645183177,,,,,504.0,,
1645183197,,0.0,,,,,
1645183207,,,,,1656.0,6.0,10.0
1645183237,,,,,1216.0,,
1645183257,2655.027,0.0,,,,,
1645183267,,,,,1212.0,2.0,11.0
1645183297,,,,,1920.0,,
1645183317,,0.0,,,,,
1645183327,,,,,1260.0,2.0,10.0
1645183357,,,,,576.0,,
1645183377,,0.0,,,,,
1645183388,,,,,1052.0,7.0,4.0
1645183417,,,,,604.0,,
1645183437,,0.0,,,,,
1645183447,,,,,516.0,2.0,4.0
1645183477,,,,,952.0,,
1645183497,,0.0,,,,,
1645183508,,,,,480.0,2.0,3.0
1645183537,,,,,428.0,,
1645183557,2655.027,0.0,,,,,
1645183568,,,,,948.0,7.0,3.0
1645183597,,,,,472.0,,
1645183618,,0.0,,,,,
1645183628,,,,,424.0,2.0,3.0
1645183657,,,,,928.0,,
1645183678,,0.0,,,,,
1645183688,,,,,472.0,2.0,4.0
1645183718,,,,,468.0,,
1645183738,,0.0,,,,,
1645183748,,,,,896.0,6.0,3.0
1645183778,,,,,716.0,,
1645183798,,0.0,,,,,
1645183800,,,24773.4,2076.5,,,
1645183808,,,,,464.0,2.0,3.0
1645183838,,,,,1672.0,,
1645183858,2655.027,0.0,,,,,
1645183868,,,,,1668.0,2.0,15.0
1645183898,,,,,480.0,,
1645183918,,0.0,,,,,
1645183928,,,,,496.0,2.0,4.0
1645183958,,,,,460.0,,
1645183978,,0.0,,,,,
1645183988,,,,,420.0,2.0,3.0
1645184018,,,,,476.0,,
1645184038,,0.0,,,,,
1645184048,,,,,468.0,2.0,3.0
1645184078,,,,,420.0,,
1645184098,,0.0,,,,,
1645184108,,,,,472.0,2.0,4.0
1645184138,,,,,924.0,,
1645184158,2655.027,0.0,,,,,
1645184168,,,,,412.0,2.0,3.0
1645184198,,,,,484.0,,
1645184218,,0.0,,,,,
1645184228,,,,,956.0,7.0,3.0
1645184258,,,,,440.0,,
1645184278,,0.0,,,,,
1645184289,,,,,788.0,2.0,6.0
1645184318,,,,,932.0,,
1645184338,,0.0,,,,,
1645184349,,,,,536.0,2.0,4.0
1645184378,,,,,500.0,,
1645184398,,0.0,,,,,
1645184409,,,,,936.0,6.0,3.0
1645184439,,,,,1388.0,,
1645184458,2655.027,0.0,,,,,
1645184469,,,,,1496.0,4.0,12.0
1645184499,,,,,2044.0,,
1645184518,,0.0,,,,,
1645184529,,,,,1744.0,6.0,12.0
1645184559,,,,,1652.0,,
1645184579,,0.0,,,,,
1645184589,,,,,1960.0,8.0,12.0
1645184619,,,,,1764.0,,
1645184639,,0.0,,,,,
1645184649,,,,,1356.0,3.0,11.0
1645184679,,,,,1952.0,,
1645184699,,0.0,,,,,
1645184709,,,,,2032.0,9.0,12.0
1645184739,,,,,1452.0,,
1645184759,2655.027,0.0,,,,,
1645184769,,,,,1820.0,4.0,14.0
1645184799,,,,,1700.0,,
1645184819,,0.0,,,,,
1645184829,,,,,1300.0,2.0,11.0
1645184859,,,,,1668.0,,
1645184879,,0.0,,,,,
1645184889,,,,,1380.0,3.0,11.0
1645184919,,,,,412.0,,
1645184939,,0.0,,,,,
1645184949,,,,,1404.0,2.0,11.0
1645184979,,,,,1268.0,,
1645184999,,0.0,,,,,
1645185009,,,,,1552.0,5.0,11.0
1645185039,,,,,1368.0,,
1645185059,2655.027,0.0,,,,,
1645185069,,,,,2052.0,9.0,11.0
1645185099,,,,,1496.0,,
1645185119,,0.0,,,,,
1645185129,,,,,1452.0,2.0,12.0
1645185159,,,,,1888.0,,
1645185179,,0.0,,,,,
1645185189,,,,,1672.0,5.0,12.0
1645185219,,,,,1564.0,,
1645185239,,0.0,,,,,
1645185249,,,,,1884.0,7.0,12.0
1645185279,,,,,1992.0,,
1645185299,,0.0,,,,,
1645185310,,,,,1444.0,3.0,12.0
1645185339,,,,,1916.0,,
1645185359,2655.027,0.0,,,,,
1645185369,,,,,1624.0,4.0,12.0
1645185399,,,,,1748.0,,
1645185419,,0.0,,,,,
1645185430,,,,,1764.0,7.0,11.0
1645185459,,,,,1820.0,,
1645185479,,0.0,,,,,
1645185489,,,,,1420.0,2.0,12.0
1645185519,,,,,1808.0,,
1645185540,,0.0,,,,,
1645185550,,,,,2284.0,11.0,12.0
1645185579,,,,,1756.0,,
1645185600,,0.0,24774.0,2076.5,,,
1645185610,,,,,1476.0,4.0,12.0
1645185640,,,,,1388.0,,
1645185660,2655.027,0.0,,,,,
1645185670,,,,,1200.0,9.0,4.0
1645185700,,,,,980.0,,
1645185720,,0.0,,,,,
1645185730,,,,,1440.0,11.0,5.0
1645185760,,,,,660.0,,
1645185780,,0.0,,,,,
1645185790,,,,,1240.0,7.0,6.0
1645185820,,,,,976.0,,
1645185840,,0.0,,,,,
1645185850,,,,,1024.0,7.0,4.0
1645185880,,,,,1072.0,,
1645185900,,0.0,,,,,
1645185910,,,,,656.0,4.0,4.0
1645185940,,,,,1340.0,,
1645185960,2655.027,0.0,,,,,
1645185970,,,,,988.0,6.0,5.0
1645186000,,,,,920.0,,
1645186020,,0.0,,,,,
1645186030,,,,,1328.0,10.0,4.0
1645186060,,,,,1736.0,,
1645186080,,0.0,,,,,
1645186090,,,,,572.0,3.0,4.0
1645186120,,,,,480.0,,
1645186140,,0.0,,,,,
1645186150,,,,,612.0,4.0,3.0
1645186180,,,,,564.0,,
1645186200,,0.0,,,,,
1645186211,,,,,416.0,2.0,3.0
1645186240,,,,,612.0,,
1645186260,2655.027,0.0,,,,,
1645186270,,,,,668.0,3.0,4.0
1645186300,,,,,844.0,,
1645186320,,0.0,,,,,
1645186330,,,,,1312.0,6.0,8.0
1645186360,,,,,912.0,,
1645186380,,0.0,,,,,
1645186391,,,,,1472.0,11.0,5.0
1645186420,,,,,1032.0,,
1645186440,,0.0,,,,,
1645186451,,,,,1192.0,9.0,4.0
1645186480,,,,,1804.0,,
1645186500,,0.0,,,,,
1645186511,,,,,1404.0,11.0,4.0
1645186541,,,,,2304.0,,
1645186561,2655.027,0.0,,,,,
1645186571,,,,,2940.0,17.0,13.0
1645186600,,,,,2752.0,,
1645186621,,0.0,,,,,
1645186631,,,,,2692.0,16.0,13.0
1645186660,,,,,3316.0,,
1645186681,,0.0,,,,,
1645186691,,,,,2420.0,13.0,13.0
1645186721,,,,,2484.0,,
1645186741,,0.0,,,,,
1645186751,,,,,3000.0,18.0,13.0
1645186781,,,,,2420.0,,
1645186801,,0.0,,,,,
1645186811,,,,,1168.0,8.0,5.0
1645186841,,,,,2644.0,,
1645186861,2655.027,0.0,,,,,
1645186871,,,,,2284.0,11.0,13.0
1645186901,,,,,2348.0,,
1645186921,,0.0,,,,,
1645186931,,,,,4104.0,28.0,13.0
1645186961,,,,,3488.0,,
1645186981,,0.0,,,,,
1645186991,,,,,3488.0,22.0,13.0
1645187021,,,,,2684.0,,
1645187041,,0.0,,,,,
1645187051,,,,,2252.0,11.0,13.0
1645187081,,,,,2416.0,,
1645187101,,0.0,,,,,
1645187111,,,,,2756.0,15.0,13.0
1645187141,,,,,1424.0,,
1645187161,2655.027,0.0,,,,,
1645187171,,,,,2176.0,9.0,14.0
1645187201,,,,,2640.0,,
1645187221,,0.0,,,,,
1645187231,,,,,2328.0,11.0,13.0
1645187261,,,,,2172.0,,
1645187281,,0.0,,,,,
1645187291,,,,,2628.0,14.0,12.0
1645187321,,,,,2228.0,,
1645187341,,0.0,,,,,
1645187352,,,,,2136.0,9.0,12.0
1645187381,,,,,2304.0,,
1645187400,,,24774.9,2076.5,,,
1645187401,,0.0,,,,,
1645187412,,,,,2428.0,9.0,16.0
1645187441,,,,,1552.0,,
1645187461,2655.027,0.0,,,,,
1645187472,,,,,2096.0,8.0,13.0
1645187501,,,,,2036.0,,
1645187521,,0.0,,,,,
1645187531,,,,,2184.0,10.0,12.0
1645187561,,,,,1992.0,,
1645187582,,0.0,,,,,
1645187592,,,,,2012.0,7.0,13.0
1645187621,,,,,1956.0,,
1645187642,,0.0,,,,,
1645187652,,,,,2016.0,7.0,13.0
1645187681,,,,,1936.0,,
1645187701,,0.0,,,,,
1645187711,,,,,1936.0,7.0,12.0
1645187741,,,,,1884.0,,
1645187761,2655.027,0.0,,,,,
1645187771,,,,,1848.0,7.0,12.0
1645187801,,,,,1868.0,,
1645187821,,0.0,,,,,
1645187831,,,,,1884.0,7.0,12.0
1645187861,,,,,1804.0,,
1645187881,,0.0,,,,,
1645187891,,,,,1876.0,7.0,11.0
1645187921,,,,,1888.0,,
1645187941,,0.0,,,,,
1645187951,,,,,1836.0,7.0,12.0
1645187981,,,,,2100.0,,
1645188001,,0.0,,,,,
1645188011,,,,,1900.0,7.0,12.0
1645188041,,,,,1908.0,,
1645188061,2655.027,0.0,,,,,
1645188071,,,,,1848.0,7.0,12.0
1645188101,,,,,1880.0,,
1645188121,,0.0,,,,,
1645188131,,,,,1844.0,7.0,11.0
1645188161,,,,,1896.0,,
1645188181,,0.0,,,,,
1645188191,,,,,1920.0,7.0,13.0
1645188221,,,,,2004.0,,
1645188241,,0.0,,,,,
1645188251,,,,,2004.0,7.0,13.0
1645188281,,,,,2008.0,,
1645188301,,0.0,,,,,
1645188311,,,,,1136.0,7.0,5.0
1645188341,,,,,1064.0,,
1645188361,2655.027,0.0,,,,,
1645188372,,,,,1160.0,7.0,5.0
1645188401,,,,,1028.0,,
1645188421,,0.0,,,,,
1645188432,,,,,1672.0,6.0,12.0
1645188461,,,,,1116.0,,
1645188481,,0.0,,,,,
1645188492,,,,,1892.0,6.0,13.0
1645188521,,,,,1000.0,,
1645188541,,0.0,,,,,
1645188552,,,,,1852.0,7.0,12.0
1645188582,,,,,1008.0,,
1645188602,,0.0,,,,,
1645188612,,,,,1796.0,7.0,12.0
1645188642,,,,,988.0,,
1645188662,2655.027,0.0,,,,,
1645188672,,,,,1864.0,6.0,13.0
1645188702,,,,,1004.0,,
1645188722,,0.0,,,,,
1645188732,,,,,1756.0,6.0,12.0
1645188762,,,,,1048.0,,
1645188782,,0.0,,,,,
1645188792,,,,,1880.0,7.0,12.0
1645188822,,,,,1000.0,,
1645188842,,0.0,,,,,
1645188852,,,,,1796.0,6.0,12.0
1645188882,,,,,976.0,,
1645188902,,0.0,,,,,
1645188912,,,,,1796.0,6.0,12.0
1645188942,,,,,1036.0,,
1645188962,2655.027,0.0,,,,,
1645188972,,,,,1736.0,6.0,11.0
1645189002,,,,,884.0,,
1645189022,,0.0,,,,,
1645189032,,,,,1952.0,7.0,13.0
1645189062,,,,,928.0,,
1645189082,,0.0,,,,,
1645189092,,,,,1784.0,6.0,12.0
1645189122,,,,,928.0,,
1645189142,,0.0,,,,,
1645189152,,,,,1744.0,6.0,11.0
1645189182,,,,,996.0,,
1645189200,,,24775.7,2076.5,,,
1645189202,,0.0,,,,,
1645189212,,,,,1728.0,6.0,11.0
1645189242,,,,,884.0,,
1645189262,2655.027,0.0,,,,,
1645189272,,,,,1796.0,7.0,11.0
1645189302,,,,,940.0,,
1645189322,,0.0,,,,,
1645189332,,,,,1756.0,6.0,11.0
1645189362,,,,,1056.0,,
1645189382,,0.0,,,,,
1645189393,,,,,1772.0,6.0,12.0
1645189423,,,,,1272.0,,
1645189442,,0.0,,,,,
1645189452,,,,,1900.0,7.0,13.0
1645189483,,,,,968.0,,
1645189502,,0.0,,,,,
1645189513,,,,,1880.0,7.0,12.0
1645189542,,,,,1000.0,,
1645189562,2655.027,0.0,,,,,
1645189573,,,,,1480.0,2.0,12.0
1645189603,,,,,680.0,,
1645189623,,0.0,,,,,
1645189633,,,,,1652.0,2.0,14.0
1645189663,,,,,628.0,,
1645189683,,0.0,,,,,
1645189693,,,,,1532.0,3.0,12.0
1645189723,,,,,580.0,,
1645189743,,0.0,,,,,
1645189753,,,,,1408.0,2.0,11.0
1645189783,,,,,692.0,,
1645189803,,0.0,,,,,
1645189813,,,,,1428.0,2.0,12.0
1645189843,,,,,640.0,,
1645189863,2655.027,0.0,,,,,
1645189873,,,,,1444.0,2.0,12.0
1645189903,,,,,620.0,,
1645189923,,0.0,,,,,
1645189933,,,,,1488.0,3.0,12.0
1645189963,,,,,616.0,,
1645189983,,0.0,,,,,
1645189993,,,,,1400.0,2.0,12.0
1645190023,,,,,716.0,,
1645190043,,0.0,,,,,
1645190053,,,,,1432.0,2.0,12.0
1645190083,,,,,644.0,,
1645190103,,0.0,,,,,
1645190113,,,,,1436.0,2.0,12.0
1645190143,,,,,588.0,,
1645190163,2655.027,0.0,,,,,
1645190173,,,,,1432.0,3.0,11.0
1645190203,,,,,612.0,,
1645190223,,0.0,,,,,
1645190233,,,,,1564.0,2.0,13.0
1645190263,,,,,612.0,,
1645190283,,0.0,,,,,
1645190293,,,,,1420.0,2.0,12.0
1645190323,,,,,536.0,,
1645190343,,0.0,,,,,
1645190354,,,,,1360.0,3.0,11.0
1645190383,,,,,608.0,,
1645190403,,0.0,,,,,
1645190414,,,,,1412.0,3.0,11.0
1645190443,,,,,572.0,,
1645190463,2655.027,0.0,,,,,
1645190474,,,,,1308.0,2.0,11.0
1645190503,,,,,604.0,,
1645190523,,0.0,,,,,
1645190534,,,,,1416.0,2.0,12.0
1645190563,,,,,596.0,,
1645190583,,0.0,,,,,
1645190593,,,,,2328.0,3.0,20.0
1645190624,,,,,1412.0,,
1645190644,,0.0,,,,,
1645190654,,,,,1408.0,3.0,11.0
1645190684,,,,,1384.0,,
1645190704,,0.0,,,,,
1645190714,,,,,1376.0,2.0,11.0
1645190744,,,,,664.0,,
1645190764,2655.027,0.0,,,,,
1645190774,,,,,792.0,2.0,6.0
1645190804,,,,,664.0,,
1645190824,,0.0,,,,,
1645190834,,,,,688.0,3.0,4.0
1645190864,,,,,852.0,,
1645190884,,0.0,,,,,
1645190894,,,,,684.0,3.0,5.0
1645190924,,,,,740.0,,
1645190944,,0.0,,,,,
1645190954,,,,,704.0,3.0,5.0
1645190984,,,,,956.0,,
1645191000,,,24776.1,2076.5,,,
1645191004,,0.0,,,,,
1645191014,,,,,664.0,3.0,5.0
1645191044,,,,,728.0,,
1645191064,2655.027,0.0,,,,,
1645191074,,,,,716.0,3.0,5.0
1645191104,,,,,616.0,,
1645191124,,0.0,,,,,
1645191134,,,,,676.0,2.0,5.0
1645191164,,,,,700.0,,
1645191184,,0.0,,,,,
1645191194,,,,,700.0,2.0,5.0
1645191224,,,,,564.0,,
1645191244,,0.0,,,,,
1645191254,,,,,636.0,3.0,4.0
1645191284,,,,,652.0,,
1645191304,,0.0,,,,,
1645191315,,,,,668.0,4.0,4.0
1645191344,,,,,516.0,,
1645191364,2655.027,0.0,,,,,
1645191375,,,,,596.0,2.0,4.0
1645191404,,,,,608.0,,
1645191424,,0.0,,,,,
1645191435,,,,,500.0,2.0,3.0
1645191464,,,,,536.0,,
1645191484,,0.0,,,,,
1645191494,,,,,592.0,3.0,3.0
1645191524,,,,,544.0,,
1645191544,,0.0,,,,,
1645191555,,,,,488.0,2.0,3.0
1645191584,,,,,500.0,,
1645191605,,0.0,,,,,
1645191615,,,,,616.0,2.0,4.0
1645191645,,,,,580.0,,
1645191664,2655.027,0.0,,,,,
1645191675,,,,,500.0,2.0,3.0
1645191705,,,,,592.0,,
1645191725,,0.0,,,,,
1645191735,,,,,624.0,3.0,4.0
1645191765,,,,,572.0,,
1645191785,,0.0,,,,,
1645191795,,,,,884.0,5.0,4.0
1645191824,,,,,688.0,,
1645191845,,0.0,,,,,
1645191855,,,,,628.0,2.0,4.0
1645191885,,,,,920.0,,
1645191905,,0.0,,,,,
1645191915,,,,,596.0,2.0,4.0
1645191945,,,,,604.0,,
1645191965,2655.027,0.0,,,,,
1645191975,,,,,680.0,3.0,4.0
1645192005,,,,,532.0,,
1645192025,,0.0,,,,,
1645192035,,,,,620.0,2.0,4.0
1645192065,,,,,656.0,,
1645192085,,0.0,,,,,
1645192095,,,,,532.0,2.0,4.0
1645192125,,,,,588.0,,
1645192145,,0.0,,,,,
1645192155,,,,,640.0,3.0,4.0
1645192185,,,,,580.0,,
1645192205,,0.0,,,,,
1645192215,,,,,584.0,2.0,4.0
1645192245,,,,,548.0,,
1645192265,2655.027,0.0,,,,,
1645192275,,,,,812.0,5.0,4.0
1645192305,,,,,656.0,,
1645192325,,0.0,,,,,
1645192335,,,,,504.0,2.0,3.0
1645192365,,,,,536.0,,
1645192385,,0.0,,,,,
1645192395,,,,,672.0,3.0,4.0
1645192425,,,,,800.0,,
1645192445,,0.0,,,,,
1645192455,,,,,500.0,2.0,3.0
1645192485,,,,,656.0,,
1645192505,,0.0,,,,,
1645192515,,,,,552.0,2.0,4.0
1645192546,,,,,528.0,,
1645192565,2655.027,0.0,,,,,
1645192575,,,,,456.0,2.0,3.0
1645192606,,,,,512.0,,
1645192625,,0.0,,,,,
1645192636,,,,,624.0,3.0,3.0
1645192666,,,,,472.0,,
1645192685,,0.0,,,,,
1645192696,,,,,488.0,2.0,3.0
1645192726,,,,,640.0,,
1645192746,,0.0,,,,,
1645192756,,,,,640.0,4.0,3.0
1645192785,,,,,484.0,,
1645192800,,,24776.4,2076.5,,,
1645192806,,0.0,,,,,
1645192816,,,,,632.0,3.0,4.0
1645192846,,,,,556.0,,
1645192866,2655.027,0.0,,,,,
1645192876,,,,,548.0,3.0,3.0
1645192906,,,,,548.0,,
1645192926,,0.0,,,,,
1645192936,,,,,552.0,2.0,3.0
1645192966,,,,,636.0,,
1645192986,,0.0,,,,,
1645192996,,,,,840.0,2.0,6.0
1645193026,,,,,592.0,,
1645193046,,0.0,,,,,
1645193056,,,,,688.0,3.0,4.0
1645193086,,,,,560.0,,
1645193106,,0.0,,,,,
1645193116,,,,,540.0,2.0,4.0
1645193146,,,,,672.0,,
1645193166,2655.027,0.0,,,,,
1645193176,,,,,604.0,2.0,4.0
1645193206,,,,,604.0,,
1645193226,,0.0,,,,,
1645193236,,,,,844.0,5.0,4.0
1645193266,,,,,572.0,,
1645193286,,0.0,,,,,
1645193296,,,,,628.0,3.0,4.0
1645193326,,,,,588.0,,
1645193346,,0.0,,,,,
1645193356,,,,,532.0,2.0,3.0
1645193386,,,,,640.0,,
1645193406,,0.0,,,,,
1645193416,,,,,628.0,2.0,4.0
1645193446,,,,,508.0,,
1645193466,2655.027,0.0,,,,,
1645193476,,,,,512.0,2.0,3.0
1645193506,,,,,568.0,,
1645193526,,0.0,,,,,
1645193536,,,,,588.0,3.0,3.0
1645193566,,,,,524.0,,
1645193586,,0.0,,,,,
1645193597,,,,,480.0,2.0,3.0
1645193626,,,,,564.0,,
1645193646,,0.0,,,,,
1645193656,,,,,564.0,2.0,4.0
