timestamp,generatedElectricity,instanceElectricity_x,normalUsage,reverseUsage,instanceElectricity_y,instanceCurrents,instanceCurrentsT
1644124080,,4684.0,,,,,
1644124096,,,,,-540.0,,
1644124126,,,,,-524.0,-7.0,4.0
1644124140,2420.029,1910.0,,,,,
1644124156,,,,,-236.0,,
1644124186,,,,,-1080.0,-6.0,-6.0
1644124200,,3739.0,,,,,
1644124216,,,,,-4328.0,,
1644124246,,,,,-3644.0,-18.0,-20.0
1644124260,,5123.0,,,,,
1644124276,,,,,-3944.0,,
1644124306,,,,,-3660.0,-20.0,-18.0
1644124320,,4530.0,,,,,
1644124337,,,,,-3420.0,,
1644124366,,,,,-3944.0,-21.0,-19.0
1644124380,,4839.0,,,,,
1644124396,,,,,-3256.0,,
1644124427,,,,,-2456.0,-11.0,-15.0
1644124440,2420.029,3837.0,,,,,
1644124456,,,,,-2004.0,,
1644124487,,,,,-1856.0,-11.0,-9.0
1644124501,,2736.0,,,,,
1644124517,,,,,-420.0,,
1644124547,,,,,-1184.0,-7.0,-6.0
1644124561,,1911.0,,,,,
1644124577,,,,,-2888.0,,
1644124607,,,,,-1104.0,-5.0,-8.0
1644124621,,3481.0,,,,,
1644124637,,,,,-1152.0,,
1644124667,,,,,-944.0,-6.0,-5.0
1644124681,,1790.0,,,,,
1644124697,,,,,-488.0,,
1644124727,,,,,-1024.0,-7.0,-5.0
1644124741,2420.029,1818.0,,,,,
1644124757,,,,,-2980.0,,
1644124787,,,,,-2148.0,-12.0,-11.0
1644124801,,3956.0,,,,,
1644124817,,,,,-4084.0,,
1644124847,,,,,-4088.0,-22.0,-20.0
1644124861,,4884.0,,,,,
1644124877,,,,,-3628.0,,
1644124907,,,,,-3940.0,-21.0,-19.0
1644124921,,4821.0,,,,,
1644124937,,,,,-4072.0,,
1644124967,,,,,-3524.0,-18.0,-20.0
1644124981,,4894.0,,,,,
1644124997,,,,,-3344.0,,
1644125027,,,,,-3268.0,-17.0,-16.0
1644125041,2420.029,3927.0,,,,,
1644125057,,,,,-984.0,,
1644125087,,,,,-772.0,-6.0,-4.0
1644125101,,1661.0,,,,,
1644125117,,,,,-1092.0,,
1644125147,,,,,-1884.0,-9.0,-11.0
1644125161,,2279.0,,,,,
1644125177,,,,,-2060.0,,
1644125207,,,,,-1552.0,-9.0,-7.0
1644125221,,2312.0,,,,,
1644125237,,,,,-1540.0,,
1644125268,,,,,-1172.0,-7.0,-6.0
1644125281,,3476.0,,,,,
1644125297,,,,,-776.0,,
1644125327,,,,,-200.0,3.0,-4.0
1644125341,2420.029,1567.0,,,,,
1644125358,,,,,-876.0,,
1644125388,,,,,-912.0,-6.0,-5.0
1644125400,,,24619.2,1895.0,,,
1644125401,,1764.0,,,,,
1644125418,,,,,-2212.0,,
1644125448,,,,,-2252.0,-12.0,-11.0
1644125461,,2957.0,,,,,
1644125478,,,,,-688.0,,
1644125508,,,,,-484.0,-2.0,-5.0
1644125522,,1572.0,,,,,
1644125537,,,,,-980.0,,
1644125568,,,,,-764.0,-5.0,-4.0
1644125582,,1559.0,,,,,
1644125598,,,,,-464.0,,
1644125628,,,,,-932.0,-5.0,-5.0
1644125642,2421.769,1528.0,,,,,
1644125658,,,,,-940.0,,
1644125688,,,,,-816.0,-4.0,-5.0
1644125702,,1613.0,,,,,
1644125718,,,,,-1040.0,,
1644125748,,,,,-1064.0,-6.0,-6.0
1644125762,,1708.0,,,,,
1644125778,,,,,-1004.0,,
1644125808,,,,,4.0,-5.0,6.0
1644125822,,1483.0,,,,,
1644125838,,,,,-136.0,,
1644125868,,,,,-28.0,-5.0,4.0
1644125882,,1389.0,,,,,
1644125898,,,,,300.0,,
1644125928,,,,,224.0,-4.0,7.0
1644125942,2421.769,1325.0,,,,,
1644125958,,,,,608.0,,
1644125988,,,,,344.0,-4.0,7.0
1644126002,,1231.0,,,,,
1644126018,,,,,436.0,,
1644126048,,,,,424.0,-3.0,7.0
1644126062,,1164.0,,,,,
1644126078,,,,,420.0,,
1644126108,,,,,336.0,-4.0,7.0
1644126122,,1186.0,,,,,
1644126138,,,,,-380.0,,
1644126168,,,,,-512.0,-5.0,-3.0
1644126182,,1414.0,,,,,
1644126198,,,,,-388.0,,
1644126228,,,,,-900.0,-5.0,-5.0
1644126242,2421.769,2092.0,,,,,
1644126258,,,,,-664.0,,
1644126288,,,,,-252.0,2.0,-4.0
1644126302,,1420.0,,,,,
1644126318,,,,,-828.0,,
1644126348,,,,,-848.0,-5.0,-5.0
1644126362,,3139.0,,,,,
1644126378,,,,,-720.0,,
1644126409,,,,,-672.0,-5.0,-4.0
1644126422,,1369.0,,,,,
1644126438,,,,,-212.0,,
1644126469,,,,,-652.0,-4.0,-4.0
1644126482,,1340.0,,,,,
1644126498,,,,,-600.0,,
1644126529,,,,,-160.0,2.0,-4.0
1644126542,2421.769,1314.0,,,,,
1644126558,,,,,-608.0,,
1644126589,,,,,-624.0,-4.0,-4.0
1644126603,,1304.0,,,,,
1644126618,,,,,-696.0,,
1644126649,,,,,-716.0,-5.0,-4.0
1644126663,,1925.0,,,,,
1644126678,,,,,-172.0,,
1644126709,,,,,-580.0,-3.0,-4.0
1644126723,,1221.0,,,,,
1644126739,,,,,-492.0,,
1644126769,,,,,-100.0,3.0,-4.0
1644126783,,1228.0,,,,,
1644126799,,,,,-676.0,,
1644126829,,,,,-644.0,-4.0,-4.0
1644126843,2421.769,1272.0,,,,,
1644126859,,,,,-436.0,,
1644126889,,,,,-444.0,-3.0,-4.0
1644126903,,1269.0,,,,,
1644126919,,,,,-636.0,,
1644126949,,,,,-576.0,-4.0,-4.0
1644126963,,1235.0,,,,,
1644126979,,,,,-628.0,,
1644127009,,,,,-80.0,1.0,-3.0
1644127023,,1196.0,,,,,
1644127039,,,,,-576.0,,
1644127069,,,,,-596.0,-4.0,-3.0
1644127083,,1220.0,,,,,
1644127099,,,,,-148.0,,
1644127129,,,,,-708.0,-4.0,-4.0
1644127143,2421.769,1271.0,,,,,
1644127159,,,,,-624.0,,
1644127189,,,,,-176.0,3.0,-3.0
1644127200,,,24619.2,1895.2,,,
1644127203,,1236.0,,,,,
1644127219,,,,,-484.0,,
1644127249,,,,,-432.0,-4.0,-3.0
1644127263,,1243.0,,,,,
1644127279,,,,,-412.0,,
1644127309,,,,,-464.0,-4.0,-3.0
1644127323,,1241.0,,,,,
1644127339,,,,,304.0,,
1644127369,,,,,-152.0,-2.0,-2.0
1644127383,,1175.0,,,,,
1644127399,,,,,-432.0,,
1644127429,,,,,40.0,3.0,-3.0
1644127443,2422.492,1188.0,,,,,
1644127459,,,,,-568.0,,
1644127489,,,,,-656.0,-5.0,-3.0
1644127503,,1427.0,,,,,
1644127520,,,,,-492.0,,
1644127549,,,,,-556.0,-4.0,-3.0
1644127564,,1336.0,,,,,
1644127580,,,,,-24.0,,
1644127610,,,,,-516.0,-4.0,-3.0
1644127624,,1293.0,,,,,
1644127640,,,,,-432.0,,
1644127670,,,,,-128.0,-2.0,-3.0
1644127684,,1244.0,,,,,
1644127700,,,,,-372.0,,
1644127730,,,,,128.0,3.0,-2.0
1644127744,2422.492,1116.0,,,,,
1644127760,,,,,-2384.0,,
1644127790,,,,,-336.0,-3.0,-2.0
1644127804,,1736.0,,,,,
1644127820,,,,,484.0,,
1644127850,,,,,-204.0,-3.0,3.0
1644127864,,1041.0,,,,,
1644127880,,,,,-268.0,,
1644127910,,,,,328.0,3.0,2.0
1644127924,,1033.0,,,,,
1644127940,,,,,-220.0,,
1644127970,,,,,-168.0,-3.0,2.0
1644127984,,959.0,,,,,
1644128000,,,,,-52.0,,
1644128030,,,,,-192.0,-2.0,2.0
1644128044,2422.492,917.0,,,,,
1644128060,,,,,40.0,,
1644128090,,,,,-1052.0,-7.0,-5.0
1644128104,,1216.0,,,,,
1644128120,,,,,-604.0,,
1644128150,,,,,204.0,1.0,-2.0
1644128164,,932.0,,,,,
1644128180,,,,,-212.0,,
1644128210,,,,,-224.0,-3.0,-1.0
1644128224,,942.0,,,,,
1644128240,,,,,328.0,,
1644128270,,,,,-348.0,-3.0,-2.0
1644128284,,1074.0,,,,,
1644128300,,,,,-128.0,,
1644128330,,,,,140.0,1.0,3.0
1644128344,2422.492,1135.0,,,,,
1644128361,,,,,-432.0,,
1644128391,,,,,-308.0,1.0,-4.0
1644128404,,1189.0,,,,,
1644128420,,,,,-568.0,,
1644128450,,,,,-672.0,-4.0,-4.0
1644128464,,1211.0,,,,,
1644128480,,,,,-112.0,,
1644128511,,,,,-556.0,-3.0,-3.0
1644128524,,1142.0,,,,,
1644128540,,,,,-548.0,,
1644128571,,,,,-300.0,-1.0,-2.0
1644128585,,1046.0,,,,,
1644128601,,,,,-440.0,,
1644128631,,,,,-176.0,1.0,-3.0
1644128645,2422.492,938.0,,,,,
1644128661,,,,,-188.0,,
1644128691,,,,,-248.0,-2.0,-3.0
1644128705,,897.0,,,,,
1644128721,,,,,240.0,,
1644128751,,,,,-168.0,-2.0,-3.0
1644128765,,899.0,,,,,
1644128781,,,,,0.0,,
1644128811,,,,,260.0,4.0,-3.0
1644128825,,911.0,,,,,
1644128841,,,,,-276.0,,
1644128871,,,,,-584.0,-4.0,-4.0
1644128885,,1161.0,,,,,
1644128901,,,,,-188.0,,
1644128931,,,,,-324.0,-3.0,-3.0
1644128945,2422.492,969.0,,,,,
1644128961,,,,,-332.0,,
1644128991,,,,,-1440.0,-8.0,-7.0
1644129000,,,24619.3,1895.4,,,
1644129005,,1559.0,,,,,
1644129021,,,,,-2444.0,,
1644129051,,,,,-1580.0,-7.0,-10.0
1644129065,,2769.0,,,,,
1644129081,,,,,-2376.0,,
1644129111,,,,,-2484.0,-13.0,-12.0
1644129125,,3124.0,,,,,
1644129141,,,,,-1920.0,,
1644129171,,,,,-568.0,-4.0,-3.0
1644129185,,976.0,,,,,
1644129201,,,,,-208.0,,
1644129231,,,,,192.0,4.0,-2.0
1644129245,2423.058,820.0,,,,,
1644129261,,,,,-1148.0,,
1644129291,,,,,-1796.0,-10.0,-9.0
1644129305,,1970.0,,,,,
1644129321,,,,,0.0,,
1644129351,,,,,0.0,-1.0,2.0
1644129365,,637.0,,,,,
1644129381,,,,,160.0,,
1644129411,,,,,264.0,-1.0,4.0
1644129425,,628.0,,,,,
1644129441,,,,,-68.0,,
1644129471,,,,,428.0,5.0,-1.0
1644129485,,680.0,,,,,
1644129501,,,,,-96.0,,
1644129531,,,,,-188.0,-2.0,-2.0
1644129545,2423.058,766.0,,,,,
1644129561,,,,,292.0,,
1644129592,,,,,-188.0,-2.0,-2.0
1644129605,,807.0,,,,,
1644129621,,,,,-204.0,,
1644129652,,,,,188.0,3.0,-2.0
1644129666,,874.0,,,,,
1644129681,,,,,-1768.0,,
1644129712,,,,,-204.0,-2.0,-2.0
1644129726,,1233.0,,,,,
1644129741,,,,,232.0,,
1644129772,,,,,-364.0,-3.0,-3.0
1644129786,,951.0,,,,,
1644129802,,,,,-468.0,,
1644129832,,,,,-1976.0,-13.0,-8.0
1644129846,2423.058,2910.0,,,,,
1644129862,,,,,-1704.0,,
1644129892,,,,,-1820.0,-12.0,-7.0
1644129906,,2920.0,,,,,
1644129922,,,,,-1640.0,,
1644129952,,,,,500.0,-2.0,6.0
1644129966,,2463.0,,,,,
1644129982,,,,,956.0,,
1644130012,,,,,148.0,-1.0,3.0
1644130026,,623.0,,,,,
1644130042,,,,,176.0,,
1644130072,,,,,688.0,5.0,3.0
1644130086,,580.0,,,,,
1644130102,,,,,116.0,,
1644130132,,,,,164.0,1.0,3.0
1644130146,2423.058,570.0,,,,,
1644130162,,,,,676.0,,
1644130192,,,,,328.0,2.0,4.0
1644130206,,587.0,,,,,
1644130222,,,,,264.0,,
1644130252,,,,,808.0,4.0,4.0
1644130266,,604.0,,,,,
1644130282,,,,,300.0,,
1644130312,,,,,244.0,-1.0,4.0
1644130326,,626.0,,,,,
1644130342,,,,,748.0,,
1644130372,,,,,220.0,-1.0,3.0
1644130386,,681.0,,,,,
1644130402,,,,,-96.0,,
1644130432,,,,,472.0,4.0,3.0
1644130446,2423.058,873.0,,,,,
1644130462,,,,,600.0,,
1644130493,,,,,432.0,-2.0,6.0
1644130506,,822.0,,,,,
1644130523,,,,,456.0,,
1644130553,,,,,476.0,-2.0,7.0
1644130566,,860.0,,,,,
1644130582,,,,,664.0,,
1644130613,,,,,1184.0,4.0,8.0
1644130626,,858.0,,,,,
1644130643,,,,,668.0,,
1644130673,,,,,772.0,-2.0,9.0
1644130687,,802.0,,,,,
1644130703,,,,,1232.0,,
1644130733,,,,,676.0,-2.0,8.0
1644130747,2423.058,753.0,,,,,
1644130762,,,,,120.0,,
1644130793,,,,,540.0,4.0,2.0
1644130800,,,24619.4,1895.6,,,
1644130807,,716.0,,,,,
1644130823,,,,,132.0,,
1644130853,,,,,192.0,-1.0,3.0
1644130867,,677.0,,,,,
1644130883,,,,,144.0,,
1644130913,,,,,200.0,-1.0,3.0
1644130927,,632.0,,,,,
1644130943,,,,,360.0,,
1644130973,,,,,236.0,-1.0,3.0
1644130987,,616.0,,,,,
1644131003,,,,,476.0,,
1644131033,,,,,664.0,4.0,3.0
1644131047,2423.627,622.0,,,,,
1644131063,,,,,300.0,,
1644131093,,,,,244.0,-1.0,3.0
1644131107,,637.0,,,,,
1644131123,,,,,656.0,,
1644131153,,,,,-288.0,-4.0,3.0
1644131167,,877.0,,,,,
1644131183,,,,,212.0,,
1644131213,,,,,472.0,3.0,4.0
1644131227,,651.0,,,,,
1644131243,,,,,244.0,,
1644131273,,,,,216.0,-1.0,3.0
1644131287,,619.0,,,,,
1644131303,,,,,108.0,,
1644131333,,,,,288.0,0.0,3.0
1644131347,2423.627,594.0,,,,,
1644131363,,,,,700.0,,
1644131393,,,,,80.0,-1.0,2.0
1644131407,,614.0,,,,,
1644131423,,,,,36.0,,
1644131454,,,,,436.0,4.0,2.0
1644131467,,682.0,,,,,
1644131483,,,,,-64.0,,
1644131514,,,,,-136.0,-2.0,-2.0
1644131527,,792.0,,,,,
1644131543,,,,,-264.0,,
1644131573,,,,,-1468.0,-8.0,-7.0
1644131587,,1010.0,,,,,
1644131604,,,,,44.0,,
1644131634,,,,,-228.0,-2.0,-2.0
1644131647,2423.627,898.0,,,,,
1644131664,,,,,-184.0,,
1644131694,,,,,296.0,4.0,-2.0
1644131708,,763.0,,,,,
1644131723,,,,,-76.0,,
1644131754,,,,,0.0,-1.0,2.0
1644131768,,696.0,,,,,
1644131784,,,,,444.0,,
1644131814,,,,,52.0,-1.0,2.0
1644131828,,647.0,,,,,
1644131844,,,,,-160.0,,
1644131874,,,,,-308.0,-2.0,-2.0
1644131888,,786.0,,,,,
1644131904,,,,,0.0,,
1644131934,,,,,44.0,3.0,-3.0
1644131948,2423.627,991.0,,,,,
1644131964,,,,,-152.0,,
1644131994,,,,,-296.0,-2.0,-2.0
1644132008,,857.0,,,,,
1644132024,,,,,264.0,,
1644132054,,,,,0.0,-1.0,2.0
1644132068,,666.0,,,,,
1644132084,,,,,0.0,,
1644132114,,,,,76.0,1.0,2.0
1644132128,,536.0,,,,,
1644132144,,,,,428.0,,
1644132174,,,,,148.0,2.0,2.0
1644132188,,488.0,,,,,
1644132204,,,,,136.0,,
1644132235,,,,,276.0,2.0,3.0
1644132248,2423.627,432.0,,,,,
1644132264,,,,,744.0,,
1644132294,,,,,244.0,1.0,3.0
1644132308,,403.0,,,,,
1644132324,,,,,344.0,,
1644132354,,,,,780.0,5.0,3.0
1644132368,,398.0,,,,,
1644132384,,,,,368.0,,
1644132414,,,,,268.0,1.0,3.0
1644132428,,435.0,,,,,
1644132444,,,,,396.0,,
1644132474,,,,,360.0,2.0,4.0
1644132488,,440.0,,,,,
1644132504,,,,,224.0,,
1644132534,,,,,504.0,3.0,3.0
1644132548,2423.627,450.0,,,,,
1644132565,,,,,324.0,,
1644132595,,,,,672.0,5.0,3.0
1644132600,,,24619.5,1895.6,,,
1644132608,,494.0,,,,,
1644132625,,,,,208.0,,
1644132655,,,,,232.0,1.0,3.0
1644132668,,515.0,,,,,
1644132685,,,,,584.0,,
1644132715,,,,,232.0,1.0,3.0
1644132729,,524.0,,,,,
1644132745,,,,,432.0,,
1644132775,,,,,636.0,5.0,3.0
1644132789,,508.0,,,,,
1644132805,,,,,232.0,,
1644132835,,,,,120.0,1.0,2.0
1644132849,2423.96,491.0,,,,,
1644132865,,,,,24.0,,
1644132895,,,,,252.0,2.0,3.0
1644132909,,471.0,,,,,
1644132924,,,,,144.0,,
1644132954,,,,,232.0,2.0,2.0
1644132968,,472.0,,,,,
1644132984,,,,,184.0,,
1644133014,,,,,872.0,7.0,2.0
1644133028,,470.0,,,,,
1644133044,,,,,204.0,,
1644133074,,,,,256.0,1.0,3.0
1644133088,,431.0,,,,,
1644133104,,,,,700.0,,
1644133134,,,,,336.0,2.0,3.0
1644133148,2423.96,368.0,,,,,
1644133164,,,,,264.0,,
1644133194,,,,,316.0,2.0,3.0
1644133208,,332.0,,,,,
1644133224,,,,,516.0,,
1644133254,,,,,724.0,5.0,4.0
1644133268,,307.0,,,,,
1644133284,,,,,536.0,,
1644133314,,,,,808.0,2.0,7.0
1644133328,,298.0,,,,,
1644133344,,,,,964.0,,
1644133374,,,,,556.0,2.0,4.0
1644133388,,286.0,,,,,
1644133404,,,,,552.0,,
1644133434,,,,,992.0,6.0,4.0
1644133448,2423.96,279.0,,,,,
1644133464,,,,,920.0,,
1644133495,,,,,548.0,2.0,5.0
1644133509,,291.0,,,,,
1644133525,,,,,1100.0,,
1644133555,,,,,640.0,2.0,6.0
1644133568,,266.0,,,,,
1644133585,,,,,576.0,,
1644133614,,,,,1108.0,6.0,5.0
1644133629,,261.0,,,,,
1644133644,,,,,592.0,,
1644133675,,,,,1160.0,2.0,11.0
1644133689,,259.0,,,,,
1644133705,,,,,964.0,,
1644133735,,,,,464.0,2.0,4.0
1644133749,2423.96,263.0,,,,,
1644133765,,,,,588.0,,
1644133795,,,,,568.0,2.0,5.0
1644133809,,279.0,,,,,
1644133825,,,,,500.0,,
1644133855,,,,,776.0,2.0,6.0
1644133869,,300.0,,,,,
1644133885,,,,,544.0,,
1644133915,,,,,732.0,4.0,4.0
1644133929,,310.0,,,,,
1644133945,,,,,548.0,,
1644133975,,,,,536.0,2.0,5.0
1644133989,,306.0,,,,,
1644134005,,,,,488.0,,
1644134035,,,,,908.0,6.0,4.0
1644134049,2423.96,294.0,,,,,
1644134065,,,,,492.0,,
1644134095,,,,,536.0,2.0,4.0
1644134109,,287.0,,,,,
1644134125,,,,,992.0,,
1644134155,,,,,452.0,2.0,4.0
1644134169,,284.0,,,,,
1644134185,,,,,1120.0,,
1644134215,,,,,1156.0,1.0,11.0
1644134229,,381.0,,,,,
1644134245,,,,,1184.0,,
1644134276,,,,,1664.0,6.0,10.0
1644134289,,341.0,,,,,
1644134305,,,,,1192.0,,
1644134335,,,,,1192.0,2.0,10.0
1644134349,2423.96,347.0,,,,,
1644134365,,,,,1660.0,,
1644134396,,,,,516.0,2.0,4.0
1644134400,,,24619.8,1895.6,,,
1644134409,,324.0,,,,,
1644134425,,,,,888.0,,
1644134455,,,,,168.0,1.0,2.0
1644134469,,369.0,,,,,
1644134485,,,,,0.0,,
1644134516,,,,,424.0,4.0,1.0
1644134529,,731.0,,,,,
1644134545,,,,,456.0,,
1644134576,,,,,680.0,2.0,5.0
1644134589,,246.0,,,,,
1644134606,,,,,372.0,,
1644134636,,,,,424.0,2.0,3.0
1644134650,2424.137,229.0,,,,,
1644134666,,,,,992.0,,
1644134696,,,,,480.0,2.0,4.0
1644134710,,220.0,,,,,
1644134726,,,,,460.0,,
1644134756,,,,,776.0,5.0,4.0
1644134770,,219.0,,,,,
1644134786,,,,,488.0,,
1644134816,,,,,820.0,5.0,4.0
1644134830,,228.0,,,,,
1644134846,,,,,472.0,,
1644134876,,,,,768.0,4.0,4.0
1644134890,,229.0,,,,,
1644134906,,,,,1004.0,,
1644134936,,,,,456.0,2.0,4.0
1644134950,2424.137,230.0,,,,,
1644134966,,,,,692.0,,
1644134996,,,,,744.0,2.0,6.0
1644135010,,235.0,,,,,
1644135026,,,,,476.0,,
1644135056,,,,,908.0,6.0,4.0
1644135070,,241.0,,,,,
1644135086,,,,,488.0,,
1644135116,,,,,472.0,2.0,4.0
1644135130,,240.0,,,,,
1644135146,,,,,480.0,,
1644135176,,,,,440.0,2.0,4.0
1644135190,,247.0,,,,,
1644135206,,,,,944.0,,
1644135236,,,,,416.0,2.0,3.0
1644135250,2424.137,257.0,,,,,
1644135266,,,,,368.0,,
1644135296,,,,,908.0,6.0,3.0
1644135310,,239.0,,,,,
1644135326,,,,,412.0,,
1644135356,,,,,364.0,2.0,3.0
1644135370,,254.0,,,,,
1644135386,,,,,392.0,,
1644135416,,,,,368.0,2.0,3.0
1644135431,,251.0,,,,,
1644135446,,,,,432.0,,
1644135477,,,,,692.0,2.0,5.0
1644135490,,234.0,,,,,
1644135506,,,,,408.0,,
1644135537,,,,,932.0,6.0,3.0
1644135551,2424.137,223.0,,,,,
1644135566,,,,,456.0,,
1644135597,,,,,412.0,2.0,3.0
1644135610,,204.0,,,,,
1644135627,,,,,972.0,,
1644135657,,,,,492.0,3.0,3.0
1644135671,,166.0,,,,,
1644135687,,,,,480.0,,
1644135717,,,,,596.0,3.0,4.0
1644135731,,134.0,,,,,
1644135747,,,,,500.0,,
1644135777,,,,,1100.0,8.0,5.0
1644135791,,25.0,,,,,
1644135807,,,,,920.0,,
1644135837,,,,,616.0,4.0,5.0
1644135851,2424.137,0.0,,,,,
1644135867,,,,,1248.0,,
1644135897,,,,,716.0,4.0,5.0
1644135911,,0.0,,,,,
1644135927,,,,,676.0,,
1644135957,,,,,1212.0,8.0,6.0
1644135971,,0.0,,,,,
1644135987,,,,,676.0,,
1644136017,,,,,688.0,4.0,6.0
1644136031,,0.0,,,,,
1644136047,,,,,764.0,,
1644136077,,,,,684.0,4.0,5.0
1644136091,,0.0,,,,,
1644136107,,,,,988.0,,
1644136137,,,,,768.0,4.0,6.0
1644136151,2424.137,0.0,,,,,
1644136167,,,,,688.0,,
1644136197,,,,,1216.0,8.0,6.0
1644136200,,,24620.1,1895.6,,,
1644136211,,0.0,,,,,
1644136227,,,,,888.0,,
1644136257,,,,,856.0,4.0,7.0
1644136271,,0.0,,,,,
1644136287,,,,,1468.0,,
1644136317,,,,,864.0,4.0,7.0
1644136331,,0.0,,,,,
1644136347,,,,,856.0,,
1644136377,,,,,960.0,4.0,7.0
1644136391,,0.0,,,,,
1644136408,,,,,812.0,,
1644136437,,,,,1180.0,7.0,6.0
1644136451,2424.234,0.0,,,,,
1644136467,,,,,912.0,,
1644136498,,,,,804.0,4.0,6.0
1644136511,,0.0,,,,,
1644136527,,,,,1156.0,,
1644136558,,,,,856.0,4.0,7.0
1644136571,,0.0,,,,,
1644136587,,,,,624.0,,
1644136618,,,,,1204.0,8.0,5.0
1644136631,,0.0,,,,,
1644136647,,,,,764.0,,
1644136678,,,,,764.0,4.0,6.0
1644136691,,0.0,,,,,
1644136707,,,,,852.0,,
1644136738,,,,,1404.0,4.0,11.0
1644136752,2424.234,0.0,,,,,
1644136768,,,,,1480.0,,
1644136798,,,,,1544.0,4.0,13.0
1644136812,,0.0,,,,,
1644136828,,,,,1520.0,,
1644136858,,,,,2136.0,9.0,13.0
1644136872,,0.0,,,,,
1644136888,,,,,952.0,,
1644136918,,,,,972.0,5.0,6.0
1644136932,,0.0,,,,,
1644136948,,,,,1524.0,,
1644136978,,,,,940.0,5.0,6.0
1644136992,,0.0,,,,,
1644137008,,,,,768.0,,
1644137038,,,,,884.0,4.0,6.0
1644137052,2424.234,0.0,,,,,
1644137068,,,,,848.0,,
1644137098,,,,,968.0,5.0,6.0
1644137112,,0.0,,,,,
1644137128,,,,,932.0,,
1644137158,,,,,908.0,5.0,6.0
1644137172,,0.0,,,,,
1644137188,,,,,1456.0,,
1644137218,,,,,864.0,4.0,6.0
1644137232,,0.0,,,,,
1644137248,,,,,892.0,,
1644137278,,,,,1464.0,9.0,7.0
1644137292,,0.0,,,,,
1644137308,,,,,1068.0,,
1644137338,,,,,880.0,4.0,6.0
1644137352,2424.234,0.0,,,,,
1644137368,,,,,1348.0,,
1644137398,,,,,816.0,4.0,6.0
1644137412,,0.0,,,,,
1644137428,,,,,744.0,,
1644137459,,,,,816.0,5.0,5.0
1644137472,,0.0,,,,,
1644137489,,,,,756.0,,
1644137519,,,,,848.0,6.0,5.0
1644137532,,0.0,,,,,
1644137548,,,,,736.0,,
1644137579,,,,,748.0,5.0,4.0
1644137592,,0.0,,,,,
1644137609,,,,,852.0,,
1644137639,,,,,696.0,5.0,3.0
1644137652,2424.234,0.0,,,,,
1644137668,,,,,748.0,,
1644137699,,,,,1420.0,11.0,3.0
1644137712,,0.0,,,,,
1644137728,,,,,696.0,,
1644137759,,,,,744.0,5.0,3.0
1644137773,,0.0,,,,,
1644137789,,,,,1216.0,,
1644137819,,,,,760.0,5.0,4.0
1644137833,,0.0,,,,,
1644137849,,,,,772.0,,
1644137879,,,,,1264.0,9.0,4.0
1644137893,,0.0,,,,,
1644137909,,,,,684.0,,
1644137939,,,,,652.0,3.0,4.0
1644137953,2424.234,0.0,,,,,
1644137969,,,,,576.0,,
1644137999,,,,,628.0,3.0,3.0
1644138000,,,24620.6,1895.6,,,
1644138013,,0.0,,,,,
1644138029,,,,,624.0,,
1644138059,,,,,596.0,3.0,3.0
1644138073,,0.0,,,,,
1644138089,,,,,644.0,,
1644138119,,,,,932.0,6.0,4.0
1644138133,,0.0,,,,,
1644138149,,,,,876.0,,
1644138179,,,,,592.0,3.0,3.0
1644138193,,0.0,,,,,
1644138209,,,,,1128.0,,
1644138239,,,,,656.0,3.0,3.0
1644138253,2424.234,0.0,,,,,
1644138269,,,,,908.0,,
1644138299,,,,,1164.0,7.0,5.0
1644138313,,0.0,,,,,
1644138329,,,,,692.0,,
1644138359,,,,,696.0,3.0,5.0
1644138373,,0.0,,,,,
1644138389,,,,,1160.0,,
1644138419,,,,,640.0,3.0,4.0
1644138433,,0.0,,,,,
1644138449,,,,,672.0,,
1644138479,,,,,696.0,3.0,4.0
1644138493,,0.0,,,,,
1644138509,,,,,624.0,,
1644138540,,,,,980.0,6.0,4.0
1644138553,2424.234,0.0,,,,,
1644138569,,,,,688.0,,
1644138599,,,,,624.0,3.0,4.0
1644138613,,0.0,,,,,
1644138629,,,,,1096.0,,
1644138659,,,,,640.0,3.0,4.0
1644138673,,0.0,,,,,
1644138689,,,,,652.0,,
1644138720,,,,,1092.0,7.0,4.0
1644138734,,0.0,,,,,
1644138750,,,,,608.0,,
1644138780,,,,,664.0,3.0,4.0
1644138794,,0.0,,,,,
1644138810,,,,,864.0,,
1644138840,,,,,568.0,3.0,3.0
1644138854,2424.234,0.0,,,,,
1644138869,,,,,616.0,,
1644138900,,,,,1020.0,7.0,3.0
1644138914,,0.0,,,,,
1644138930,,,,,568.0,,
1644138960,,,,,700.0,3.0,4.0
1644138974,,0.0,,,,,
1644138990,,,,,1080.0,,
1644139020,,,,,616.0,3.0,4.0
1644139034,,0.0,,,,,
1644139050,,,,,664.0,,
1644139080,,,,,1072.0,7.0,4.0
1644139094,,0.0,,,,,
1644139110,,,,,656.0,,
1644139140,,,,,656.0,3.0,4.0
1644139154,2424.234,0.0,,,,,
1644139170,,,,,604.0,,
1644139200,,,,,704.0,3.0,4.0
1644139214,,0.0,,,,,
1644139230,,,,,608.0,,
1644139260,,,,,604.0,3.0,4.0
1644139274,,0.0,,,,,
1644139290,,,,,704.0,,
1644139320,,,,,1256.0,7.0,5.0
1644139334,,0.0,,,,,
1644139350,,,,,792.0,,
1644139380,,,,,924.0,3.0,6.0
1644139394,,0.0,,,,,
