timestamp,temperatureSetting,operationMode,operationStatus,airFlow
1644366446,20.0,67.0,48.0,65.0
1644366746,20.0,67.0,48.0,65.0
1644367046,20.0,67.0,48.0,65.0
1644367346,20.0,67.0,49.0,65.0
1644367647,20.0,67.0,49.0,65.0
1644367947,20.0,67.0,49.0,65.0
1644369820,26.0,65.0,49.0,65.0
1644370119,26.0,65.0,49.0,65.0
1644370420,26.0,65.0,49.0,65.0
1644370533,26.0,65.0,49.0,65.0
1644370600,20.0,67.0,48.0,65.0
1644370716,20.0,67.0,48.0,65.0
1644370720,20.0,67.0,48.0,65.0
1644370755,20.0,67.0,48.0,65.0
1644370765,20.0,67.0,48.0,65.0
1644370830,20.0,67.0,48.0,65.0
1644370835,20.0,67.0,48.0,65.0
1644370840,20.0,67.0,48.0,65.0
1644370996,20.0,67.0,48.0,65.0
1644371020,20.0,67.0,48.0,65.0
1644371138,20.0,67.0,48.0,65.0
1644371223,20.0,67.0,48.0,65.0
1644371241,20.0,67.0,48.0,65.0
1644371320,20.0,67.0,48.0,65.0
1644371621,20.0,67.0,48.0,65.0
1644371640,20.0,67.0,48.0,65.0
1644371756,20.0,67.0,48.0,65.0
1644371764,20.0,67.0,48.0,65.0
1644371921,20.0,67.0,48.0,65.0
1644371993,20.0,67.0,48.0,65.0
1644372071,20.0,67.0,48.0,65.0
1644372103,20.0,67.0,48.0,65.0
1644372222,20.0,67.0,48.0,65.0
1644372522,20.0,67.0,48.0,65.0
1644372822,20.0,67.0,48.0,65.0
1644372932,20.0,67.0,48.0,65.0
1644373123,20.0,67.0,48.0,65.0
1644373423,20.0,67.0,48.0,65.0
1644373723,20.0,67.0,48.0,65.0
1644374023,20.0,67.0,48.0,65.0
1644374324,20.0,67.0,48.0,65.0
1644374397,20.0,67.0,48.0,65.0
1644374624,20.0,67.0,48.0,65.0
1644374648,20.0,67.0,48.0,65.0
1644374924,20.0,67.0,48.0,65.0
1644375225,20.0,67.0,48.0,65.0
1644375525,20.0,67.0,48.0,65.0
1644375825,20.0,67.0,48.0,65.0
1644376126,20.0,67.0,48.0,65.0
1644376426,20.0,67.0,48.0,65.0
1644376726,20.0,67.0,48.0,65.0
1644377027,20.0,67.0,48.0,65.0
1644377327,20.0,67.0,48.0,65.0
1644377627,20.0,67.0,48.0,65.0
1644377928,20.0,67.0,48.0,65.0
1644378228,20.0,67.0,48.0,65.0
1644378528,20.0,67.0,48.0,65.0
1644378829,20.0,67.0,48.0,65.0
1644379129,20.0,67.0,48.0,65.0
1644379429,20.0,67.0,48.0,65.0
1644379730,20.0,67.0,48.0,65.0
1644380030,20.0,67.0,48.0,65.0
1644380330,20.0,67.0,48.0,65.0
1644380631,20.0,67.0,48.0,65.0
1644380931,20.0,67.0,48.0,65.0
1644381017,20.0,67.0,48.0,65.0
1644381027,20.0,67.0,48.0,65.0
1644381232,20.0,67.0,48.0,65.0
1644381532,20.0,67.0,48.0,65.0
1644381832,20.0,67.0,48.0,65.0
1644382133,20.0,67.0,48.0,65.0
1644382433,20.0,67.0,48.0,65.0
1644382733,20.0,67.0,48.0,65.0
1644383034,20.0,67.0,48.0,65.0
1644383334,20.0,67.0,48.0,65.0
1644383634,20.0,67.0,49.0,65.0
1644383935,20.0,67.0,49.0,65.0
1644384234,20.0,67.0,49.0,65.0
1644384534,20.0,67.0,49.0,65.0
1644384835,20.0,67.0,49.0,65.0
1644385135,20.0,67.0,49.0,65.0
1644385436,20.0,67.0,49.0,65.0
1644385604,20.0,67.0,49.0,65.0
1644385736,20.0,67.0,49.0,65.0
1644386036,20.0,67.0,49.0,65.0
1644386337,20.0,67.0,49.0,65.0
1644386637,20.0,67.0,49.0,65.0
1644386937,20.0,67.0,49.0,65.0
1644387238,20.0,67.0,49.0,65.0
1644387538,20.0,67.0,49.0,65.0
1644387838,20.0,67.0,49.0,65.0
1644388139,20.0,67.0,49.0,65.0
1644388439,20.0,67.0,49.0,65.0
1644388739,20.0,67.0,49.0,65.0
1644389040,20.0,67.0,49.0,65.0
1644389340,20.0,67.0,49.0,65.0
1644389640,20.0,67.0,49.0,65.0
1644389941,20.0,67.0,49.0,65.0
1644390241,20.0,67.0,49.0,65.0
1644390542,20.0,67.0,49.0,65.0
1644390842,20.0,67.0,49.0,65.0
1644391202,20.0,67.0,49.0,65.0
1644391503,20.0,67.0,49.0,65.0
1644391803,20.0,67.0,49.0,65.0
1644392043,20.0,67.0,49.0,65.0
1644392344,20.0,67.0,49.0,65.0
1644392644,20.0,67.0,49.0,65.0
1644392944,20.0,67.0,49.0,65.0
1644393305,20.0,67.0,49.0,65.0
1644393545,20.0,67.0,49.0,65.0
1644393845,20.0,67.0,49.0,65.0
1644394146,20.0,67.0,49.0,65.0
1644394446,20.0,67.0,49.0,65.0
1644394746,20.0,67.0,49.0,65.0
1644395046,20.0,67.0,49.0,65.0
1644395346,20.0,67.0,49.0,65.0
1644395706,20.0,67.0,49.0,65.0
1644395947,20.0,67.0,49.0,65.0
1644396247,20.0,67.0,49.0,65.0
1644396547,20.0,67.0,49.0,65.0
1644396848,20.0,67.0,49.0,65.0
1644397148,20.0,67.0,49.0,65.0
1644397448,20.0,67.0,49.0,65.0
1644397749,20.0,67.0,49.0,65.0
1644398049,20.0,67.0,49.0,65.0
1644398350,20.0,67.0,49.0,65.0
1644398650,20.0,67.0,49.0,65.0
1644398950,20.0,67.0,49.0,65.0
1644399251,20.0,67.0,49.0,65.0
1644399551,20.0,67.0,49.0,65.0
1644399851,20.0,67.0,49.0,65.0
1644400152,20.0,67.0,49.0,65.0
1644400452,20.0,67.0,49.0,65.0
1644400752,20.0,67.0,49.0,65.0
1644401053,20.0,67.0,49.0,65.0
1644401413,20.0,67.0,49.0,65.0
1644401653,20.0,67.0,49.0,65.0
1644401954,20.0,67.0,49.0,65.0
1644402254,20.0,67.0,49.0,65.0
1644402554,20.0,67.0,49.0,65.0
1644402855,20.0,67.0,49.0,65.0
1644403155,20.0,67.0,49.0,65.0
1644403455,20.0,67.0,49.0,65.0
1644403756,20.0,67.0,49.0,65.0
1644404056,20.0,67.0,49.0,65.0
1644404357,20.0,67.0,49.0,65.0
1644404657,20.0,67.0,49.0,65.0
1644404717,20.0,67.0,49.0,65.0
1644404730,20.0,67.0,49.0,65.0
1644404806,20.0,67.0,49.0,65.0
1644404957,20.0,67.0,49.0,65.0
1644405083,20.0,67.0,49.0,65.0
1644405112,20.0,67.0,49.0,65.0
1644405258,20.0,67.0,49.0,65.0
1644405351,20.0,67.0,49.0,65.0
1644405360,20.0,67.0,49.0,65.0
1644405558,20.0,67.0,49.0,65.0
1644405857,20.0,67.0,49.0,65.0
1644406158,20.0,67.0,49.0,65.0
1644406458,20.0,67.0,49.0,65.0
1644406758,20.0,67.0,49.0,65.0
1644407059,20.0,67.0,49.0,65.0
1644407359,20.0,67.0,49.0,65.0
1644407521,20.0,67.0,49.0,65.0
1644407529,20.0,67.0,49.0,65.0
1644407659,20.0,67.0,49.0,65.0
1644407960,20.0,67.0,49.0,65.0
1644408260,20.0,67.0,49.0,65.0
1644408561,20.0,67.0,49.0,65.0
1644408861,20.0,67.0,49.0,65.0
1644409161,20.0,67.0,49.0,65.0
1644409461,20.0,67.0,49.0,65.0
1644409762,20.0,67.0,49.0,65.0
1644410062,20.0,67.0,49.0,65.0
1644410362,20.0,67.0,49.0,65.0
1644410663,20.0,67.0,49.0,65.0
1644410963,20.0,67.0,49.0,65.0
1644411263,20.0,67.0,49.0,65.0
1644411565,20.0,67.0,49.0,65.0
1644411864,20.0,67.0,49.0,65.0
1644412164,20.0,67.0,49.0,65.0
1644412465,20.0,67.0,49.0,65.0
1644412765,20.0,67.0,49.0,65.0
1644413066,20.0,67.0,49.0,65.0
1644413366,20.0,67.0,49.0,65.0
1644413666,20.0,67.0,49.0,65.0
1644413967,20.0,67.0,49.0,65.0
1644414267,20.0,67.0,49.0,65.0
1644414567,22.0,67.0,48.0,65.0
1644414868,21.0,67.0,48.0,65.0
1644415168,21.0,67.0,48.0,65.0
1644415469,21.0,67.0,49.0,65.0
1644415769,21.0,67.0,49.0,65.0
1644416069,21.0,67.0,49.0,65.0
1644416370,21.0,67.0,49.0,65.0
1644416669,20.0,67.0,48.0,65.0
1644416969,20.0,67.0,48.0,65.0
1644417173,20.0,67.0,48.0,65.0
1644417270,20.0,67.0,48.0,65.0
1644417570,20.0,67.0,48.0,65.0
1644417870,20.0,67.0,48.0,65.0
1644418171,20.0,67.0,48.0,65.0
1644418531,20.0,67.0,48.0,65.0
1644418771,20.0,67.0,48.0,65.0
1644419072,20.0,67.0,48.0,65.0
1644419372,20.0,67.0,48.0,65.0
1644419672,20.0,67.0,48.0,65.0
1644419972,20.0,67.0,48.0,65.0
1644420272,20.0,67.0,48.0,65.0
1644420475,20.0,67.0,48.0,65.0
1644420555,20.0,67.0,49.0,65.0
1644420573,20.0,67.0,49.0,65.0
1644420635,20.0,67.0,49.0,65.0
1644420873,20.0,67.0,49.0,65.0
1644421173,20.0,67.0,49.0,65.0
1644421474,20.0,67.0,49.0,65.0
1644421774,20.0,67.0,49.0,65.0
1644422074,20.0,67.0,49.0,65.0
1644422375,20.0,67.0,49.0,65.0
1644422675,20.0,67.0,49.0,65.0
1644422975,20.0,67.0,49.0,65.0
1644423275,20.0,67.0,49.0,65.0
1644423576,20.0,67.0,49.0,65.0
1644423876,20.0,67.0,49.0,65.0
1644424176,20.0,67.0,49.0,65.0
1644424476,20.0,67.0,49.0,65.0
1644424777,20.0,67.0,49.0,65.0
1644425077,20.0,67.0,49.0,65.0
1644425377,20.0,67.0,49.0,65.0
1644425678,20.0,67.0,49.0,65.0
1644425978,20.0,67.0,49.0,65.0
1644426278,20.0,67.0,49.0,65.0
1644426579,20.0,67.0,49.0,65.0
1644426879,20.0,67.0,49.0,65.0
1644427179,20.0,67.0,49.0,65.0
1644427479,20.0,67.0,49.0,65.0
1644427779,20.0,67.0,49.0,65.0
1644428080,20.0,67.0,49.0,65.0
1644428380,20.0,67.0,49.0,65.0
1644428680,20.0,67.0,49.0,65.0
1644428980,20.0,67.0,49.0,65.0
1644429281,20.0,67.0,49.0,65.0
1644429581,20.0,67.0,49.0,65.0
1644429882,20.0,67.0,49.0,65.0
1644430182,20.0,67.0,49.0,65.0
1644430482,20.0,67.0,49.0,65.0
1644430782,20.0,67.0,49.0,65.0
1644431083,20.0,67.0,49.0,65.0
1644431383,20.0,67.0,49.0,65.0
1644431683,20.0,67.0,49.0,65.0
1644431984,20.0,67.0,49.0,65.0
1644432284,20.0,67.0,49.0,65.0
1644432584,20.0,67.0,49.0,65.0
1644432885,20.0,67.0,49.0,65.0
1644433185,20.0,67.0,49.0,65.0
1644433545,20.0,67.0,49.0,65.0
1644433785,20.0,67.0,49.0,65.0
1644434086,20.0,67.0,49.0,65.0
1644434386,20.0,67.0,49.0,65.0
1644434686,20.0,67.0,49.0,65.0
1644434987,20.0,67.0,49.0,65.0
1644435287,20.0,67.0,49.0,65.0
1644435587,20.0,67.0,49.0,65.0
1644435888,20.0,67.0,49.0,65.0
1644436188,20.0,67.0,49.0,65.0
1644436488,20.0,67.0,49.0,65.0
1644436789,20.0,67.0,49.0,65.0
1644437089,20.0,67.0,49.0,65.0
1644437389,20.0,67.0,49.0,65.0
1644437689,20.0,67.0,49.0,65.0
1644437990,20.0,67.0,49.0,65.0
1644438289,20.0,67.0,49.0,65.0
1644438589,20.0,67.0,49.0,65.0
1644438890,20.0,67.0,49.0,65.0
1644439190,20.0,67.0,49.0,65.0
1644439490,20.0,67.0,49.0,65.0
1644439791,20.0,67.0,49.0,65.0
1644440091,20.0,67.0,49.0,65.0
1644440234,20.0,67.0,49.0,65.0
1644440236,20.0,67.0,49.0,65.0
1644440451,20.0,67.0,49.0,65.0
1644440692,20.0,67.0,49.0,65.0
1644440992,20.0,67.0,49.0,65.0
1644441292,20.0,67.0,49.0,65.0
1644441592,20.0,67.0,49.0,65.0
1644441893,20.0,67.0,49.0,65.0
1644442193,20.0,67.0,49.0,65.0
1644442493,20.0,67.0,49.0,65.0
1644442599,20.0,67.0,49.0,65.0
1644442643,20.0,67.0,49.0,65.0
1644442731,20.0,67.0,49.0,65.0
1644442744,20.0,67.0,49.0,65.0
1644442794,20.0,67.0,49.0,65.0
1644442870,20.0,67.0,49.0,65.0
1644442925,20.0,67.0,49.0,65.0
1644442955,20.0,67.0,49.0,65.0
1644443094,20.0,67.0,49.0,65.0
1644443153,20.0,67.0,49.0,65.0
1644443171,20.0,67.0,49.0,65.0
1644443182,20.0,67.0,48.0,65.0
1644443305,20.0,67.0,48.0,65.0
1644443394,20.0,67.0,48.0,65.0
1644443569,20.0,67.0,48.0,65.0
1644443695,20.0,67.0,48.0,65.0
1644443995,20.0,67.0,48.0,65.0
1644444021,20.0,67.0,48.0,65.0
1644444292,20.0,67.0,49.0,65.0
1644444295,20.0,67.0,49.0,65.0
1644444299,20.0,67.0,49.0,65.0
1644444655,20.0,67.0,48.0,65.0
1644444896,20.0,67.0,48.0,65.0
1644445196,20.0,67.0,48.0,65.0
1644445496,20.0,67.0,48.0,65.0
1644445857,20.0,67.0,48.0,65.0
1644446097,20.0,67.0,48.0,65.0
1644446397,20.0,67.0,48.0,65.0
1644446485,20.0,67.0,48.0,65.0
1644446502,20.0,67.0,48.0,65.0
1644446558,20.0,67.0,48.0,65.0
1644446628,20.0,67.0,48.0,65.0
1644446698,20.0,67.0,48.0,65.0
1644446844,20.0,67.0,48.0,65.0
1644446929,20.0,67.0,48.0,65.0
1644446998,20.0,67.0,48.0,65.0
1644447298,20.0,67.0,48.0,65.0
1644447599,20.0,67.0,48.0,65.0
1644447944,20.0,67.0,48.0,65.0
1644448199,20.0,67.0,48.0,65.0
1644448499,20.0,67.0,48.0,65.0
1644448800,20.0,67.0,48.0,65.0
1644449099,20.0,67.0,48.0,65.0
1644449399,20.0,67.0,48.0,65.0
1644449700,20.0,67.0,48.0,65.0
1644450000,20.0,67.0,48.0,65.0
1644450225,20.0,67.0,48.0,65.0
1644450300,20.0,67.0,48.0,65.0
1644450601,20.0,67.0,48.0,65.0
1644450901,20.0,67.0,48.0,65.0
1644451201,20.0,67.0,48.0,65.0
1644451502,20.0,67.0,48.0,65.0
1644451802,20.0,67.0,48.0,65.0
1644452102,20.0,67.0,48.0,65.0
1644452402,20.0,67.0,48.0,65.0
1644452518,20.0,67.0,48.0,65.0
1644452763,20.0,67.0,48.0,65.0
1644453003,20.0,67.0,48.0,65.0
1644453303,20.0,67.0,48.0,65.0
1644453604,20.0,67.0,48.0,65.0
1644453684,20.0,67.0,48.0,65.0
1644453904,20.0,67.0,48.0,65.0
1644454204,20.0,67.0,48.0,65.0
1644454505,20.0,67.0,48.0,65.0
1644454805,20.0,67.0,48.0,65.0
1644455105,20.0,67.0,48.0,65.0
1644455406,20.0,67.0,48.0,65.0
1644455584,20.0,67.0,48.0,65.0
1644455588,20.0,67.0,48.0,65.0
1644455706,20.0,67.0,48.0,65.0
1644456006,20.0,67.0,48.0,65.0
1644456306,20.0,67.0,48.0,65.0
1644456607,20.0,67.0,48.0,65.0
1644456907,20.0,67.0,48.0,65.0
1644457207,20.0,67.0,48.0,65.0
1644457508,20.0,67.0,48.0,65.0
1644457808,20.0,67.0,48.0,65.0
1644458108,20.0,67.0,48.0,65.0
1644458469,20.0,67.0,48.0,65.0
1644458518,20.0,67.0,48.0,65.0
1644458528,20.0,67.0,48.0,65.0
1644458709,20.0,67.0,48.0,65.0
1644459009,20.0,67.0,48.0,65.0
1644459309,20.0,67.0,48.0,65.0
1644459610,20.0,67.0,48.0,65.0
1644459909,20.0,67.0,48.0,65.0
1644460210,20.0,67.0,48.0,65.0
1644460510,20.0,67.0,48.0,65.0
1644460810,20.0,67.0,48.0,65.0
1644461110,20.0,67.0,48.0,65.0
1644461411,20.0,67.0,48.0,65.0
1644461615,20.0,67.0,48.0,65.0
1644461711,20.0,67.0,48.0,65.0
1644461979,20.0,67.0,48.0,65.0
1644462011,20.0,67.0,48.0,65.0
1644462372,20.0,67.0,48.0,65.0
1644462612,20.0,67.0,48.0,65.0
1644462682,20.0,67.0,48.0,65.0
1644462689,20.0,67.0,48.0,65.0
1644462912,20.0,67.0,48.0,65.0
1644463100,20.0,67.0,48.0,65.0
1644463213,20.0,67.0,48.0,65.0
1644463513,20.0,67.0,48.0,65.0
1644463813,20.0,67.0,48.0,65.0
1644464113,20.0,67.0,48.0,65.0
1644464414,20.0,67.0,48.0,65.0
1644464714,20.0,67.0,48.0,65.0
1644465014,20.0,67.0,48.0,65.0
1644465315,20.0,67.0,48.0,65.0
1644465615,20.0,67.0,48.0,65.0
1644465915,20.0,67.0,48.0,65.0
1644466216,20.0,67.0,48.0,65.0
1644466516,20.0,67.0,48.0,65.0
1644466816,20.0,67.0,48.0,65.0
1644467116,20.0,67.0,48.0,65.0
1644467417,20.0,67.0,48.0,65.0
1644467717,20.0,67.0,48.0,65.0
1644468017,20.0,67.0,48.0,65.0
1644468317,20.0,67.0,48.0,65.0
1644468618,20.0,67.0,48.0,65.0
1644468881,20.0,67.0,48.0,65.0
1644468918,20.0,67.0,48.0,65.0
1644469218,20.0,67.0,48.0,65.0
1644469519,20.0,67.0,48.0,65.0
1644469819,20.0,67.0,48.0,65.0
1644470119,20.0,67.0,48.0,65.0
1644470420,20.0,67.0,48.0,65.0
1644470719,20.0,67.0,48.0,65.0
1644471020,20.0,67.0,48.0,65.0
1644471320,20.0,67.0,48.0,65.0
1644471680,20.0,67.0,48.0,65.0
1644471920,20.0,67.0,48.0,65.0
1644472221,20.0,67.0,48.0,65.0
1644472521,20.0,67.0,48.0,65.0
1644472821,20.0,67.0,48.0,65.0
1644473122,20.0,67.0,48.0,65.0
1644473422,20.0,67.0,48.0,65.0
1644473722,20.0,67.0,48.0,65.0
1644474023,20.0,67.0,48.0,65.0
1644474323,20.0,67.0,48.0,65.0
1644474366,20.0,67.0,48.0,65.0
1644474623,20.0,67.0,48.0,65.0
1644474705,20.0,67.0,48.0,65.0
1644474924,20.0,67.0,48.0,65.0
1644475224,20.0,67.0,48.0,65.0
1644475524,20.0,67.0,48.0,65.0
1644475825,20.0,67.0,48.0,65.0
1644476125,20.0,67.0,48.0,65.0
1644476425,20.0,67.0,48.0,65.0
1644476725,20.0,67.0,48.0,65.0
1644477026,20.0,67.0,48.0,65.0
1644477326,20.0,67.0,48.0,65.0
1644477626,20.0,67.0,48.0,65.0
1644477927,20.0,67.0,48.0,65.0
1644478227,20.0,67.0,48.0,65.0
1644478346,20.0,67.0,48.0,65.0
1644478527,20.0,67.0,48.0,65.0
1644478827,20.0,67.0,48.0,65.0
1644479128,20.0,67.0,48.0,65.0
1644479428,20.0,67.0,48.0,65.0
1644479728,20.0,67.0,48.0,65.0
1644480029,20.0,67.0,48.0,65.0
1644480389,20.0,67.0,48.0,65.0
1644480629,20.0,67.0,48.0,65.0
1644480930,20.0,67.0,48.0,65.0
1644481164,20.0,67.0,48.0,65.0
1644481230,20.0,67.0,48.0,65.0
1644481529,20.0,67.0,48.0,65.0
1644481830,20.0,67.0,48.0,65.0
1644482130,20.0,67.0,48.0,65.0
1644482430,20.0,67.0,48.0,65.0
1644482731,20.0,67.0,48.0,65.0
1644483031,20.0,67.0,48.0,65.0
1644483331,20.0,67.0,48.0,65.0
1644483631,20.0,67.0,48.0,65.0
1644483932,20.0,67.0,48.0,65.0
1644484232,20.0,67.0,48.0,65.0
1644484532,20.0,67.0,48.0,65.0
1644484833,20.0,67.0,48.0,65.0
1644485133,20.0,67.0,49.0,65.0
1644485433,20.0,67.0,49.0,65.0
1644485503,20.0,67.0,49.0,65.0
1644485734,20.0,67.0,49.0,65.0
1644486034,20.0,67.0,49.0,65.0
1644486394,20.0,67.0,49.0,65.0
1644486635,20.0,67.0,49.0,65.0
1644486935,20.0,67.0,49.0,65.0
1644486948,20.0,67.0,49.0,65.0
1644486955,20.0,67.0,49.0,65.0
1644487235,20.0,67.0,49.0,65.0
1644487535,20.0,67.0,49.0,65.0
1644487836,20.0,67.0,49.0,65.0
1644488136,20.0,67.0,49.0,65.0
1644488436,20.0,67.0,49.0,65.0
1644488735,20.0,67.0,49.0,65.0
1644488752,20.0,67.0,49.0,65.0
1644489036,20.0,67.0,49.0,65.0
1644489168,20.0,67.0,49.0,65.0
1644489191,20.0,67.0,49.0,65.0
1644489396,20.0,67.0,49.0,65.0
1644489636,20.0,67.0,49.0,65.0
1644489937,20.0,67.0,49.0,65.0
1644490237,20.0,67.0,49.0,65.0
1644490537,20.0,67.0,49.0,65.0
1644490838,20.0,67.0,49.0,65.0
1644491138,20.0,67.0,49.0,65.0
1644491438,20.0,67.0,49.0,65.0
1644491738,20.0,67.0,49.0,65.0
1644492039,20.0,67.0,49.0,65.0
1644492339,20.0,67.0,49.0,65.0
1644492700,20.0,67.0,49.0,65.0
1644492888,20.0,67.0,49.0,65.0
1644492894,20.0,67.0,49.0,65.0
1644492940,20.0,67.0,49.0,65.0
1644493139,20.0,67.0,49.0,65.0
1644493240,20.0,67.0,49.0,65.0
1644493541,20.0,67.0,49.0,65.0
1644493841,20.0,67.0,49.0,65.0
1644493878,20.0,67.0,49.0,65.0
1644494141,20.0,67.0,49.0,65.0
1644494442,20.0,67.0,49.0,65.0
1644494742,20.0,67.0,49.0,65.0
1644495042,20.0,67.0,49.0,65.0
1644495343,20.0,67.0,49.0,65.0
1644495643,20.0,67.0,49.0,65.0
1644495943,20.0,67.0,49.0,65.0
1644496243,20.0,67.0,49.0,65.0
1644496543,20.0,67.0,49.0,65.0
1644496844,20.0,67.0,49.0,65.0
1644497144,20.0,67.0,49.0,65.0
1644497444,20.0,67.0,49.0,65.0
1644497745,20.0,67.0,49.0,65.0
1644498045,20.0,67.0,49.0,65.0
1644498345,20.0,67.0,49.0,65.0
1644498645,20.0,67.0,49.0,65.0
1644498946,20.0,67.0,49.0,65.0
1644499246,20.0,67.0,49.0,65.0
1644499546,20.0,67.0,49.0,65.0
1644499846,20.0,67.0,49.0,65.0
1644500147,20.0,67.0,49.0,65.0
1644500447,20.0,67.0,49.0,65.0
1644500747,20.0,67.0,48.0,65.0
1644500791,20.0,67.0,48.0,65.0
1644501047,20.0,67.0,48.0,65.0
1644501348,20.0,67.0,48.0,65.0
1644501648,20.0,67.0,48.0,65.0
1644501948,20.0,67.0,48.0,65.0
1644502249,20.0,67.0,48.0,65.0
1644502550,20.0,67.0,48.0,65.0
1644502792,20.0,67.0,48.0,65.0
1644502849,20.0,67.0,48.0,65.0
1644503149,20.0,67.0,48.0,65.0
1644503450,20.0,67.0,48.0,65.0
1644503750,20.0,67.0,48.0,65.0
1644504050,20.0,67.0,48.0,65.0
1644504351,20.0,67.0,48.0,65.0
1644504651,20.0,67.0,48.0,65.0
1644504951,20.0,67.0,48.0,65.0
1644505252,20.0,67.0,48.0,65.0
1644505552,20.0,67.0,49.0,65.0
1644505852,20.0,67.0,49.0,65.0
1644506152,20.0,67.0,49.0,65.0
1644506453,20.0,67.0,49.0,65.0
1644506753,20.0,67.0,49.0,65.0
1644507053,20.0,67.0,49.0,65.0
1644507354,20.0,67.0,49.0,65.0
1644507654,20.0,67.0,49.0,65.0
1644507954,20.0,67.0,49.0,65.0
1644508255,20.0,67.0,49.0,65.0
1644508555,20.0,67.0,49.0,65.0
1644508855,20.0,67.0,49.0,65.0
1644509156,20.0,67.0,49.0,65.0
1644509456,20.0,67.0,49.0,65.0
1644509756,20.0,67.0,49.0,65.0
1644510057,20.0,67.0,49.0,65.0
1644510356,20.0,67.0,49.0,65.0
1644510656,20.0,67.0,49.0,65.0
1644510956,20.0,67.0,49.0,65.0
1644511257,20.0,67.0,49.0,65.0
1644511557,20.0,67.0,49.0,65.0
1644511857,20.0,67.0,49.0,65.0
1644512158,20.0,67.0,49.0,65.0
1644512458,20.0,67.0,49.0,65.0
1644512758,20.0,67.0,49.0,65.0
1644513059,20.0,67.0,49.0,65.0
1644513359,20.0,67.0,49.0,65.0
1644513659,20.0,67.0,49.0,65.0
1644513960,20.0,67.0,49.0,65.0
1644514260,20.0,67.0,49.0,65.0
1644514560,20.0,67.0,49.0,65.0
1644514860,20.0,67.0,49.0,65.0
1644515161,20.0,67.0,49.0,65.0
1644515461,20.0,67.0,49.0,65.0
1644515761,20.0,67.0,49.0,65.0
1644516062,20.0,67.0,49.0,65.0
1644516362,20.0,67.0,49.0,65.0
1644516662,20.0,67.0,49.0,65.0
1644516963,20.0,67.0,49.0,65.0
1644517263,20.0,67.0,49.0,65.0
1644517563,20.0,67.0,49.0,65.0
1644517864,20.0,67.0,49.0,65.0
1644518164,20.0,67.0,49.0,65.0
1644518464,20.0,67.0,49.0,65.0
1644518764,20.0,67.0,49.0,65.0
1644519065,20.0,67.0,49.0,65.0
1644519365,20.0,67.0,49.0,65.0
1644519665,20.0,67.0,49.0,65.0
1644519966,20.0,67.0,49.0,65.0
1644520266,20.0,67.0,49.0,65.0
1644520566,20.0,67.0,49.0,65.0
1644520867,20.0,67.0,49.0,65.0
1644521166,20.0,67.0,49.0,65.0
1644521466,20.0,67.0,49.0,65.0
1644521767,20.0,67.0,49.0,65.0
1644522067,20.0,67.0,49.0,65.0
1644522367,20.0,67.0,49.0,65.0
1644522667,20.0,67.0,49.0,65.0
1644522968,20.0,67.0,49.0,65.0
1644523268,20.0,67.0,49.0,65.0
1644523568,20.0,67.0,49.0,65.0
1644523869,20.0,67.0,49.0,65.0
1644524169,20.0,67.0,49.0,65.0
1644524469,20.0,67.0,49.0,65.0
1644524770,20.0,67.0,49.0,65.0
1644525070,20.0,67.0,49.0,65.0
1644525430,20.0,67.0,49.0,65.0
1644525731,20.0,67.0,49.0,65.0
1644525971,20.0,67.0,49.0,65.0
1644526271,20.0,67.0,49.0,65.0
1644526571,20.0,67.0,49.0,65.0
1644526932,20.0,67.0,49.0,65.0
1644527172,20.0,67.0,49.0,65.0
1644527472,20.0,67.0,49.0,65.0
1644527773,20.0,67.0,49.0,65.0
1644528073,20.0,67.0,49.0,65.0
1644528130,20.0,67.0,49.0,65.0
1644528139,20.0,67.0,49.0,65.0
1644528373,20.0,67.0,49.0,65.0
1644528674,20.0,67.0,49.0,65.0
1644528737,20.0,67.0,49.0,65.0
1644528957,20.0,67.0,49.0,65.0
1644528974,20.0,67.0,49.0,65.0
1644529274,20.0,67.0,49.0,65.0
1644529574,20.0,67.0,49.0,65.0
1644529733,20.0,67.0,49.0,65.0
1644529738,20.0,67.0,49.0,65.0
1644529739,20.0,67.0,49.0,65.0
1644529772,20.0,67.0,49.0,65.0
1644529774,20.0,67.0,49.0,65.0
1644529875,20.0,67.0,49.0,65.0
1644530175,20.0,67.0,49.0,65.0
1644530366,20.0,67.0,49.0,65.0
1644530449,20.0,67.0,49.0,65.0
1644530475,20.0,67.0,49.0,65.0
1644530776,20.0,67.0,49.0,65.0
1644531013,20.0,67.0,49.0,65.0
1644531014,20.0,67.0,49.0,65.0
1644531076,20.0,67.0,49.0,65.0
1644531207,20.0,67.0,49.0,65.0
1644531210,20.0,67.0,49.0,65.0
1644531376,20.0,67.0,49.0,65.0
1644531677,20.0,67.0,49.0,65.0
1644531976,20.0,67.0,49.0,65.0
1644532276,20.0,67.0,49.0,65.0
1644532577,20.0,67.0,49.0,65.0
1644532877,20.0,67.0,49.0,65.0
1644533177,20.0,67.0,49.0,65.0
1644533307,20.0,67.0,49.0,65.0
1644533329,20.0,67.0,49.0,65.0
1644533338,20.0,67.0,49.0,65.0
1644533378,20.0,67.0,49.0,65.0
1644533419,20.0,67.0,49.0,65.0
1644533478,20.0,67.0,49.0,65.0
1644533778,20.0,67.0,49.0,65.0
1644534078,20.0,67.0,49.0,65.0
1644534378,20.0,67.0,49.0,65.0
1644534679,20.0,67.0,49.0,65.0
