time,instanceElectricity,instanceCurrents,instanceCurrentsT,normalUsage,reverseUsage,instanceElectricityIN,generatedElectricity,acChargingEnergy,acDischargeableElectricEnergy,acDischargingEnergy,sin(1day),sin(7days)
4500,2958.44849942886,15.3548769043323,16.3127172789963,37994.2566319947,17041.6,-1.87135583162475e-111,22890.865,5920.915,3494.85553985312,4602.715,0.321439465303162,0.0467328634842023
4800,3014.32702668457,14.8790681867403,16.326838182323,37994.5152172455,17041.6,1.65739897544193e-111,22890.865,5920.915,3495.03878155365,4602.715,0.342020143325669,0.0498458856606972
5100,3066.53227486654,16.6596114294266,16.462545339554,37994.7931148931,17041.6,-7.82765925234005e-112,22890.865,5920.915,3494.98996615386,4602.715,0.362438038283702,0.0529584236562996
5400,3778.93023056884,19.0676804232951,19.7105275064833,37995.1,17041.6,-7.27337235564599e-112,22890.865,5920.915,3495.00268858696,4602.715,0.38268343236509,0.0560704472371918
5700,4850.78865362051,24.5209504501138,24.867787020611,37995.4414186898,17041.6,2.61815212959075e-111,22890.865,5920.915,3494.99927949832,4602.715,0.402746689858737,0.0591819261745528
6000,4668.91285621275,25.488444368082,25.0795588184913,37995.8064013308,17041.6,-4.39719225343064e-111,22890.865,5920.915,3495.00019342116,4602.715,0.422618261740699,0.0622928302448521
6300,3862.92736101818,19.3892047122826,20.8701296009646,37996.1798493527,17041.6,5.40458124901884e-111,22890.865,5920.915,3494.99995003625,4602.715,0.442288690219001,0.0654031292301431
6600,3986.64220569393,21.1816598635736,19.8216465975646,37996.5466641852,17041.6,-4.97049076116276e-111,22890.865,5920.915,3495.00001338953,4602.715,0.461748613235034,0.0685127929183567
6900,3717.09689381113,20.8777201803255,19.4109556889687,37996.8917472577,17041.6,2.64183433362339e-111,22890.865,5920.915,3494.99999640561,4602.715,0.480988768919388,0.071621791103595
7200,3007.9183382169,14.8327425752697,16.7338512601842,37997.2,17041.6,1.5709556823808e-111,22890.865,5920.915,3495.00000092687,4602.715,0.5,0.0747300935864242
7500,3185.13639708213,16.5195665432107,17.2753521892939,37997.4617379177,17041.6,-7.00372246601777e-111,22890.865,5920.915,3494.99999975165,4602.715,0.518773258160521,0.0778376701741686
7800,2787.81103301415,15.1317636726825,15.7369742585844,37997.6889328205,17041.6,1.2294157202419e-110,22890.865,5920.915,3495.00000006655,4602.715,0.537299608346824,0.0809444906812033
8100,2299.17318846251,12.5239498660152,13.1447452281603,37997.8989705943,17041.6,-1.55594126266682e-110,22890.865,5920.915,3494.99999998217,4602.715,0.555570233019602,0.0840505249292475
8400,2413.39101482306,13.2302106050787,13.7102136739938,37998.109237125,17041.6,1.4827380763026e-110,22890.865,5920.915,3495.00000000447,4602.715,0.573576436351046,0.0871557427476582
