timestamp,evRemainingChargableCapacity,evRemainingDischargableCapacity,vehicleStatus
1643691206,0.0,9200.0,66.0
1643691806,0.0,9200.0,66.0
1643692407,0.0,9200.0,66.0
1643693007,0.0,9200.0,66.0
1643693608,0.0,9100.0,66.0
1643694209,300.0,8800.0,67.0
1643694809,200.0,8900.0,67.0
1643695410,100.0,9100.0,67.0
1643696011,200.0,9000.0,67.0
1643696611,0.0,9200.0,66.0
1643697212,0.0,9200.0,66.0
1643697812,0.0,9200.0,66.0
1643698412,0.0,9200.0,66.0
1643699013,0.0,9200.0,66.0
1643699613,0.0,9200.0,66.0
1643700214,0.0,9200.0,66.0
1643700815,0.0,9400.0,66.0
1643701415,300.0,9200.0,67.0
1643702016,300.0,9000.0,67.0
1643702616,400.0,8800.0,67.0
1643703217,500.0,8800.0,67.0
1643703817,600.0,8700.0,67.0
1643704418,600.0,8700.0,67.0
1643705019,600.0,8500.0,67.0
1643705619,600.0,8400.0,67.0
1643706220,600.0,8300.0,67.0
1643706821,700.0,8200.0,67.0
1643707421,700.0,8200.0,67.0
1643708022,700.0,8200.0,67.0
1643708622,800.0,8100.0,67.0
1643709222,1000.0,7800.0,67.0
1643709823,900.0,7800.0,67.0
1643710423,900.0,7800.0,67.0
1643711024,900.0,7800.0,67.0
1643711625,900.0,7800.0,67.0
1643712225,1100.0,7600.0,67.0
1643712826,1100.0,7600.0,67.0
1643713427,1100.0,7500.0,67.0
1643714027,1200.0,7500.0,67.0
1643714628,1300.0,7400.0,67.0
1643715228,1400.0,7300.0,67.0
1643715829,1600.0,7200.0,67.0
1643716430,1800.0,7000.0,67.0
1643717030,1900.0,6900.0,67.0
1643717631,2000.0,6800.0,67.0
1643718232,2100.0,6700.0,67.0
1643718832,2300.0,6600.0,67.0
1643719433,2400.0,6500.0,67.0
1643720032,2500.0,6400.0,67.0
1643720633,2900.0,6000.0,67.0
1643721234,3100.0,5800.0,67.0
1643721834,3200.0,5800.0,67.0
1643722435,3400.0,5600.0,67.0
1643723035,3600.0,5400.0,67.0
1643723636,3700.0,5300.0,67.0
1643724237,3900.0,5100.0,67.0
1643724837,3900.0,5100.0,67.0
1643725438,3900.0,5100.0,67.0
1643726039,3900.0,5100.0,67.0
1643726639,3900.0,5100.0,67.0
1643727240,3900.0,5100.0,67.0
1643727841,3900.0,5100.0,67.0
1643728441,3900.0,5100.0,67.0
1643729042,3900.0,5100.0,67.0
1643729642,3900.0,5100.0,67.0
1643730243,3900.0,5100.0,67.0
1643730843,3900.0,5100.0,67.0
1643731443,3900.0,5100.0,67.0
1643732044,3900.0,5100.0,67.0
1643732645,3900.0,5100.0,67.0
1643733245,3900.0,5100.0,67.0
1643733846,3900.0,5100.0,67.0
1643734446,3900.0,5100.0,67.0
1643735047,3900.0,5100.0,67.0
1643735648,3900.0,5100.0,67.0
1643736248,3900.0,5100.0,67.0
1643736849,3900.0,5100.0,67.0
1643737449,3900.0,5700.0,64.0
1643738050,3000.0,6600.0,64.0
1643738651,2400.0,7400.0,64.0
1643739251,2200.0,7800.0,64.0
1643739852,2200.0,8100.0,64.0
1643740453,1900.0,8600.0,64.0
1643741052,1700.0,8800.0,64.0
1643741653,1400.0,9000.0,64.0
1643742253,1200.0,9200.0,64.0
1643742854,600.0,9700.0,64.0
1643743455,300.0,10000.0,64.0
1643744055,0.0,10200.0,66.0
1643744656,0.0,10200.0,66.0
1643745257,0.0,10300.0,66.0
1643745857,0.0,10300.0,66.0
1643746458,0.0,10300.0,66.0
1643747058,0.0,10300.0,66.0
1643747659,0.0,10300.0,66.0
1643748260,0.0,10300.0,66.0
1643748860,0.0,10300.0,66.0
1643749461,0.0,10300.0,66.0
1643750061,0.0,10300.0,66.0
1643750662,0.0,10300.0,66.0
1643751263,0.0,10300.0,66.0
1643751863,0.0,10300.0,66.0
1643752464,0.0,10300.0,66.0
1643753064,0.0,10300.0,66.0
1643753665,0.0,10300.0,66.0
1643754266,0.0,10300.0,66.0
1643754866,0.0,10300.0,66.0
1643755466,0.0,10300.0,66.0
1643756067,0.0,10300.0,66.0
1643756667,0.0,10300.0,66.0
1643757268,0.0,10300.0,66.0
1643757869,0.0,10300.0,66.0
1643758469,0.0,10300.0,66.0
1643759070,0.0,10300.0,66.0
1643759671,0.0,10300.0,66.0
1643760271,0.0,10300.0,66.0
1643760872,0.0,10300.0,66.0
1643761472,0.0,10300.0,66.0
1643762073,0.0,10300.0,66.0
1643762674,0.0,10300.0,66.0
1643763274,0.0,10300.0,66.0
1643763875,0.0,10300.0,66.0
1643764475,0.0,10300.0,66.0
1643765076,0.0,10300.0,66.0
1643765677,0.0,10300.0,66.0
1643766276,0.0,10300.0,66.0
1643766877,0.0,10300.0,66.0
1643767478,0.0,10300.0,66.0
1643768078,0.0,10300.0,66.0
1643768679,0.0,10300.0,66.0
1643769279,0.0,10300.0,66.0
1643769880,0.0,10300.0,66.0
1643770481,0.0,10300.0,66.0
1643771081,0.0,10100.0,66.0
1643771682,0.0,10100.0,66.0
1643772282,0.0,9800.0,66.0
1643772883,0.0,9500.0,66.0
1643773484,0.0,9200.0,66.0
1643774084,0.0,9200.0,66.0
1643774685,0.0,9100.0,67.0
1643775286,0.0,9100.0,67.0
1643775886,0.0,9100.0,67.0
1643776487,0.0,9300.0,66.0
1643777086,0.0,9300.0,66.0
1643777687,0.0,9200.0,66.0
1643778288,0.0,9200.0,66.0
1643778888,0.0,9300.0,66.0
1643779489,0.0,9200.0,66.0
1643780090,0.0,9200.0,66.0
1643780690,0.0,9100.0,67.0
1643781291,0.0,9400.0,66.0
1643781891,0.0,9300.0,66.0
1643782492,0.0,9200.0,66.0
1643783093,0.0,9200.0,66.0
1643783693,0.0,9200.0,66.0
1643784294,0.0,9200.0,66.0
1643784895,0.0,9200.0,66.0
1643785495,0.0,9200.0,66.0
1643786096,0.0,9200.0,66.0
1643786696,0.0,9200.0,66.0
1643787297,0.0,9500.0,66.0
1643787597,100.0,9300.0,67.0
1643787897,200.0,9300.0,67.0
1643788197,200.0,9200.0,67.0
1643788497,300.0,8900.0,67.0
1643788798,300.0,8800.0,67.0
1643789098,400.0,8800.0,67.0
1643789398,400.0,8800.0,67.0
1643789699,400.0,8800.0,67.0
1643789999,500.0,8800.0,67.0
1643790299,400.0,8700.0,67.0
1643790600,500.0,8600.0,67.0
1643790900,500.0,8600.0,67.0
1643791200,500.0,8600.0,67.0
1643791500,500.0,8600.0,67.0
1643791801,500.0,8600.0,67.0
1643792101,500.0,8500.0,67.0
1643792401,800.0,8100.0,67.0
1643792702,800.0,8000.0,67.0
1643793002,800.0,8000.0,67.0
1643793302,700.0,8100.0,67.0
1643793603,700.0,8100.0,67.0
1643793903,700.0,8100.0,67.0
1643794203,800.0,8000.0,67.0
1643794504,800.0,8000.0,67.0
1643794804,800.0,8000.0,67.0
1643795104,800.0,8000.0,67.0
1643795404,900.0,7900.0,67.0
1643795705,900.0,7900.0,67.0
1643796005,900.0,7900.0,67.0
1643796305,900.0,7900.0,67.0
1643796606,900.0,7900.0,67.0
1643796906,900.0,7900.0,67.0
1643797206,900.0,7800.0,67.0
1643797507,900.0,7800.0,67.0
1643797807,900.0,7800.0,67.0
1643798107,900.0,7800.0,67.0
1643798408,900.0,7800.0,67.0
1643798707,900.0,7800.0,67.0
1643799007,900.0,7800.0,67.0
1643799307,900.0,7800.0,67.0
1643799608,900.0,7800.0,67.0
1643799908,1000.0,7600.0,67.0
1643800208,1000.0,7600.0,67.0
1643800509,1100.0,7500.0,67.0
1643800809,1100.0,7500.0,67.0
1643801109,1200.0,7500.0,67.0
1643801410,1100.0,7600.0,67.0
1643801710,1200.0,7500.0,67.0
1643802010,1200.0,7500.0,67.0
1643802311,1200.0,7500.0,67.0
1643802611,1200.0,7500.0,67.0
1643802911,1200.0,7500.0,67.0
1643803212,1300.0,7400.0,67.0
1643803512,1300.0,7400.0,67.0
1643803812,1400.0,7300.0,67.0
1643804113,1500.0,7300.0,67.0
1643804413,1600.0,7200.0,67.0
1643804713,1600.0,7200.0,67.0
1643805013,1600.0,7200.0,67.0
1643805314,2000.0,6800.0,67.0
1643805614,2000.0,6800.0,67.0
1643805914,2200.0,6600.0,67.0
1643806215,2200.0,6600.0,67.0
1643806515,2200.0,6600.0,67.0
1643806815,2300.0,6600.0,67.0
1643807116,2300.0,6600.0,67.0
1643807416,2400.0,6500.0,67.0
1643807716,2400.0,6500.0,67.0
1643808016,2400.0,6500.0,67.0
1643808317,2500.0,6400.0,67.0
1643808617,2600.0,6300.0,67.0
1643808917,2700.0,6200.0,67.0
1643809218,2700.0,6200.0,67.0
1643809518,2800.0,6100.0,67.0
1643809818,2800.0,6100.0,67.0
1643810118,2800.0,6100.0,67.0
1643810419,2900.0,6000.0,67.0
1643810719,2900.0,6000.0,67.0
1643811019,2900.0,6000.0,67.0
1643811320,2900.0,6000.0,67.0
1643811620,2900.0,6000.0,67.0
1643811920,2900.0,6000.0,67.0
1643812221,2900.0,6000.0,67.0
1643812521,2900.0,6000.0,67.0
1643812821,2900.0,6000.0,67.0
1643813121,2900.0,6000.0,67.0
1643813421,2900.0,6000.0,67.0
1643813721,2900.0,6000.0,67.0
1643814022,2900.0,6000.0,67.0
1643814322,2900.0,6000.0,67.0
1643814622,2700.0,6600.0,64.0
1643814923,2500.0,7000.0,64.0
1643815223,2400.0,7300.0,64.0
1643815523,2200.0,7800.0,64.0
1643815824,1800.0,8200.0,64.0
1643816124,1900.0,8400.0,64.0
1643816424,1700.0,8800.0,64.0
1643816725,1800.0,8700.0,64.0
1643817025,1700.0,8800.0,64.0
1643817325,1400.0,9000.0,64.0
1643817625,1400.0,9000.0,64.0
1643817926,1200.0,9200.0,64.0
1643818226,1000.0,9400.0,64.0
1643818526,600.0,9700.0,64.0
1643818827,500.0,9800.0,64.0
1643819127,300.0,10000.0,64.0
1643819427,0.0,10300.0,66.0
1643819728,0.0,10300.0,66.0
1643820028,0.0,10300.0,66.0
1643820327,0.0,10300.0,66.0
1643820627,0.0,10300.0,66.0
1643820928,0.0,10300.0,66.0
1643821228,0.0,10300.0,66.0
1643821528,0.0,10300.0,66.0
1643821829,0.0,10300.0,66.0
1643822129,0.0,10300.0,66.0
1643822429,0.0,10300.0,66.0
1643822730,0.0,10300.0,66.0
1643823030,0.0,10300.0,66.0
1643823330,0.0,10300.0,66.0
1643823631,0.0,10300.0,66.0
1643823931,0.0,10300.0,66.0
1643824231,0.0,10300.0,66.0
1643824531,0.0,10300.0,66.0
1643824832,0.0,10300.0,66.0
1643825132,0.0,10300.0,66.0
1643825432,0.0,10300.0,66.0
1643825733,0.0,10300.0,66.0
1643826033,0.0,10300.0,66.0
1643826333,0.0,10300.0,66.0
1643826633,0.0,10300.0,66.0
1643826934,0.0,10300.0,66.0
1643827234,0.0,10300.0,66.0
1643827535,0.0,10300.0,66.0
1643827835,0.0,10300.0,66.0
1643828195,0.0,10300.0,66.0
1643828436,0.0,10300.0,66.0
1643828736,0.0,10300.0,66.0
1643829036,0.0,10300.0,66.0
1643829337,0.0,10300.0,66.0
1643829637,0.0,10300.0,66.0
1643829937,0.0,10300.0,66.0
1643830238,0.0,10300.0,66.0
1643830538,0.0,10300.0,66.0
1643830838,0.0,10300.0,66.0
1643831138,0.0,10300.0,66.0
1643831438,0.0,10300.0,66.0
1643831739,0.0,10400.0,66.0
1643832039,0.0,10400.0,66.0
1643832339,0.0,10400.0,66.0
1643832640,0.0,10400.0,66.0
1643832940,0.0,10400.0,66.0
1643833240,0.0,10400.0,66.0
1643833541,0.0,10400.0,66.0
1643833841,0.0,10400.0,66.0
1643834141,0.0,10400.0,66.0
1643834442,0.0,10400.0,66.0
1643834742,0.0,10400.0,66.0
1643835042,0.0,10400.0,66.0
1643835343,0.0,10400.0,66.0
1643835643,0.0,10400.0,66.0
1643835943,0.0,10400.0,66.0
1643836244,0.0,10400.0,66.0
1643836544,0.0,10400.0,66.0
1643836844,0.0,10400.0,66.0
1643837145,0.0,10400.0,66.0
1643837445,0.0,10400.0,66.0
1643837745,0.0,10400.0,66.0
1643838046,0.0,10400.0,66.0
1643838406,0.0,10400.0,66.0
1643838646,0.0,10400.0,66.0
1643838947,0.0,10400.0,66.0
1643839247,0.0,10400.0,66.0
1643839547,0.0,10400.0,66.0
1643839848,0.0,10400.0,66.0
1643840148,0.0,10400.0,66.0
1643840448,0.0,10400.0,66.0
1643840749,0.0,10400.0,66.0
1643841049,0.0,10400.0,66.0
1643841349,0.0,10400.0,66.0
1643841650,0.0,10400.0,66.0
1643841950,0.0,10400.0,66.0
1643842250,0.0,10400.0,66.0
1643842551,0.0,10400.0,66.0
1643842851,0.0,10400.0,66.0
1643843151,0.0,10400.0,66.0
1643843451,0.0,10400.0,66.0
1643843752,0.0,10400.0,66.0
1643844052,0.0,10400.0,66.0
1643844352,0.0,10400.0,66.0
1643844653,0.0,10400.0,66.0
1643844953,0.0,10400.0,66.0
1643845253,0.0,10400.0,66.0
1643845553,0.0,10400.0,66.0
1643845853,0.0,10400.0,66.0
1643846153,0.0,10400.0,66.0
1643846454,0.0,10400.0,66.0
1643846754,0.0,10400.0,66.0
1643847054,0.0,10400.0,66.0
1643847354,0.0,10400.0,66.0
1643847655,0.0,10400.0,66.0
1643847955,0.0,10400.0,66.0
1643848255,0.0,10400.0,66.0
1643848556,0.0,10400.0,66.0
1643848856,0.0,10400.0,66.0
1643849156,0.0,10400.0,66.0
1643849457,0.0,10400.0,66.0
1643849757,0.0,10400.0,66.0
1643850057,0.0,10400.0,66.0
1643850357,0.0,10400.0,66.0
1643850658,0.0,10400.0,66.0
1643850958,0.0,10400.0,66.0
1643851258,0.0,10400.0,66.0
1643851559,0.0,10400.0,66.0
1643851859,0.0,10400.0,66.0
1643852159,0.0,10400.0,66.0
1643852460,0.0,10400.0,66.0
1643852760,0.0,10400.0,66.0
1643853060,0.0,10400.0,66.0
1643853360,0.0,10400.0,66.0
1643853661,0.0,10400.0,66.0
1643853961,0.0,10400.0,66.0
1643854261,0.0,10400.0,66.0
1643854562,0.0,10400.0,66.0
1643854862,0.0,10400.0,66.0
1643855162,0.0,10400.0,66.0
1643855463,0.0,10400.0,66.0
1643855763,0.0,10400.0,66.0
1643856063,0.0,10400.0,66.0
1643856363,0.0,10400.0,66.0
1643856663,0.0,10400.0,66.0
1643856963,0.0,10400.0,66.0
1643857264,0.0,10400.0,66.0
1643857564,0.0,10200.0,66.0
1643857864,0.0,9900.0,66.0
1643858164,0.0,9900.0,66.0
1643858465,0.0,9500.0,66.0
1643858765,0.0,9500.0,66.0
1643859065,0.0,9500.0,66.0
1643859366,0.0,9300.0,66.0
1643859666,0.0,9500.0,66.0
1643859966,0.0,9200.0,66.0
1643860267,0.0,9400.0,66.0
1643860567,0.0,9500.0,66.0
1643860867,0.0,9100.0,67.0
1643861168,0.0,9400.0,66.0
1643861468,0.0,9500.0,66.0
1643861768,0.0,9200.0,66.0
1643862069,0.0,9200.0,66.0
1643862369,0.0,9500.0,66.0
1643862669,0.0,9200.0,66.0
1643862969,200.0,8900.0,67.0
1643863270,0.0,9100.0,66.0
1643863570,0.0,9000.0,66.0
1643863870,0.0,9200.0,66.0
1643864171,100.0,8900.0,67.0
1643864471,0.0,9100.0,66.0
1643864771,0.0,9000.0,66.0
1643865072,0.0,9200.0,66.0
1643865372,0.0,9000.0,66.0
1643865672,0.0,9200.0,66.0
1643865972,200.0,8800.0,67.0
1643866273,0.0,9000.0,66.0
1643866573,0.0,9200.0,66.0
1643866873,100.0,9000.0,67.0
1643867173,0.0,9100.0,66.0
1643867473,0.0,9100.0,66.0
1643867773,100.0,8900.0,67.0
1643868074,0.0,9000.0,66.0
1643868374,0.0,9200.0,66.0
1643868674,0.0,9100.0,66.0
1643868975,200.0,8800.0,67.0
1643869275,0.0,9000.0,66.0
1643869575,0.0,9000.0,66.0
1643869876,100.0,8800.0,67.0
1643870176,100.0,8800.0,67.0
1643870476,100.0,8800.0,67.0
1643870776,100.0,8800.0,67.0
1643871077,100.0,8800.0,67.0
1643871377,100.0,8800.0,67.0
1643871677,100.0,8800.0,67.0
1643871978,100.0,8800.0,67.0
1643872278,100.0,8800.0,67.0
1643872578,100.0,8800.0,67.0
1643872878,100.0,8800.0,67.0
1643873179,100.0,8800.0,67.0
1643873479,100.0,8800.0,67.0
1643873779,200.0,9100.0,67.0
1643874080,300.0,9100.0,67.0
1643874380,300.0,9100.0,67.0
1643874680,400.0,8900.0,67.0
1643874981,500.0,8800.0,67.0
1643875281,500.0,8700.0,67.0
1643875581,500.0,8700.0,67.0
1643875882,500.0,8700.0,67.0
1643876182,500.0,8700.0,67.0
1643876482,600.0,8700.0,67.0
1643876782,600.0,8500.0,67.0
1643877083,600.0,8400.0,67.0
1643877383,600.0,8400.0,67.0
1643877683,600.0,8400.0,67.0
1643877983,700.0,8300.0,67.0
1643878283,700.0,8300.0,67.0
1643878583,700.0,8300.0,67.0
1643878884,700.0,8300.0,67.0
1643879184,700.0,8300.0,67.0
1643879484,700.0,8300.0,67.0
1643879785,800.0,8200.0,67.0
1643880085,800.0,8200.0,67.0
1643880385,800.0,8100.0,67.0
1643880686,800.0,8100.0,67.0
1643880986,800.0,8100.0,67.0
1643881286,900.0,8000.0,67.0
1643881586,1000.0,7800.0,67.0
1643881887,900.0,7900.0,67.0
1643882187,1000.0,7800.0,67.0
1643882487,1100.0,7700.0,67.0
1643882788,1000.0,7800.0,67.0
1643883088,1000.0,7800.0,67.0
1643883388,1000.0,7800.0,67.0
1643883689,1000.0,7800.0,67.0
1643883989,1000.0,7800.0,67.0
1643884289,1100.0,7700.0,67.0
1643884590,1100.0,7600.0,67.0
1643884890,1100.0,7600.0,67.0
1643885190,1100.0,7600.0,67.0
1643885491,1100.0,7600.0,67.0
1643885791,1100.0,7600.0,67.0
1643886091,1100.0,7600.0,67.0
1643886392,1100.0,7600.0,67.0
1643886692,1100.0,7600.0,67.0
1643886992,1100.0,7600.0,67.0
1643887292,1100.0,7600.0,67.0
1643887593,1100.0,7600.0,67.0
1643887893,1100.0,7600.0,67.0
1643888193,1200.0,7500.0,67.0
1643888494,1100.0,7500.0,67.0
1643888793,1200.0,7500.0,67.0
1643889093,1400.0,7300.0,67.0
1643889394,1400.0,7300.0,67.0
1643889694,1600.0,7200.0,67.0
1643889994,1600.0,7200.0,67.0
1643890294,1700.0,7100.0,67.0
1643890595,1700.0,7100.0,67.0
1643890895,1800.0,7000.0,67.0
1643891195,1800.0,7000.0,67.0
1643891496,1800.0,7000.0,67.0
1643891796,1900.0,6900.0,67.0
1643892096,2000.0,6800.0,67.0
1643892397,2000.0,6800.0,67.0
1643892697,2000.0,6800.0,67.0
1643892997,2000.0,6800.0,67.0
1643893298,2200.0,6600.0,67.0
1643893598,2200.0,6600.0,67.0
1643893898,2300.0,6600.0,67.0
1643894198,2300.0,6600.0,67.0
1643894499,2400.0,6500.0,67.0
1643894799,2400.0,6500.0,67.0
1643895099,2600.0,6300.0,67.0
1643895400,2700.0,6200.0,67.0
1643895700,2800.0,6100.0,67.0
1643896000,2800.0,6100.0,67.0
1643896301,2900.0,6000.0,67.0
1643896601,3000.0,5900.0,67.0
1643896901,3100.0,5800.0,67.0
1643897201,3100.0,5800.0,67.0
1643897502,3100.0,5800.0,67.0
1643897802,3100.0,5800.0,67.0
1643898102,3100.0,5800.0,67.0
1643898403,3100.0,5800.0,67.0
1643898703,3100.0,5800.0,67.0
1643899003,3100.0,5800.0,67.0
1643899304,3100.0,5800.0,67.0
1643899604,3100.0,5800.0,67.0
1643899904,3100.0,5800.0,67.0
1643900205,3100.0,5800.0,67.0
1643900505,3100.0,5800.0,67.0
1643900805,3100.0,5800.0,67.0
1643901106,3100.0,5800.0,67.0
1643901406,3100.0,5800.0,67.0
1643901706,3100.0,5800.0,67.0
1643902006,3100.0,5800.0,67.0
1643902307,3100.0,5800.0,67.0
1643902607,3100.0,5800.0,67.0
1643902907,3100.0,5800.0,67.0
1643903207,3100.0,5800.0,67.0
1643903507,3100.0,5800.0,67.0
1643903807,3100.0,5800.0,67.0
1643904107,3100.0,5800.0,67.0
1643904408,3100.0,5800.0,67.0
1643904708,3100.0,5800.0,67.0
1643905008,3100.0,5800.0,67.0
1643905309,3100.0,5800.0,67.0
1643905609,3100.0,5800.0,67.0
1643905909,3100.0,5800.0,67.0
1643906210,3100.0,5800.0,67.0
1643906510,3100.0,5800.0,67.0
1643906810,3100.0,5800.0,67.0
1643907111,3100.0,5800.0,67.0
1643907411,3100.0,5800.0,67.0
1643907711,3100.0,5800.0,67.0
1643908012,3100.0,5800.0,67.0
1643908312,3100.0,5800.0,67.0
1643908612,3100.0,5800.0,67.0
1643908913,3100.0,5800.0,67.0
1643909213,3100.0,5800.0,67.0
1643909513,3100.0,5800.0,67.0
1643909814,3100.0,5800.0,67.0
1643910114,3100.0,5800.0,67.0
1643910414,3100.0,5800.0,67.0
1643910714,3100.0,5800.0,67.0
1643911015,3100.0,5800.0,67.0
1643911315,3100.0,5800.0,67.0
1643911615,3100.0,5800.0,67.0
1643911916,3100.0,5800.0,67.0
1643912216,3100.0,5800.0,67.0
1643912516,3100.0,5800.0,67.0
1643912817,3100.0,5800.0,67.0
1643913117,3100.0,5800.0,67.0
1643913417,3100.0,5800.0,67.0
1643913717,3100.0,5800.0,67.0
1643914017,3100.0,5800.0,67.0
