timestamp,evRemainingChargableCapacity,evRemainingDischargableCapacity,vehicleStatus
1644384558,0.0,9300.0,66.0
1644384858,0.0,9300.0,66.0
1644385159,0.0,9300.0,66.0
1644385459,200.0,9000.0,67.0
1644385759,0.0,9200.0,66.0
1644386060,0.0,9200.0,66.0
1644386360,0.0,9300.0,66.0
1644386660,0.0,9300.0,66.0
1644386960,100.0,9100.0,67.0
1644387261,100.0,9100.0,67.0
1644387561,0.0,9300.0,66.0
1644387861,0.0,9300.0,66.0
1644388162,100.0,9100.0,67.0
1644388462,0.0,9300.0,66.0
1644388762,0.0,9300.0,66.0
1644389062,0.0,9300.0,66.0
1644389362,0.0,9300.0,66.0
1644389662,0.0,9300.0,66.0
1644389962,0.0,9300.0,66.0
1644390263,0.0,9300.0,66.0
1644390563,0.0,9300.0,66.0
1644390863,0.0,9300.0,66.0
1644391164,0.0,9300.0,66.0
1644391464,0.0,9300.0,66.0
1644391764,0.0,9300.0,66.0
1644392065,0.0,9500.0,66.0
1644392365,0.0,9500.0,66.0
1644392665,0.0,9400.0,66.0
1644392966,0.0,9300.0,66.0
1644393266,0.0,9200.0,66.0
1644393566,0.0,9200.0,66.0
1644393866,0.0,9200.0,66.0
1644394167,0.0,9200.0,66.0
1644394467,200.0,8800.0,67.0
1644394767,200.0,8800.0,67.0
1644395068,200.0,8800.0,67.0
1644395368,100.0,8800.0,67.0
1644395668,200.0,8800.0,67.0
1644395969,200.0,8800.0,67.0
1644396269,200.0,8800.0,67.0
1644396569,300.0,8700.0,67.0
1644396869,300.0,8600.0,67.0
1644397170,300.0,8600.0,67.0
1644397470,400.0,8500.0,67.0
1644397770,400.0,8500.0,67.0
1644398071,500.0,8100.0,67.0
1644398371,500.0,8100.0,67.0
1644398671,600.0,8000.0,67.0
1644398972,600.0,8000.0,67.0
1644399272,800.0,7900.0,67.0
1644399572,800.0,7900.0,67.0
1644399872,800.0,7900.0,67.0
1644400172,800.0,7900.0,67.0
1644400472,800.0,7900.0,67.0
1644400772,800.0,7900.0,67.0
1644401073,800.0,7900.0,67.0
1644401373,800.0,7900.0,67.0
1644401673,900.0,7800.0,67.0
1644401974,900.0,7800.0,67.0
1644402274,900.0,7800.0,67.0
1644402574,900.0,7800.0,67.0
1644402875,900.0,7800.0,67.0
1644403175,1000.0,7700.0,67.0
1644403475,1000.0,7700.0,67.0
1644403775,1000.0,7700.0,67.0
1644404076,1000.0,7700.0,67.0
1644404376,1000.0,7700.0,67.0
1644404676,1100.0,7600.0,67.0
1644404977,1100.0,7600.0,67.0
1644405277,1100.0,7600.0,67.0
1644405577,1100.0,7600.0,67.0
1644405878,1200.0,7500.0,67.0
1644406178,1200.0,7500.0,67.0
1644406478,1200.0,7500.0,67.0
1644406779,1200.0,7500.0,67.0
1644407079,1200.0,7500.0,67.0
1644407379,1300.0,7400.0,67.0
1644407679,1300.0,7400.0,67.0
1644407980,1300.0,7400.0,67.0
1644408280,1400.0,7300.0,67.0
1644408580,1500.0,7300.0,67.0
1644408881,1600.0,7200.0,67.0
1644409181,1600.0,7200.0,67.0
1644409481,1800.0,7000.0,67.0
1644409782,1800.0,7000.0,67.0
1644410082,1900.0,6900.0,67.0
1644410382,2000.0,6800.0,67.0
1644410682,2000.0,6800.0,67.0
1644410982,2100.0,6700.0,67.0
1644411282,2200.0,6600.0,67.0
1644411583,2300.0,6600.0,67.0
1644411883,2500.0,6400.0,67.0
1644412183,2700.0,6200.0,67.0
1644412484,2900.0,6000.0,67.0
1644412784,3100.0,5800.0,67.0
1644413084,3200.0,5800.0,67.0
1644413384,3300.0,5700.0,67.0
1644413685,3400.0,5600.0,67.0
1644413985,3600.0,5400.0,67.0
1644414285,3600.0,5400.0,67.0
1644414586,3700.0,5300.0,67.0
1644414886,3900.0,5100.0,67.0
1644415186,4000.0,5100.0,67.0
1644415487,4000.0,5100.0,67.0
1644415787,4000.0,5100.0,67.0
1644416087,4000.0,5100.0,67.0
1644416388,4000.0,5100.0,67.0
1644416688,4000.0,5100.0,67.0
1644416988,4000.0,5100.0,67.0
1644417288,4000.0,5100.0,67.0
1644417589,4000.0,5100.0,67.0
1644417889,4000.0,5100.0,67.0
1644418189,4000.0,5100.0,67.0
1644418490,4000.0,5100.0,67.0
1644418790,4000.0,5100.0,67.0
1644419090,4000.0,5100.0,67.0
1644419391,4000.0,5100.0,67.0
1644419691,4000.0,5100.0,67.0
1644419991,4000.0,5100.0,67.0
1644420291,4000.0,5100.0,67.0
1644420592,4000.0,5100.0,67.0
1644420892,4000.0,5100.0,67.0
1644421192,4000.0,5100.0,67.0
1644421492,4000.0,5100.0,67.0
1644421792,4000.0,5100.0,67.0
1644422092,4000.0,5100.0,67.0
1644422393,4000.0,5100.0,67.0
1644422693,4000.0,5100.0,67.0
1644422993,4000.0,5100.0,67.0
1644423294,4000.0,5100.0,67.0
1644423594,4000.0,5100.0,67.0
1644423894,4000.0,5100.0,67.0
1644424194,4000.0,5100.0,67.0
1644424495,4000.0,5100.0,67.0
1644424795,4000.0,5100.0,67.0
1644425095,4000.0,5100.0,67.0
1644425396,4000.0,5100.0,67.0
1644425696,4000.0,5100.0,67.0
1644425996,4000.0,5100.0,67.0
1644426297,4000.0,5100.0,67.0
1644426597,4000.0,5100.0,67.0
1644426897,4000.0,5100.0,67.0
1644427198,4000.0,5100.0,67.0
1644427498,4000.0,5100.0,67.0
1644427798,4000.0,5100.0,67.0
1644428098,4000.0,5100.0,67.0
1644428399,4000.0,5100.0,67.0
1644428699,4000.0,5100.0,67.0
1644428999,4000.0,5100.0,67.0
1644429300,4000.0,5100.0,67.0
1644429600,4000.0,5100.0,67.0
1644429900,4000.0,5100.0,67.0
1644430201,4000.0,5100.0,67.0
1644430501,4000.0,5100.0,67.0
1644430801,4000.0,5100.0,67.0
1644431101,4000.0,5100.0,67.0
1644431402,4000.0,5100.0,67.0
1644431702,4000.0,5100.0,67.0
1644432002,4000.0,5100.0,67.0
1644432303,4000.0,5100.0,67.0
1644432603,4000.0,5100.0,67.0
1644432903,4000.0,5100.0,67.0
1644433204,4000.0,5100.0,67.0
1644433504,4000.0,5100.0,67.0
1644433804,4000.0,5100.0,67.0
1644434105,4000.0,5100.0,67.0
1644434405,4000.0,5100.0,67.0
1644434705,4000.0,5100.0,67.0
1644435005,4000.0,5100.0,67.0
1644435306,4000.0,5100.0,67.0
1644435606,4000.0,5100.0,67.0
1644435906,4000.0,5100.0,67.0
1644436206,4000.0,5100.0,67.0
1644436506,4200.0,5500.0,67.0
1644436806,3700.0,5900.0,67.0
1644437107,3100.0,6300.0,67.0
1644437407,2700.0,6800.0,67.0
1644437707,2300.0,7400.0,67.0
1644438008,2000.0,8000.0,67.0
1644438308,2100.0,8000.0,67.0
1644438608,1800.0,8300.0,67.0
1644438909,1800.0,8700.0,67.0
1644439209,1800.0,8700.0,67.0
1644439509,1400.0,9000.0,67.0
1644439810,1300.0,9100.0,67.0
1644440110,1200.0,9200.0,67.0
1644440410,1000.0,9400.0,67.0
1644440710,700.0,9600.0,67.0
1644441011,400.0,9900.0,67.0
1644441311,0.0,10200.0,66.0
1644441611,0.0,10200.0,66.0
1644441912,0.0,10200.0,66.0
1644442212,0.0,10200.0,66.0
1644442512,0.0,10200.0,66.0
1644442813,0.0,10200.0,66.0
1644443113,0.0,10200.0,66.0
1644443413,0.0,10200.0,66.0
1644443713,0.0,10200.0,66.0
1644444014,2800.0,10600.0,67.0
1644444030,,,67.0
1644444039,,,67.0
1644444314,2800.0,10600.0,67.0
1644444614,2800.0,10600.0,67.0
1644444915,2800.0,10600.0,67.0
1644445215,2800.0,10600.0,67.0
1644445515,2800.0,10600.0,67.0
1644445816,2800.0,10600.0,67.0
1644446116,2800.0,10600.0,67.0
1644446416,2800.0,10600.0,67.0
1644446716,2800.0,10600.0,67.0
1644447016,2800.0,10600.0,67.0
1644447316,2800.0,10600.0,67.0
1644447617,2800.0,10600.0,67.0
1644447917,2800.0,10600.0,67.0
1644448217,2800.0,10600.0,67.0
1644448517,2800.0,10600.0,67.0
1644448818,2800.0,10600.0,67.0
1644449118,2800.0,10600.0,67.0
1644449418,2800.0,10600.0,67.0
1644449637,,,67.0
1644449719,2800.0,10600.0,67.0
1644450019,2800.0,10600.0,67.0
1644450319,2800.0,10600.0,67.0
1644450620,2800.0,10600.0,67.0
1644450920,2800.0,10600.0,67.0
1644451220,2800.0,10600.0,67.0
1644451520,2800.0,10600.0,67.0
1644451821,2800.0,10600.0,67.0
1644452121,2800.0,10600.0,67.0
1644452421,2800.0,10600.0,67.0
1644452722,2800.0,10600.0,67.0
1644453022,2800.0,10600.0,67.0
1644453322,2800.0,10600.0,67.0
1644453623,2800.0,10600.0,67.0
1644453923,2800.0,10600.0,67.0
1644454223,2800.0,10600.0,67.0
1644454524,2800.0,10600.0,67.0
1644454824,2800.0,10600.0,67.0
1644455124,2800.0,10600.0,67.0
1644455425,2800.0,10600.0,67.0
1644455725,2800.0,10600.0,67.0
1644456025,2800.0,10600.0,67.0
1644456325,2800.0,10600.0,67.0
1644456626,2800.0,10600.0,67.0
1644456926,2800.0,10600.0,67.0
1644457226,2800.0,10600.0,67.0
1644457526,2800.0,10600.0,67.0
1644457826,2800.0,10600.0,67.0
1644458126,2800.0,10600.0,67.0
1644458427,2800.0,10600.0,67.0
1644458727,2800.0,10600.0,67.0
1644459027,2800.0,10600.0,67.0
1644459328,2800.0,10600.0,67.0
1644459628,2800.0,10600.0,67.0
1644459928,2800.0,10600.0,67.0
1644460228,2800.0,10600.0,67.0
1644460529,2800.0,10600.0,67.0
1644460829,2800.0,10600.0,67.0
1644461129,2800.0,10600.0,67.0
1644461430,2800.0,10600.0,67.0
1644461730,2800.0,10600.0,67.0
1644462030,2800.0,10600.0,67.0
1644462331,0.0,10200.0,66.0
1644462631,400.0,9400.0,67.0
1644462931,600.0,9200.0,67.0
1644463232,700.0,8800.0,67.0
1644463532,700.0,8500.0,67.0
1644463832,600.0,8400.0,67.0
1644464132,800.0,8000.0,67.0
1644464433,800.0,7800.0,67.0
1644464733,1000.0,7700.0,67.0
1644465033,1100.0,7600.0,67.0
1644465334,1100.0,7600.0,67.0
1644465634,1200.0,7500.0,67.0
1644465934,1200.0,7500.0,67.0
1644466235,1200.0,7500.0,67.0
1644466535,1400.0,7300.0,67.0
1644466835,1400.0,7300.0,67.0
1644467136,1400.0,7300.0,67.0
1644467436,1500.0,7300.0,67.0
1644467736,1600.0,7200.0,67.0
1644468036,1600.0,7200.0,67.0
1644468336,1600.0,7200.0,67.0
1644468636,1600.0,7200.0,67.0
1644468936,1700.0,7100.0,67.0
1644469237,1800.0,7000.0,67.0
1644469537,1900.0,6900.0,67.0
1644469837,1800.0,7000.0,67.0
1644470137,1900.0,6900.0,67.0
1644470438,1900.0,6900.0,67.0
1644470738,2000.0,6800.0,67.0
1644471038,2000.0,6800.0,67.0
1644471339,2000.0,6800.0,67.0
1644471639,2000.0,6800.0,67.0
1644471939,2100.0,6700.0,67.0
1644472240,2100.0,6700.0,67.0
1644472540,2200.0,6600.0,67.0
1644472840,2200.0,6600.0,67.0
1644473141,2300.0,6600.0,67.0
1644473441,2300.0,6600.0,67.0
1644473741,2400.0,6500.0,67.0
1644474042,2400.0,6500.0,67.0
1644474342,2400.0,6500.0,67.0
1644474642,2500.0,6400.0,67.0
1644474828,,,64.0
1644474830,,,64.0
1644474832,,,64.0
1644474861,,,64.0
1644474942,2700.0,6700.0,64.0
1644475243,3000.0,6200.0,64.0
1644475543,3000.0,6000.0,64.0
1644475843,3000.0,6000.0,64.0
1644476144,3100.0,5800.0,64.0
1644476444,3100.0,5800.0,64.0
1644476744,3200.0,5800.0,64.0
1644477045,3300.0,5700.0,64.0
1644477345,3400.0,5600.0,64.0
1644477645,3500.0,5500.0,64.0
1644477946,3600.0,5400.0,64.0
1644478246,3600.0,5400.0,64.0
1644478546,3600.0,5400.0,64.0
1644478847,3700.0,5300.0,64.0
1644479146,3900.0,5100.0,64.0
1644479446,3900.0,5100.0,64.0
1644479746,4000.0,5100.0,64.0
1644480047,4000.0,5100.0,64.0
1644480347,4100.0,5000.0,64.0
1644480647,4300.0,4800.0,64.0
1644480948,4500.0,4600.0,64.0
1644481248,4800.0,4400.0,64.0
1644481548,4800.0,4400.0,64.0
1644481849,5000.0,4200.0,64.0
1644482149,5100.0,4100.0,64.0
1644482449,5200.0,4000.0,64.0
1644482749,5400.0,3800.0,64.0
1644483050,5500.0,3700.0,64.0
1644483350,5600.0,3600.0,64.0
1644483650,5700.0,3600.0,64.0
1644483951,5900.0,3400.0,64.0
1644484251,6000.0,3300.0,64.0
1644484551,6300.0,3000.0,64.0
1644484852,6400.0,2900.0,64.0
1644485152,6500.0,2900.0,64.0
1644485452,6600.0,2800.0,64.0
1644485753,6700.0,2700.0,64.0
1644486053,6800.0,2600.0,64.0
1644486353,6900.0,2500.0,64.0
1644486653,7000.0,2400.0,64.0
1644486954,7100.0,2300.0,64.0
1644487254,7200.0,2200.0,64.0
1644487554,7300.0,2200.0,64.0
1644487855,7400.0,2100.0,64.0
1644488155,7400.0,2100.0,64.0
1644488455,7400.0,2100.0,64.0
1644488756,7500.0,2000.0,64.0
1644489056,7500.0,2000.0,64.0
1644489356,7500.0,2000.0,64.0
1644489657,7600.0,1900.0,64.0
1644489956,7600.0,1900.0,64.0
1644490256,7600.0,1900.0,64.0
1644490556,7600.0,1900.0,64.0
1644490857,7800.0,1700.0,64.0
1644491157,7800.0,1700.0,64.0
1644491457,7900.0,1600.0,64.0
1644491758,8000.0,1500.0,64.0
1644492058,8000.0,1500.0,64.0
1644492358,8100.0,1400.0,64.0
1644492659,8100.0,1400.0,64.0
1644492959,8300.0,1300.0,64.0
1644493259,8400.0,1200.0,64.0
1644493445,8400.0,1200.0,64.0
1644493746,8500.0,1100.0,64.0
1644494047,8600.0,1000.0,64.0
1644494347,8700.0,900.0,64.0
1644494647,8800.0,800.0,64.0
1644494948,8800.0,800.0,64.0
1644495046,,,64.0
1644495049,,,64.0
1644495050,,,64.0
1644495248,9100.0,600.0,64.0
1644495548,9100.0,600.0,64.0
1644495849,9100.0,600.0,64.0
1644496078,,,64.0
1644496079,,,64.0
1644496083,,,64.0
1644496149,9100.0,600.0,64.0
1644496175,,,64.0
1644496449,9200.0,500.0,64.0
1644496750,9400.0,300.0,64.0
1644497050,9600.0,100.0,64.0
1644497351,9600.0,100.0,64.0
1644497651,10200.0,0.0,65.0
1644497951,10200.0,0.0,65.0
1644498252,10200.0,0.0,65.0
1644498552,10200.0,0.0,65.0
1644498852,10200.0,0.0,65.0
1644499153,10200.0,0.0,65.0
1644499453,10200.0,0.0,65.0
1644499753,10200.0,0.0,65.0
1644500054,10200.0,0.0,65.0
1644500354,10200.0,0.0,65.0
1644500653,10200.0,0.0,65.0
1644500954,10200.0,0.0,65.0
1644501254,10200.0,0.0,65.0
1644501554,10200.0,0.0,65.0
1644501855,10200.0,0.0,65.0
1644502155,10200.0,0.0,65.0
1644502455,10200.0,0.0,65.0
1644502756,10200.0,0.0,65.0
1644503056,10200.0,0.0,65.0
1644503357,10200.0,0.0,65.0
1644503657,10200.0,0.0,65.0
1644503957,10200.0,0.0,65.0
1644504182,,,65.0
1644504185,,,65.0
1644504186,,,65.0
1644504258,10200.0,0.0,65.0
1644504558,10200.0,0.0,65.0
1644504858,10200.0,0.0,65.0
1644505159,10200.0,0.0,65.0
1644505459,10200.0,0.0,65.0
1644505759,10200.0,0.0,65.0
1644506060,10200.0,0.0,65.0
1644506360,12400.0,0.0,64.0
1644506660,12200.0,100.0,64.0
1644506961,11500.0,500.0,64.0
1644507261,10000.0,1000.0,64.0
1644507561,9400.0,1500.0,64.0
1644507861,9100.0,1700.0,64.0
1644508162,9100.0,2100.0,64.0
1644508462,9200.0,2400.0,64.0
1644508762,8800.0,2700.0,64.0
1644509063,8400.0,3000.0,64.0
1644509363,8100.0,3400.0,64.0
1644509663,7600.0,3600.0,64.0
1644509964,7100.0,4000.0,64.0
1644510264,6700.0,4400.0,64.0
1644510564,6400.0,4700.0,64.0
1644510865,6000.0,5100.0,64.0
1644511165,5700.0,5400.0,64.0
1644511464,5300.0,5800.0,64.0
1644511765,4900.0,6100.0,64.0
1644512065,4600.0,6400.0,64.0
1644512365,4600.0,6600.0,64.0
1644512665,4300.0,7100.0,64.0
1644512698,,,64.0
1644512700,,,64.0
1644512966,4400.0,7300.0,64.0
1644513266,4100.0,7600.0,64.0
1644513566,3800.0,8000.0,64.0
1644513867,3800.0,8100.0,64.0
1644514167,3500.0,8400.0,64.0
1644514467,3500.0,8700.0,64.0
1644514768,3500.0,8700.0,64.0
1644515068,3300.0,8800.0,64.0
1644515368,3000.0,9100.0,64.0
1644515668,2700.0,9400.0,64.0
1644515969,2800.0,9300.0,64.0
1644516269,2800.0,9300.0,64.0
1644516569,2600.0,9500.0,64.0
1644516870,2500.0,9500.0,64.0
1644517170,2300.0,9700.0,64.0
1644517470,2100.0,9900.0,64.0
1644517771,1700.0,10200.0,64.0
1644518071,1900.0,10100.0,64.0
1644518371,1500.0,10400.0,64.0
1644518671,1500.0,10400.0,64.0
1644518972,1100.0,10600.0,64.0
1644519272,1100.0,10700.0,64.0
1644519572,1100.0,10700.0,64.0
1644519873,1100.0,10700.0,64.0
1644520173,1100.0,10700.0,64.0
1644520473,1100.0,10800.0,66.0
1644520774,1100.0,10800.0,66.0
1644521074,1100.0,10800.0,66.0
1644521374,1100.0,10800.0,66.0
1644521675,1100.0,10800.0,66.0
1644521975,1100.0,10800.0,66.0
1644522274,1100.0,10800.0,66.0
1644522575,1100.0,10800.0,66.0
1644522875,1000.0,10900.0,67.0
1644523175,300.0,10900.0,67.0
1644523475,300.0,11000.0,66.0
1644523776,300.0,11000.0,66.0
1644524076,300.0,11000.0,66.0
1644524376,300.0,11000.0,66.0
1644524677,300.0,11000.0,66.0
1644524977,300.0,11000.0,66.0
1644525277,300.0,11000.0,66.0
1644525578,300.0,11000.0,66.0
1644525878,300.0,11000.0,66.0
1644526178,300.0,11000.0,66.0
1644526478,300.0,11000.0,66.0
1644526779,300.0,11000.0,66.0
1644527079,300.0,11000.0,66.0
1644527379,300.0,11000.0,66.0
1644527680,300.0,11000.0,66.0
1644527980,300.0,11000.0,66.0
1644528269,,,66.0
1644528271,,,66.0
1644528272,,,66.0
1644528276,,,66.0
1644528280,300.0,11000.0,66.0
1644528581,300.0,11000.0,66.0
1644528881,300.0,11000.0,66.0
1644529181,300.0,11000.0,66.0
1644529481,300.0,11000.0,66.0
1644529782,300.0,11000.0,66.0
1644530082,300.0,11000.0,66.0
1644530382,300.0,11000.0,66.0
1644530683,300.0,11000.0,66.0
1644530983,300.0,11000.0,66.0
1644531283,300.0,11000.0,66.0
1644531583,300.0,11000.0,66.0
1644531884,300.0,11000.0,66.0
1644532184,300.0,11000.0,66.0
1644532484,300.0,11000.0,66.0
1644532785,300.0,11000.0,66.0
1644533084,300.0,11000.0,66.0
1644533384,300.0,11000.0,66.0
1644533685,300.0,11000.0,66.0
1644533985,300.0,11000.0,66.0
1644534285,300.0,11000.0,66.0
1644534586,300.0,11000.0,66.0
1644534886,300.0,11000.0,66.0
1644535186,300.0,11000.0,66.0
1644535487,300.0,11000.0,66.0
1644535787,300.0,11000.0,66.0
1644536087,300.0,11000.0,66.0
1644536387,300.0,11000.0,66.0
1644536688,300.0,11000.0,66.0
1644536988,300.0,11000.0,66.0
1644537288,300.0,11000.0,66.0
1644537589,300.0,11000.0,66.0
1644537889,300.0,11000.0,66.0
1644538189,300.0,11000.0,66.0
1644538490,300.0,11000.0,66.0
1644538790,300.0,11000.0,66.0
1644539090,300.0,11000.0,66.0
1644539391,300.0,11000.0,66.0
1644539691,300.0,11000.0,66.0
1644539991,300.0,11000.0,66.0
1644540291,300.0,11000.0,66.0
1644540592,300.0,11000.0,66.0
1644540892,300.0,11000.0,66.0
1644541192,300.0,11000.0,66.0
1644541493,300.0,11000.0,66.0
1644541793,300.0,11000.0,66.0
1644542093,300.0,11000.0,66.0
1644542394,300.0,11000.0,66.0
1644542694,300.0,11000.0,66.0
1644542994,300.0,11000.0,66.0
1644543294,300.0,11000.0,66.0
1644543595,300.0,11000.0,66.0
1644543894,300.0,11000.0,66.0
1644544195,300.0,11000.0,66.0
1644544495,300.0,11000.0,66.0
1644544597,,,64.0
1644544599,,,64.0
1644544601,,,64.0
1644544622,,,64.0
1644544795,0.0,10900.0,64.0
1644545095,0.0,10600.0,64.0
1644545396,0.0,10400.0,64.0
1644545696,0.0,10200.0,64.0
1644545996,0.0,9900.0,64.0
1644546297,0.0,9700.0,64.0
1644546491,,,64.0
1644546493,,,64.0
1644546496,,,64.0
1644546597,0.0,9600.0,64.0
1644546897,0.0,9600.0,64.0
1644547198,0.0,9600.0,64.0
1644547498,0.0,9600.0,64.0
1644547798,0.0,9600.0,64.0
1644548098,0.0,9600.0,64.0
1644548459,0.0,9600.0,64.0
1644548699,0.0,9600.0,64.0
1644548999,0.0,9600.0,64.0
1644549300,0.0,9600.0,64.0
1644549600,0.0,9600.0,64.0
1644549900,0.0,9600.0,64.0
1644550201,0.0,9600.0,64.0
1644550501,0.0,9600.0,64.0
1644550801,0.0,9600.0,64.0
1644551160,0.0,9600.0,64.0
1644551402,0.0,9600.0,64.0
1644551702,0.0,9600.0,64.0
1644552002,0.0,9600.0,64.0
1644552303,0.0,9600.0,64.0
1644552603,0.0,9600.0,64.0
1644552903,0.0,9600.0,64.0
1644553203,0.0,9100.0,66.0
1644553504,900.0,7800.0,67.0
1644553804,1000.0,7700.0,67.0
1644554104,1200.0,7500.0,67.0
1644554405,1300.0,7400.0,67.0
1644554704,1300.0,7400.0,67.0
1644555005,1300.0,7400.0,67.0
1644555238,,,67.0
1644555239,,,67.0
1644555305,1300.0,7400.0,67.0
1644555605,1300.0,7400.0,67.0
1644555905,1300.0,7400.0,67.0
1644556206,1300.0,7400.0,67.0
1644556506,1400.0,7300.0,67.0
1644556806,1400.0,7300.0,67.0
1644557107,1500.0,7300.0,67.0
1644557354,,,67.0
1644557407,1500.0,7300.0,67.0
1644557707,1500.0,7300.0,67.0
1644558008,1500.0,7300.0,67.0
1644558308,1500.0,7300.0,67.0
1644558608,1500.0,7300.0,67.0
1644558909,1500.0,7300.0,67.0
1644559209,1500.0,7300.0,67.0
1644559356,,,67.0
1644559509,1500.0,7300.0,67.0
1644559562,,,67.0
1644559809,1500.0,7300.0,67.0
1644560110,1500.0,7300.0,67.0
1644560410,1500.0,7300.0,67.0
1644560710,1500.0,7300.0,67.0
1644560796,,,67.0
1644561011,1500.0,7300.0,67.0
1644561311,1500.0,7300.0,67.0
1644561611,1500.0,7300.0,67.0
1644561912,1500.0,7300.0,67.0
1644562212,1500.0,7300.0,67.0
1644562512,1500.0,7300.0,67.0
1644562781,,,67.0
1644562812,1500.0,7300.0,67.0
1644563113,1500.0,7300.0,67.0
1644563413,1500.0,7300.0,67.0
1644563713,1500.0,7300.0,67.0
1644564014,1500.0,7300.0,67.0
1644564314,1500.0,7300.0,67.0
1644564614,1500.0,7300.0,67.0
1644564618,,,67.0
1644564915,1600.0,7400.0,67.0
1644565215,1600.0,7500.0,67.0
1644565515,1600.0,7500.0,67.0
1644565815,1700.0,7400.0,67.0
1644566116,1700.0,7400.0,67.0
1644566416,2000.0,7000.0,67.0
1644566716,2400.0,6500.0,67.0
1644567017,2600.0,6300.0,67.0
1644567317,2800.0,6100.0,67.0
1644567617,2800.0,6100.0,67.0
1644567917,3000.0,5900.0,67.0
1644568218,3100.0,5800.0,67.0
1644568518,3200.0,5800.0,67.0
1644568818,3200.0,5800.0,67.0
1644569118,3300.0,5700.0,67.0
1644569418,3400.0,5600.0,67.0
1644569718,3500.0,5500.0,67.0
1644570019,3600.0,5400.0,67.0
1644570319,3600.0,5400.0,67.0
1644570619,3600.0,5400.0,67.0
1644570920,3600.0,5400.0,67.0
1644571220,3700.0,5300.0,67.0
1644571520,3700.0,5300.0,67.0
1644571821,3800.0,5200.0,67.0
1644572121,3900.0,5100.0,67.0
1644572421,3900.0,5100.0,67.0
1644572722,4000.0,5100.0,67.0
1644573022,4000.0,5100.0,67.0
1644573322,4000.0,5100.0,67.0
1644573622,4000.0,5100.0,67.0
1644573923,4100.0,5000.0,67.0
1644574223,4100.0,5000.0,67.0
1644574523,4200.0,4900.0,67.0
1644574824,4200.0,4900.0,67.0
1644575124,4300.0,4800.0,67.0
1644575424,4300.0,4800.0,67.0
1644575725,4400.0,4700.0,67.0
1644576025,4400.0,4700.0,67.0
1644576325,4400.0,4700.0,67.0
1644576625,4600.0,4500.0,67.0
1644576926,4600.0,4500.0,67.0
1644577226,4700.0,4400.0,67.0
1644577526,4700.0,4400.0,67.0
1644577827,4800.0,4400.0,67.0
1644578127,5000.0,4200.0,67.0
1644578427,5200.0,4000.0,67.0
1644578728,5300.0,3900.0,67.0
1644579028,5300.0,3900.0,67.0
1644579328,5400.0,3800.0,67.0
1644579629,5600.0,3600.0,67.0
1644579928,5700.0,3600.0,67.0
1644580228,5800.0,3500.0,67.0
1644580528,5900.0,3400.0,67.0
1644580829,6000.0,3300.0,67.0
1644581129,6100.0,3200.0,67.0
1644581429,6300.0,3000.0,67.0
1644581730,6400.0,2900.0,67.0
1644582030,6500.0,2900.0,67.0
1644582330,6700.0,2700.0,67.0
1644582631,6800.0,2600.0,67.0
1644582931,7000.0,2400.0,67.0
1644583231,7100.0,2300.0,67.0
1644583531,7200.0,2200.0,67.0
1644583832,7200.0,2200.0,67.0
1644584132,7300.0,2200.0,67.0
1644584432,7400.0,2100.0,67.0
1644584733,7400.0,2100.0,67.0
1644585033,7500.0,2000.0,67.0
1644585333,7500.0,2000.0,67.0
1644585634,7600.0,1900.0,67.0
1644585934,7600.0,1900.0,67.0
1644586234,7600.0,1900.0,67.0
1644586534,7600.0,1900.0,67.0
1644586835,7700.0,1800.0,67.0
1644587135,7700.0,1800.0,67.0
1644587435,7800.0,1700.0,67.0
1644587736,7900.0,1600.0,67.0
1644588036,7900.0,1600.0,67.0
1644588336,7900.0,1600.0,67.0
1644588637,7900.0,1600.0,67.0
1644588937,7900.0,1600.0,67.0
1644589237,7900.0,1600.0,67.0
1644589538,7900.0,1600.0,67.0
1644589838,7900.0,1600.0,67.0
1644590138,7900.0,1600.0,67.0
1644590438,7900.0,1600.0,67.0
1644590738,7900.0,1600.0,67.0
1644591038,7900.0,1600.0,67.0
1644591338,7900.0,1600.0,67.0
1644591639,7900.0,1600.0,67.0
1644591939,7900.0,1600.0,67.0
1644592239,7900.0,1600.0,67.0
1644592540,7900.0,1600.0,67.0
1644592840,7900.0,1600.0,67.0
1644593140,7900.0,1600.0,67.0
1644593441,7900.0,1600.0,67.0
1644593741,7900.0,1600.0,67.0
1644594041,7900.0,1600.0,67.0
1644594341,7900.0,1600.0,67.0
1644594642,7900.0,1600.0,67.0
1644594942,7900.0,1600.0,67.0
1644595242,7900.0,1600.0,67.0
1644595543,7900.0,1600.0,67.0
1644595843,7900.0,1600.0,67.0
1644596143,7900.0,1600.0,67.0
1644596444,7900.0,1600.0,67.0
1644596744,7900.0,1600.0,67.0
1644597044,7900.0,1600.0,67.0
1644597345,7900.0,1600.0,67.0
1644597645,7900.0,1600.0,67.0
1644597945,7900.0,1600.0,67.0
1644598245,7900.0,1600.0,67.0
1644598546,7900.0,1600.0,67.0
1644598846,7900.0,1600.0,67.0
1644599146,7900.0,1600.0,67.0
1644599447,7900.0,1600.0,67.0
1644599747,7900.0,1600.0,67.0
1644600047,7900.0,1600.0,67.0
1644600347,7900.0,1600.0,67.0
1644600648,7900.0,1600.0,67.0
1644600948,7900.0,1600.0,67.0
1644601248,7900.0,1600.0,67.0
1644601548,7900.0,1600.0,67.0
