timestamp,normalUsage,reverseUsage,instanceElectricity,instanceCurrents,instanceCurrentsT,evRemainingChargableCapacity,evRemainingDischargableCapacity,vehicleStatus
1645634568,,,3788.0,,,,,
1645634599,,,3820.0,20.0,19.0,,,
1645634628,,,3868.0,,,,,
1645634659,,,3892.0,20.0,19.0,,,
1645634688,,,3920.0,,,,,
1645634719,,,3924.0,21.0,20.0,,,
1645634748,,,3848.0,,,,,
1645634779,,,3840.0,20.0,20.0,,,
1645634808,,,3540.0,,,,,
1645634839,,,3532.0,20.0,16.0,,,
1645634868,,,3560.0,,,,,
1645634899,,,3560.0,20.0,17.0,,,
1645634928,,,3588.0,,,,,
1645634959,,,3584.0,20.0,17.0,,,
1645634988,,,3584.0,,,,,
1645635019,,,3584.0,20.0,17.0,,,
1645635049,,,3576.0,,,,,
1645635079,,,3576.0,20.0,17.0,,,
1645635108,,,3576.0,,,,,
1645635139,,,3636.0,20.0,18.0,,,
1645635168,,,3704.0,,,,,
1645635199,,,3708.0,20.0,19.0,,,
1645635229,,,3740.0,,,,,
1645635259,,,3748.0,20.0,19.0,,,
1645635289,,,3756.0,,,,,
1645635319,,,3780.0,20.0,19.0,,,
1645635349,,,3824.0,,,,,
1645635379,,,3840.0,20.0,20.0,,,
1645635410,,,3872.0,,,,,
1645635440,,,3876.0,20.0,20.0,,,
1645635468,,,3864.0,,,,,
1645635500,,,4220.0,26.0,17.0,,,
1645635529,,,4208.0,,,,,
1645635560,,,4204.0,26.0,17.0,,,
1645635590,,,3592.0,,,,,
1645635600,6843.0,1211.7,,,,,,
1645635620,,,3592.0,20.0,17.0,,,
1645635648,,,3568.0,,,,,
1645635680,,,3580.0,20.0,17.0,,,
1645635709,,,3584.0,,,,,
1645635740,,,3396.0,18.0,15.0,,,
1645635769,,,3208.0,,,,,
1645635800,,,3212.0,18.0,15.0,,,
1645635829,,,3208.0,,,,,
1645635860,,,3320.0,18.0,17.0,,,
1645635889,,,3376.0,,,,,
1645635920,,,3376.0,18.0,17.0,,,
1645635949,,,3392.0,,,,,
1645635980,,,3412.0,18.0,17.0,,,
1645636009,,,3432.0,,,,,
1645636040,,,3436.0,18.0,18.0,,,
1645636069,,,3448.0,,,,,
1645636100,,,3216.0,18.0,15.0,,,
1645636129,,,3216.0,,,,,
1645636161,,,3216.0,18.0,15.0,,,
1645636189,,,3212.0,,,,,
1645636220,,,3212.0,18.0,15.0,,,
1645636250,,,3212.0,,,,,
1645636280,,,3212.0,18.0,15.0,,,
1645636309,,,3208.0,,,,,
1645636341,,,3212.0,18.0,15.0,,,
1645636369,,,3212.0,,,,,
1645636401,,,3216.0,18.0,15.0,,,
1645636430,,,3220.0,,,,,
1645636461,,,3216.0,18.0,15.0,,,
1645636490,,,3216.0,,,,,
1645636520,,,3216.0,18.0,15.0,,,
1645636550,,,3224.0,,,,,
1645636581,,,3224.0,18.0,15.0,,,
1645636609,,,3224.0,,,,,
1645636641,,,3224.0,18.0,15.0,,,
1645636670,,,3232.0,,,,,
1645636701,,,3224.0,18.0,15.0,,,
1645636730,,,3228.0,,,,,
1645636761,,,3232.0,18.0,15.0,,,
1645636790,,,3232.0,,,,,
1645636821,,,3232.0,18.0,15.0,,,
1645636850,,,3232.0,,,,,
1645636881,,,3240.0,18.0,15.0,,,
1645636910,,,3240.0,,,,,
1645636941,,,3240.0,18.0,15.0,,,
1645636970,,,3248.0,,,,,
1645637001,,,3220.0,18.0,15.0,,,
1645637030,,,3216.0,,,,,
1645637062,,,3216.0,18.0,15.0,,,
1645637091,,,3220.0,,,,,
1645637121,,,3220.0,18.0,15.0,,,
1645637150,,,3224.0,,,,,
1645637181,,,3216.0,18.0,15.0,,,
1645637210,,,3224.0,,,,,
1645637242,,,3224.0,18.0,15.0,,,
1645637270,,,3228.0,,,,,
1645637302,,,3220.0,18.0,15.0,,,
1645637333,,,3228.0,,,,,
1645637362,,,3224.0,18.0,15.0,,,
1645637390,,,3232.0,,,,,
1645637400,6844.7,1211.7,,,,,,
1645637422,,,3232.0,18.0,15.0,,,
1645637451,,,3236.0,,,,,
1645637481,,,3236.0,18.0,15.0,,,
1645637511,,,3244.0,,,,,
1645637541,,,3236.0,18.0,15.0,,,
1645637571,,,3244.0,,,,,
1645637601,,,3240.0,18.0,15.0,,,
1645637631,,,3240.0,,,,,
1645637663,,,3236.0,18.0,15.0,,,
1645637691,,,3240.0,,,,,
1645637722,,,3240.0,18.0,15.0,,,
1645637751,,,3244.0,,,,,
1645637782,,,3240.0,18.0,15.0,,,
1645637811,,,3244.0,,,,,
1645637842,,,3236.0,18.0,15.0,,,
1645637871,,,3244.0,,,,,
1645637902,,,3252.0,18.0,15.0,,,
1645637931,,,3252.0,,,,,
1645637962,,,3248.0,18.0,15.0,,,
1645637991,,,3244.0,,,,,
1645638023,,,3244.0,18.0,15.0,,,
1645638051,,,3248.0,,,,,
1645638082,,,3252.0,18.0,15.0,,,
1645638111,,,3248.0,,,,,
1645638142,,,3248.0,18.0,15.0,,,
1645638171,,,3252.0,,,,,
1645638202,,,3252.0,18.0,15.0,,,
1645638232,,,3248.0,,,,,
1645638262,,,3248.0,18.0,15.0,,,
1645638291,,,3264.0,,,,,
1645638322,,,3264.0,18.0,15.0,,,
1645638352,,,3260.0,,,,,
1645638382,,,3260.0,18.0,15.0,,,
1645638411,,,3264.0,,,,,
1645638442,,,3268.0,18.0,15.0,,,
1645638471,,,3268.0,,,,,
1645638502,,,3272.0,18.0,15.0,,,
1645638531,,,3268.0,,,,,
1645638563,,,3300.0,18.0,16.0,,,
1645638592,,,3308.0,,,,,
1645638623,,,3312.0,18.0,16.0,,,
1645638652,,,3308.0,,,,,
1645638683,,,3312.0,18.0,15.0,,,
1645638712,,,3276.0,,,,,
1645638743,,,3280.0,18.0,15.0,,,
1645638772,,,3280.0,,,,,
1645638803,,,3284.0,18.0,16.0,,,
1645638832,,,3284.0,,,,,
1645638863,,,3288.0,18.0,16.0,,,
1645638892,,,3292.0,,,,,
1645638923,,,3292.0,18.0,16.0,,,
1645638952,,,3292.0,,,,,
1645638983,,,3300.0,18.0,16.0,,,
1645639012,,,3304.0,,,,,
1645639043,,,3300.0,18.0,16.0,,,
1645639072,,,3304.0,,,,,
1645639103,,,3308.0,18.0,16.0,,,
1645639132,,,3308.0,,,,,
1645639163,,,3312.0,18.0,16.0,,,
1645639192,,,3304.0,,,,,
1645639200,6846.3,1211.7,,,,,,
1645639224,,,5316.0,27.0,25.0,,,
1645639252,,,5332.0,,,,,
1645639284,,,5336.0,27.0,25.0,,,
1645639312,,,5336.0,,,,,
1645639343,,,5348.0,28.0,25.0,,,
1645639372,,,5352.0,,,,,
1645639403,,,5348.0,28.0,25.0,,,
1645639432,,,5356.0,,,,,
1645639463,,,5356.0,28.0,25.0,,,
1645639493,,,5360.0,,,,,
1645639524,,,5360.0,27.0,25.0,,,
1645639553,,,5368.0,,,,,
1645639584,,,5364.0,28.0,25.0,,,
1645639613,,,5368.0,,,,,
1645639644,,,5368.0,28.0,25.0,,,
1645639674,,,5372.0,,,,,
1645639704,,,5376.0,28.0,25.0,,,
1645639733,,,5384.0,,,,,
1645639764,,,5380.0,28.0,25.0,,,
1645639793,,,5384.0,,,,,
1645639824,,,5384.0,28.0,25.0,,,
1645639853,,,5392.0,,,,,
1645639884,,,5396.0,28.0,25.0,,,
1645639913,,,5392.0,,,,,
1645639944,,,5400.0,28.0,25.0,,,
1645639973,,,5396.0,,,,,
1645640004,,,5396.0,28.0,25.0,,,
1645640033,,,5400.0,,,,,
1645640064,,,5404.0,28.0,25.0,,,
1645640094,,,5412.0,,,,,
1645640125,,,5412.0,28.0,25.0,,,
1645640153,,,5412.0,,,,,
1645640184,,,5416.0,28.0,25.0,,,
1645640213,,,5416.0,,,,,
1645640244,,,5424.0,28.0,25.0,,,
1645640273,,,5420.0,,,,,
1645640304,,,5436.0,28.0,25.0,,,
1645640334,,,5436.0,,,,,
1645640364,,,5440.0,28.0,25.0,,,
1645640393,,,5440.0,,,,,
1645640425,,,5444.0,28.0,25.0,,,
1645640453,,,5440.0,,,,,
1645640485,,,5456.0,28.0,25.0,,,
1645640514,,,5456.0,,,,,
1645640545,,,5452.0,28.0,26.0,,,
1645640574,,,5452.0,,,,,
1645640605,,,5460.0,28.0,26.0,,,
1645640634,,,5472.0,,,,,
1645640666,,,5472.0,28.0,26.0,,,
1645640694,,,5472.0,,,,,
1645640725,,,5476.0,28.0,26.0,,,
1645640754,,,5480.0,,,,,
1645640785,,,5480.0,28.0,26.0,,,
1645640814,,,5480.0,,,,,
1645640845,,,5488.0,28.0,26.0,,,
1645640874,,,5484.0,,,,,
1645640905,,,5488.0,28.0,26.0,,,
1645640934,,,5484.0,,,,,
1645640965,,,5488.0,28.0,26.0,,,
1645640994,,,5492.0,,,,,
1645641000,6849.0,1211.7,,,,,,
1645641025,,,5488.0,28.0,26.0,,,
1645641054,,,5492.0,,,,,
1645641085,,,5496.0,28.0,26.0,,,
1645641114,,,5488.0,,,,,
1645641145,,,5496.0,28.0,26.0,,,
1645641174,,,5496.0,,,,,
1645641205,,,5500.0,28.0,26.0,,,
1645641235,,,5500.0,,,,,
1645641265,,,5504.0,28.0,26.0,,,
1645641294,,,5496.0,,,,,
1645641325,,,5504.0,28.0,26.0,,,
1645641355,,,5508.0,,,,,
1645641385,,,5504.0,28.0,26.0,,,
1645641415,,,5508.0,,,,,
1645641446,,,5516.0,28.0,26.0,,,
1645641475,,,5512.0,,,,,
1645641505,,,5512.0,28.0,26.0,,,
1645641535,,,2592.0,,,,,
1645641567,,,2576.0,14.0,11.0,,,
1645641595,,,2584.0,,,,,
1645641625,,,2572.0,14.0,11.0,,,
1645641655,,,2540.0,,,,,
1645641685,,,2540.0,14.0,11.0,,,
1645641715,,,2544.0,,,,,
1645641745,,,2540.0,14.0,11.0,,,
1645641775,,,2544.0,,,,,
1645641806,,,2540.0,14.0,11.0,,,
1645641835,,,2548.0,,,,,
1645641866,,,2544.0,14.0,11.0,,,
1645641895,,,2544.0,,,,,
1645641926,,,2544.0,14.0,11.0,,,
1645641955,,,2548.0,,,,,
1645641986,,,2552.0,14.0,11.0,,,
1645642015,,,2552.0,,,,,
1645642046,,,2544.0,14.0,11.0,,,
1645642075,,,2540.0,,,,,
1645642106,,,2540.0,14.0,11.0,,,
1645642135,,,2572.0,,,,,
1645642167,,,2572.0,14.0,11.0,,,
1645642195,,,2568.0,,,,,
1645642226,,,2572.0,14.0,11.0,,,
1645642255,,,2564.0,,,,,
1645642286,,,2564.0,14.0,11.0,,,
1645642315,,,2568.0,,,,,
1645642346,,,2560.0,14.0,11.0,,,
1645642375,,,2556.0,,,,,
1645642406,,,2560.0,14.0,11.0,,,
1645642435,,,2560.0,,,,,
1645642466,,,2560.0,14.0,11.0,,,
1645642496,,,2560.0,,,,,
1645642526,,,2564.0,14.0,11.0,,,
1645642556,,,2560.0,,,,,
1645642587,,,2532.0,13.0,11.0,,,
1645642616,,,2508.0,,,,,
1645642647,,,2492.0,13.0,11.0,,,
1645642676,,,2472.0,,,,,
1645642707,,,2464.0,13.0,11.0,,,
1645642736,,,2440.0,,,,,
1645642767,,,2432.0,13.0,11.0,,,
1645642796,,,2420.0,,,,,
1645642800,6850.7,1211.7,,,,,,
1645642827,,,2392.0,13.0,10.0,,,
1645642856,,,2380.0,,,,,
1645642887,,,2372.0,13.0,10.0,,,
1645642916,,,2352.0,,,,,
1645642947,,,2340.0,13.0,10.0,,,
1645642976,,,2328.0,,,,,
1645643007,,,2324.0,13.0,10.0,,,
1645643036,,,2308.0,,,,,
1645643067,,,2300.0,12.0,10.0,,,
1645643096,,,2284.0,,,,,
1645643127,,,2276.0,12.0,10.0,,,
1645643156,,,2264.0,,,,,
1645643187,,,2244.0,12.0,10.0,,,
1645643216,,,2228.0,,,,,
1645643247,,,2216.0,12.0,10.0,,,
1645643276,,,2200.0,,,,,
1645643308,,,2188.0,12.0,9.0,,,
1645643337,,,2172.0,,,,,
1645643367,,,2164.0,12.0,9.0,,,
1645643396,,,2144.0,,,,,
1645643427,,,2140.0,12.0,9.0,,,
1645643456,,,2120.0,,,,,
1645643487,,,2116.0,12.0,9.0,,,
1645643517,,,2092.0,,,,,
1645643548,,,2072.0,11.0,9.0,,,
1645643577,,,2064.0,,,,,
1645643608,,,2052.0,11.0,9.0,,,
1645643636,,,2036.0,,,,,
1645643668,,,2028.0,11.0,9.0,,,
1645643697,,,2024.0,,,,,
1645643728,,,2016.0,11.0,9.0,,,
1645643757,,,2004.0,,,,,
1645643788,,,2140.0,11.0,10.0,,,
1645643817,,,2124.0,,,,,
1645643848,,,2124.0,11.0,10.0,,,
1645643877,,,2100.0,,,,,
1645643909,,,2088.0,11.0,10.0,,,
1645643937,,,2080.0,,,,,
1645643968,,,2076.0,11.0,10.0,,,
1645643997,,,2060.0,,,,,
1645644028,,,2044.0,11.0,9.0,,,
1645644057,,,2032.0,,,,,
1645644088,,,2016.0,11.0,9.0,,,
1645644117,,,2004.0,,,,,
1645644148,,,1992.0,10.0,9.0,,,
1645644177,,,1976.0,,,,,
1645644208,,,1972.0,10.0,9.0,,,
1645644237,,,1956.0,,,,,
1645644268,,,1948.0,10.0,9.0,,,
1645644297,,,1924.0,,,,,
1645644328,,,1920.0,10.0,9.0,,,
1645644357,,,1900.0,,,,,
1645644389,,,1888.0,10.0,9.0,,,
1645644418,,,1880.0,,,,,
1645644448,,,1872.0,10.0,9.0,,,
1645644478,,,1860.0,,,,,
1645644509,,,1848.0,10.0,9.0,,,
1645644538,,,1836.0,,,,,
1645644568,,,1832.0,10.0,8.0,,,
1645644598,,,1812.0,,,,,
1645644600,6851.8,1211.7,,,,,,
1645644628,,,1808.0,9.0,8.0,,,
1645644657,,,1788.0,,,,,
1645644688,,,1788.0,9.0,8.0,,,
1645644718,,,1772.0,,,,,
1645644748,,,1764.0,9.0,8.0,,,
1645644778,,,1740.0,,,,,
1645644809,,,1736.0,9.0,8.0,,,
1645644838,,,1720.0,,,,,
1645644869,,,1712.0,9.0,8.0,,,
1645644898,,,1708.0,,,,,
1645644929,,,1700.0,9.0,8.0,,,
1645644958,,,1680.0,,,,,
1645644989,,,1668.0,9.0,8.0,,,
1645645018,,,1656.0,,,,,
1645645049,,,1644.0,9.0,8.0,,,
1645645078,,,1632.0,,,,,
1645645109,,,1620.0,9.0,7.0,,,
1645645138,,,1608.0,,,,,
1645645169,,,1600.0,9.0,7.0,,,
1645645198,,,1588.0,,,,,
1645645229,,,1580.0,8.0,7.0,,,
1645645258,,,1564.0,,,,,
1645645289,,,1560.0,8.0,7.0,,,
1645645318,,,1544.0,,,,,
1645645349,,,1536.0,8.0,7.0,,,
1645645378,,,1528.0,,,,,
1645645409,,,1520.0,8.0,7.0,,,
1645645439,,,1328.0,,,,,
1645645469,,,1320.0,8.0,5.0,,,
1645645499,,,1308.0,,,,,
1645645529,,,1304.0,8.0,5.0,,,
1645645559,,,1296.0,,,,,
1645645589,,,1292.0,8.0,5.0,,,
1645645618,,,1332.0,,,,,
1645645649,,,1312.0,8.0,6.0,,,
1645645679,,,1292.0,,,,,
1645645709,,,1280.0,8.0,5.0,,,
1645645738,,,1276.0,,,,,
1645645770,,,1272.0,8.0,5.0,,,
1645645799,,,1264.0,,,,,
1645645830,,,1260.0,8.0,5.0,,,
1645645859,,,1252.0,,,,,
1645645890,,,6132.0,31.0,29.0,,,
1645645919,,,6124.0,,,,,
1645645950,,,6108.0,31.0,29.0,,,
1645645980,,,6108.0,,,,,
1645646010,,,6132.0,31.0,29.0,,,
1645646039,,,6124.0,,,,,
1645646070,,,6116.0,31.0,29.0,,,
1645646099,,,6112.0,,,,,
1645646130,,,6112.0,29.0,30.0,,,
1645646159,,,6108.0,,,,,
1645646190,,,6104.0,29.0,30.0,,,
1645646219,,,6104.0,,,,,
1645646250,,,6108.0,29.0,30.0,,,
1645646279,,,6108.0,,,,,
1645646311,,,6108.0,31.0,29.0,,,
1645646340,,,6096.0,,,,,
1645646370,,,6148.0,31.0,29.0,,,
1645646400,6853.2,1211.7,6148.0,,,,,
1645646431,,,6108.0,31.0,29.0,,,
1645646459,,,6152.0,,,,,
1645646490,,,6056.0,30.0,28.0,,,
1645646520,,,5960.0,,,,,
1645646550,,,6132.0,31.0,29.0,,,
1645646580,,,6128.0,,,,,
1645646610,,,6140.0,31.0,29.0,,,
1645646639,,,6088.0,,,,,
1645646671,,,6080.0,31.0,29.0,,,
1645646700,,,6076.0,,,,,
1645646731,,,6112.0,31.0,29.0,,,
1645646760,,,6120.0,,,,,
1645646791,,,6100.0,31.0,29.0,,,
1645646820,,,6112.0,,,,,
1645646851,,,6100.0,31.0,29.0,,,
1645646880,,,6112.0,,,,,
1645646912,,,6112.0,31.0,29.0,,,
1645646940,,,6100.0,,,,,
1645646971,,,6104.0,31.0,29.0,,,
1645647000,,,6084.0,,,,,
1645647031,,,6080.0,31.0,29.0,,,
1645647060,,,6068.0,,,,,
1645647092,,,6056.0,31.0,29.0,,,
1645647120,,,6052.0,,,,,
1645647151,,,6080.0,31.0,29.0,,,
1645647180,,,6068.0,,,,,
1645647211,,,6068.0,31.0,29.0,,,
1645647240,,,6064.0,,,,,
1645647271,,,6128.0,31.0,29.0,,,
1645647300,,,6132.0,,,,,
1645647331,,,6104.0,31.0,29.0,,,
1645647360,,,6116.0,,,,,
1645647391,,,6120.0,31.0,29.0,,,
1645647421,,,6116.0,,,,,
1645647451,,,6092.0,31.0,29.0,,,
1645647480,,,6112.0,,,,,
1645647511,,,6124.0,31.0,29.0,,,
1645647540,,,6096.0,,,,,
1645647571,,,6096.0,31.0,28.0,,,
1645647603,,,6048.0,,,,,
1645647631,,,5664.0,29.0,27.0,,,
1645647661,,,6100.0,,,,,
1645647692,,,6004.0,30.0,28.0,,,
1645647721,,,6004.0,,,,,
1645647753,,,5996.0,30.0,28.0,,,
1645647781,,,5992.0,,,,,
1645647812,,,5868.0,29.0,26.0,,,
1645647841,,,5984.0,,,,,
1645647872,,,5980.0,30.0,28.0,,,
1645647901,,,5964.0,,,,,
1645647932,,,5592.0,28.0,26.0,,,
1645647961,,,5528.0,,,,,
1645647992,,,5524.0,28.0,26.0,,,
1645648021,,,5956.0,,,,,
1645648052,,,5520.0,28.0,26.0,,,
1645648081,,,5084.0,,,,,
1645648112,,,5084.0,26.0,24.0,,,
1645648141,,,5116.0,,,,,
1645648172,,,5080.0,26.0,24.0,,,
1645648200,6856.2,1211.7,,,,,,
1645648202,,,5064.0,,,,,
1645648232,,,5064.0,26.0,24.0,,,
1645648261,,,5060.0,,,,,
1645648292,,,5060.0,26.0,23.0,,,
1645648321,,,5056.0,,,,,
1645648353,,,5052.0,26.0,23.0,,,
1645648381,,,5044.0,,,,,
1645648412,,,5044.0,26.0,23.0,,,
1645648441,,,5036.0,,,,,
1645648472,,,5036.0,26.0,23.0,,,
1645648501,,,5036.0,,,,,
1645648533,,,5032.0,25.0,23.0,,,
1645648562,,,4596.0,,,,,
1645648592,,,5020.0,25.0,23.0,,,
1645648622,,,5020.0,,,,,
1645648652,,,4584.0,23.0,21.0,,,
1645648681,,,4576.0,,,,,
1645648713,,,4352.0,22.0,20.0,,,
1645648741,,,4336.0,,,,,
1645648773,,,4360.0,21.0,22.0,,,
1645648802,,,4304.0,,,,,
1645648833,,,4312.0,22.0,20.0,,,
1645648861,,,4312.0,,,,,
1645648892,,,4312.0,22.0,20.0,,,
1645648923,,,3872.0,,,,,
1645648953,,,4304.0,22.0,20.0,,,
1645648982,,,4308.0,,,,,
1645649013,,,3880.0,20.0,18.0,,,
1645649042,,,3872.0,,,,,
1645649072,,,3880.0,20.0,18.0,,,
1645649102,,,3440.0,,,,,
1645649133,,,3872.0,20.0,18.0,,,
1645649162,,,3872.0,,,,,
1645649193,,,3872.0,20.0,18.0,,,
1645649222,,,3872.0,,,,,
1645649253,,,3772.0,20.0,18.0,,,
1645649282,,,3724.0,,,,,
1645649314,,,3880.0,20.0,18.0,,,
1645649342,,,3880.0,,,,,
1645649373,,,3452.0,18.0,15.0,,,
1645649402,,,3884.0,,,,,
1645649433,,,3460.0,18.0,16.0,,,
1645649462,,,3884.0,,,,,
1645649493,,,3600.0,19.0,16.0,,,
1645649522,,,3448.0,,,,,
1645649553,,,3876.0,20.0,17.0,,,
1645649582,,,3444.0,,,,,
1645649613,,,3464.0,18.0,16.0,,,
1645649643,,,3980.0,,,,,
1645649673,,,3608.0,18.0,17.0,,,
1645649703,,,3804.0,,,,,
1645649734,,,3976.0,19.0,20.0,,,
1645649762,,,4248.0,,,,,
1645649794,,,4632.0,21.0,26.0,,,
1645649823,,,5216.0,,,,,
1645649854,,,5732.0,26.0,32.0,,,
1645649883,,,6180.0,,,,,
1645649913,,,6204.0,28.0,34.0,,,
1645649943,,,6188.0,,,,,
1645649974,,,6128.0,27.0,34.0,,,
1645650000,6858.4,1211.7,,,,,,
1645650003,,,5924.0,,,,,
1645650033,,,5464.0,23.0,32.0,,,
1645650063,,,5560.0,,,,,
1645650094,,,5332.0,23.0,31.0,,,
1645650123,,,5084.0,,,,,
1645650155,,,4764.0,20.0,28.0,,,
1645650183,,,5744.0,,,,,
1645650214,,,5188.0,27.0,25.0,,,
1645650243,,,4520.0,,,,,
1645650274,,,4112.0,19.0,21.0,,,
1645650303,,,3876.0,,,,,
1645650334,,,3688.0,18.0,16.0,,,
1645650363,,,3812.0,,,,,
1645650394,,,4804.0,30.0,17.0,,,
1645650423,,,4288.0,,,,,
1645650454,,,3948.0,21.0,18.0,,,
1645650483,,,3812.0,,,,,
1645650514,,,3556.0,19.0,16.0,,,
1645650543,,,3564.0,,,,,
1645650574,,,3768.0,20.0,18.0,,,
1645650603,,,3960.0,,,,,
1645650635,,,4104.0,20.0,20.0,,,
1645650664,,,4780.0,,,,,
1645650695,,,3784.0,19.0,19.0,,,
1645650724,,,3988.0,,,,,
1645650750,,,3808.0,19.0,19.0,,,
1645650780,,,3800.0,,,,,
1645650793,,,,,,1000.0,9400.0,67.0
1645650810,,,3808.0,19.0,19.0,,,
1645650840,,,3776.0,,,,,
1645650871,,,3768.0,19.0,19.0,,,
1645650900,,,3764.0,,,,,
1645650931,,,4000.0,19.0,21.0,,,
1645650960,,,3660.0,,,,,
1645650991,,,3756.0,19.0,19.0,,,
1645651020,,,3768.0,,,,,
1645651051,,,3768.0,19.0,19.0,,,
1645651080,,,4780.0,,,,,
1645651093,,,,,,1100.0,9300.0,67.0
1645651113,,,4780.0,29.0,19.0,,,
1645651140,,,3796.0,,,,,
1645651171,,,4792.0,29.0,19.0,,,
1645651200,,,4788.0,,,,,
1645651231,,,3996.0,25.0,17.0,,,
1645651260,,,4544.0,,,,,
1645651291,,,4788.0,29.0,19.0,,,
1645651314,,,,,,,,67.0
1645651320,,,4792.0,,,,,67.0
1645651322,,,,,,,,67.0
1645651351,,,4224.0,29.0,19.0,,,
1645651380,,,4544.0,,,,,
1645651393,,,,,,1000.0,9400.0,67.0
1645651411,,,4796.0,29.0,19.0,,,
1645651440,,,4804.0,,,,,
1645651472,,,4696.0,29.0,19.0,,,
1645651500,,,4000.0,,,,,
1645651532,,,3780.0,21.0,17.0,,,
1645651561,,,4308.0,,,,,
1645651592,,,3812.0,24.0,16.0,,,
1645651621,,,2812.0,,,,,
1645651652,,,3776.0,20.0,15.0,,,
1645651681,,,4016.0,,,,,
1645651694,,,,,,600.0,9700.0,67.0
1645651711,,,4016.0,25.0,15.0,,,
1645651741,,,4016.0,,,,,
1645651772,,,4020.0,25.0,15.0,,,
1645651800,6860.5,1211.7,,,,,,
1645651801,,,4172.0,,,,,
1645651832,,,3888.0,26.0,17.0,,,
1645651861,,,3260.0,,,,,
1645651892,,,3376.0,17.0,17.0,,,
1645651921,,,3432.0,,,,,
1645651952,,,4304.0,24.0,17.0,,,
1645651981,,,3952.0,,,,,
1645651994,,,,,,600.0,9700.0,67.0
1645652013,,,3624.0,20.0,17.0,,,
1645652041,,,3348.0,,,,,
1645652072,,,2848.0,14.0,13.0,,,
1645652102,,,1296.0,,,,,
1645652132,,,1264.0,7.0,7.0,,,
1645652161,,,1244.0,,,,,
1645652192,,,1564.0,7.0,7.0,,,
1645652221,,,1736.0,,,,,
1645652252,,,1380.0,8.0,7.0,,,
1645652282,,,1136.0,,,,,
1645652294,,,,,,0.0,10200.0,66.0
1645652312,,,1064.0,6.0,6.0,,,
1645652341,,,872.0,,,,,
1645652372,,,872.0,6.0,4.0,,,
1645652402,,,564.0,,,,,
1645652433,,,564.0,6.0,3.0,,,
1645652462,,,564.0,,,,,
1645652492,,,564.0,6.0,3.0,,,
1645652523,,,728.0,,,,,
1645652553,,,840.0,7.0,4.0,,,
1645652582,,,848.0,,,,,
1645652595,,,,,,0.0,10200.0,66.0
1645652612,,,904.0,7.0,4.0,,,
1645652642,,,956.0,,,,,
1645652673,,,984.0,7.0,4.0,,,
1645652702,,,1068.0,,,,,
1645652733,,,1152.0,8.0,6.0,,,
1645652762,,,1184.0,,,,,
1645652793,,,1224.0,8.0,7.0,,,
1645652822,,,1208.0,,,,,
1645652853,,,1240.0,8.0,7.0,,,
1645652882,,,1184.0,,,,,
1645652895,,,,,,0.0,10200.0,66.0
1645652913,,,1180.0,7.0,7.0,,,
1645652942,,,1180.0,,,,,
1645652973,,,1164.0,7.0,7.0,,,
1645653002,,,1068.0,,,,,
1645653033,,,996.0,6.0,6.0,,,
1645653062,,,708.0,,,,,
1645653093,,,704.0,5.0,5.0,,,
1645653122,,,2244.0,,,,,
1645653153,,,3568.0,17.0,19.0,,,
1645653182,,,2156.0,,,,,
1645653195,,,,,,0.0,10200.0,66.0
1645653213,,,2248.0,5.0,18.0,,,
1645653242,,,952.0,,,,,
1645653273,,,996.0,6.0,6.0,,,
1645653303,,,1004.0,,,,,
1645653334,,,3668.0,18.0,19.0,,,
1645653362,,,1112.0,,,,,
1645653393,,,1132.0,6.0,7.0,,,
1645653422,,,1132.0,,,,,
1645653454,,,1148.0,7.0,7.0,,,
1645653482,,,1136.0,,,,,
1645653496,,,,,,0.0,10200.0,66.0
1645653514,,,1128.0,7.0,7.0,,,
1645653541,,,,,,,,66.0
1645653543,,,956.0,,,,,66.0
1645653544,,,,,,,,66.0
1645653574,,,904.0,7.0,4.0,,,
1645653600,6861.3,1211.7,,,,,,
1645653603,,,848.0,,,,,
1645653634,,,124.0,3.0,2.0,,,
1645653663,,,128.0,,,,,
1645653694,,,124.0,3.0,2.0,,,
1645653723,,,124.0,,,,,
1645653754,,,128.0,3.0,2.0,,,
1645653783,,,128.0,,,,,
1645653796,,,,,,0.0,10200.0,66.0
1645653814,,,128.0,3.0,2.0,,,
1645653843,,,128.0,,,,,
1645653874,,,124.0,3.0,2.0,,,
1645653905,,,124.0,,,,,
1645653935,,,124.0,3.0,2.0,,,
1645653963,,,124.0,,,,,
1645653994,,,124.0,3.0,3.0,,,
1645654023,,,124.0,,,,,
1645654054,,,124.0,3.0,3.0,,,
1645654083,,,124.0,,,,,
1645654096,,,,,,0.0,10200.0,66.0
1645654114,,,124.0,3.0,3.0,,,
1645654143,,,124.0,,,,,
1645654175,,,124.0,3.0,3.0,,,
1645654204,,,124.0,,,,,
1645654235,,,124.0,3.0,4.0,,,
1645654264,,,124.0,,,,,
1645654295,,,124.0,3.0,4.0,,,
1645654324,,,124.0,,,,,
1645654355,,,124.0,3.0,4.0,,,
1645654384,,,124.0,,,,,
1645654397,,,,,,0.0,10200.0,66.0
1645654415,,,124.0,3.0,4.0,,,
1645654444,,,124.0,,,,,
1645654475,,,128.0,3.0,4.0,,,
1645654504,,,124.0,,,,,
1645654536,,,124.0,3.0,4.0,,,
1645654564,,,124.0,,,,,
1645654595,,,92.0,3.0,2.0,,,
1645654624,,,76.0,,,,,
