timestamp,normalUsage,reverseUsage,instanceElectricity,instanceCurrents,instanceCurrentsT
1644555633,,,-20.0,2.0,-1.0
1644555662,,,15.0,,
1644555693,,,2.0,2.0,-1.0
1644555722,,,3.0,,
1644555753,,,1.0,2.0,-1.0
1644555782,,,1.0,,
1644555813,,,2.0,2.0,-1.0
1644555842,,,-4.0,,
1644555874,,,-2.0,2.0,-1.0
1644555902,,,-4.0,,
1644555934,,,-14.0,2.0,-1.0
1644555962,,,-4.0,,
1644555994,,,-17.0,2.0,-1.0
1644556022,,,-3.0,,
1644556055,,,13.0,2.0,-1.0
1644556082,,,15.0,,
1644556114,,,-130.0,2.0,-1.0
1644556142,,,-9.0,,
1644556174,,,-4.0,2.0,-1.0
1644556202,,,23.0,,
1644556233,,,-2.0,2.0,-1.0
1644556262,,,6.0,,
1644556294,,,-1.0,2.0,-1.0
1644556322,,,1.0,,
1644556354,,,28.0,2.0,-2.0
1644556384,,,8.0,,
1644556414,,,-4.0,2.0,-1.0
1644556443,,,-3.0,,
1644556474,,,-2.0,2.0,-1.0
1644556503,,,4.0,,
1644556534,,,2.0,2.0,-1.0
1644556563,,,0.0,,
1644556594,,,5.0,2.0,-1.0
1644556623,,,2.0,,
1644556654,,,2.0,2.0,-1.0
1644556683,,,2.0,,
1644556714,,,-3.0,2.0,-1.0
1644556743,,,5.0,,
1644556774,,,-8.0,1.0,-1.0
1644556803,,,-6.0,,
1644556835,,,-1.0,1.0,-1.0
1644556863,,,-2.0,,
1644556894,,,27.0,-2.0,1.0
1644556924,,,4.0,,
1644556955,,,-4.0,2.0,-1.0
1644556983,,,4.0,,
1644557017,,,-6.0,1.0,-1.0
1644557045,,,1.0,,
1644557075,,,0.0,1.0,-1.0
1644557104,,,0.0,,
1644557136,,,-5.0,1.0,-1.0
1644557164,,,4.0,,
1644557195,,,5.0,2.0,-1.0
1644557223,,,5.0,,
1644557255,,,14.0,2.0,-1.0
1644557284,,,3.0,,
1644557315,,,6.0,2.0,1.0
1644557344,,,3.0,,
1644557377,,,-24.0,2.0,-1.0
1644557400,4981.5,608.9,,,
1644557404,,,17.0,,
1644557435,,,21.0,2.0,-1.0
1644557464,,,38.0,,
1644557495,,,11.0,2.0,-1.0
1644557524,,,2.0,,
1644557555,,,1.0,2.0,-1.0
1644557584,,,2.0,,
1644557616,,,3.0,2.0,-1.0
1644557644,,,2.0,,
1644557676,,,0.0,2.0,-1.0
1644557704,,,-6.0,,
1644557736,,,-14.0,2.0,-1.0
1644557766,,,-6.0,,
1644557796,,,-15.0,2.0,-1.0
1644557824,,,2.0,,
1644557855,,,-8.0,2.0,-1.0
1644557884,,,-3.0,,
1644557916,,,-605.0,-3.0,-4.0
1644557944,,,-595.0,,
1644557976,,,-592.0,-2.0,-4.0
1644558005,,,-590.0,,
1644558036,,,-604.0,-3.0,-4.0
1644558064,,,-585.0,,
1644558096,,,-578.0,-3.0,-4.0
1644558125,,,-580.0,,
1644558156,,,-584.0,-2.0,-4.0
1644558185,,,-573.0,,
1644558216,,,-579.0,-2.0,-4.0
1644558245,,,-563.0,,
1644558276,,,-579.0,-2.0,-4.0
1644558305,,,-565.0,,
1644558336,,,-562.0,-2.0,-4.0
1644558365,,,-567.0,,
1644558396,,,-581.0,-2.0,-4.0
1644558426,,,-587.0,,
1644558456,,,-578.0,-2.0,-4.0
1644558485,,,-570.0,,
1644558516,,,-578.0,-2.0,-4.0
1644558545,,,-581.0,,
1644558577,,,-575.0,-2.0,-4.0
1644558606,,,-558.0,,
1644558636,,,-550.0,-2.0,-4.0
1644558665,,,-545.0,,
1644558696,,,-539.0,-2.0,-4.0
1644558725,,,-544.0,,
1644558757,,,-552.0,-2.0,-4.0
1644558786,,,-545.0,,
1644558817,,,-530.0,-2.0,-4.0
1644558845,,,-532.0,,
1644558877,,,-544.0,-2.0,-4.0
1644558905,,,-544.0,,
1644558937,,,-546.0,-2.0,-4.0
1644558966,,,-541.0,,
1644558998,,,-522.0,-2.0,-4.0
1644559026,,,-515.0,,
1644559057,,,-509.0,-2.0,-4.0
1644559085,,,-503.0,,
1644559117,,,-478.0,-2.0,-4.0
1644559147,,,-479.0,,
1644559177,,,-474.0,-2.0,-3.0
1644559200,4981.5,609.1,,,
1644559206,,,-471.0,,
1644559237,,,-466.0,-2.0,-4.0
1644559266,,,-430.0,,
1644559297,,,-466.0,-2.0,-4.0
1644559326,,,-419.0,,
1644559357,,,-435.0,-2.0,-3.0
1644559386,,,-442.0,,
1644559417,,,-440.0,-2.0,-3.0
1644559446,,,-448.0,,
1644559477,,,-442.0,-2.0,-3.0
1644559506,,,-430.0,,
1644559537,,,-187.0,-2.0,-3.0
1644559566,,,-403.0,,
1644559598,,,-392.0,-2.0,-3.0
1644559626,,,-436.0,,
1644559658,,,-431.0,-2.0,-3.0
1644559687,,,-440.0,,
1644559718,,,-456.0,-2.0,-3.0
1644559746,,,-427.0,,
1644559777,,,-447.0,-2.0,-2.0
1644559807,,,-455.0,,
1644559838,,,-454.0,-2.0,-3.0
1644559866,,,-453.0,,
1644559898,,,-434.0,-2.0,-3.0
1644559927,,,-427.0,,
1644559958,,,-439.0,-2.0,-3.0
1644559987,,,-439.0,,
1644560018,,,-443.0,-2.0,-3.0
1644560048,,,-409.0,,
1644560078,,,-425.0,-2.0,-3.0
1644560106,,,-429.0,,
1644560138,,,-84.0,-2.0,-3.0
1644560166,,,-418.0,,
1644560198,,,-437.0,-2.0,-3.0
1644560228,,,-438.0,,
1644560259,,,-442.0,-2.0,-3.0
1644560287,,,-428.0,,
1644560319,,,-430.0,-2.0,-3.0
1644560347,,,-432.0,,
1644560380,,,-269.0,-2.0,-3.0
1644560407,,,-428.0,,
1644560438,,,-422.0,-2.0,-3.0
1644560467,,,-428.0,,
1644560498,,,-404.0,-2.0,-3.0
1644560527,,,-398.0,,
1644560558,,,-416.0,-2.0,-3.0
1644560587,,,-401.0,,
1644560618,,,-409.0,-2.0,-3.0
1644560647,,,-399.0,,
1644560679,,,-397.0,-2.0,-3.0
1644560707,,,-397.0,,
1644560738,,,-398.0,-2.0,-3.0
1644560767,,,-390.0,,
1644560798,,,-393.0,-2.0,-3.0
1644560826,,,-384.0,,
1644560858,,,-385.0,-2.0,-3.0
1644560886,,,-370.0,,
1644560918,,,-380.0,-2.0,-3.0
1644560947,,,-373.0,,
1644560978,,,-369.0,-2.0,-3.0
1644561000,4981.5,609.3,,,
1644561006,,,-367.0,,
1644561038,,,-342.0,-2.0,-3.0
1644561066,,,-318.0,,
1644561098,,,-334.0,-2.0,-3.0
1644561127,,,-332.0,,
1644561158,,,-320.0,-2.0,-3.0
1644561187,,,-282.0,,
1644561218,,,-319.0,-2.0,-3.0
1644561247,,,-324.0,,
1644561278,,,-326.0,-2.0,-3.0
1644561307,,,-325.0,,
1644561338,,,-270.0,-2.0,-3.0
1644561367,,,-240.0,,
1644561398,,,-301.0,-2.0,-3.0
1644561427,,,-294.0,,
1644561458,,,-307.0,-2.0,-3.0
1644561487,,,-359.0,,
1644561518,,,-326.0,-2.0,-3.0
1644561547,,,-327.0,,
1644561578,,,-340.0,-2.0,-3.0
1644561607,,,-328.0,,
1644561638,,,-310.0,-1.0,-2.0
1644561667,,,-290.0,,
1644561698,,,-345.0,-2.0,-2.0
1644561727,,,-326.0,,
1644561758,,,-327.0,-1.0,-2.0
1644561787,,,-310.0,,
1644561818,,,-312.0,-2.0,-2.0
1644561847,,,-275.0,,
1644561879,,,-275.0,-1.0,-2.0
1644561907,,,-324.0,,
1644561939,,,-321.0,-2.0,-2.0
1644561968,,,-299.0,,
1644561999,,,-298.0,-1.0,-2.0
1644562028,,,-309.0,,
1644562059,,,-311.0,-1.0,-2.0
1644562088,,,-308.0,,
1644562119,,,-313.0,-2.0,-2.0
1644562148,,,-309.0,,
1644562179,,,-247.0,-1.0,-2.0
1644562208,,,-282.0,,
1644562239,,,-300.0,-1.0,-2.0
1644562268,,,-288.0,,
1644562299,,,-286.0,-1.0,-2.0
1644562328,,,-266.0,,
1644562359,,,-273.0,-1.0,-2.0
1644562388,,,-265.0,,
1644562419,,,-218.0,-1.0,-2.0
1644562448,,,-212.0,,
1644562480,,,-247.0,-1.0,-2.0
1644562508,,,-247.0,,
1644562539,,,-236.0,-1.0,-2.0
1644562568,,,-217.0,,
1644562601,,,48.0,6.0,-5.0
1644562628,,,57.0,,
1644562660,,,30.0,4.0,-2.0
1644562688,,,55.0,,
1644562719,,,54.0,6.0,-5.0
1644562748,,,23.0,,
1644562779,,,-139.0,-1.0,-1.0
1644562800,4981.6,609.5,,,
1644562808,,,-126.0,,
1644562840,,,-156.0,-1.0,-2.0
1644562868,,,-117.0,,
1644562900,,,-120.0,-1.0,-1.0
1644562928,,,-140.0,,
1644562959,,,-133.0,-1.0,-1.0
1644562988,,,-144.0,,
1644563019,,,-132.0,-1.0,-1.0
1644563049,,,-146.0,,
1644563080,,,-140.0,-1.0,-2.0
1644563108,,,-125.0,,
1644563140,,,-51.0,1.0,-1.0
1644563168,,,-135.0,,
1644563200,,,-112.0,1.0,-1.0
1644563230,,,-89.0,,
1644563260,,,-85.0,1.0,-2.0
1644563288,,,-46.0,,
1644563320,,,-120.0,-1.0,-2.0
1644563349,,,-137.0,,
1644563381,,,-32.0,-1.0,1.0
1644563409,,,-177.0,,
1644563440,,,-29.0,2.0,-1.0
1644563469,,,-184.0,,
1644563500,,,3.0,2.0,-1.0
1644563529,,,-124.0,,
1644563560,,,37.0,-2.0,1.0
1644563589,,,8.0,,
1644563620,,,6.0,-1.0,1.0
1644563649,,,-59.0,,
1644563680,,,-60.0,1.0,-1.0
1644563710,,,-110.0,,
1644563741,,,-154.0,1.0,-1.0
1644563769,,,-145.0,,
1644563801,,,-134.0,1.0,-2.0
1644563829,,,-133.0,,
1644563861,,,-122.0,1.0,-1.0
1644563889,,,8.0,,
1644563921,,,-108.0,1.0,-2.0
1644563949,,,-109.0,,
1644563981,,,-16.0,2.0,-1.0
1644564009,,,-2.0,,
1644564041,,,-1.0,2.0,-1.0
1644564070,,,7.0,,
1644564101,,,4.0,2.0,-1.0
1644564130,,,-6.0,,
1644564161,,,8.0,2.0,-1.0
1644564190,,,-7.0,,
1644564221,,,-12.0,2.0,-1.0
1644564250,,,5.0,,
1644564281,,,3.0,2.0,-1.0
1644564310,,,-9.0,,
1644564341,,,-3.0,2.0,-1.0
1644564370,,,11.0,,
1644564401,,,5.0,2.0,-1.0
1644564430,,,-2.0,,
1644564461,,,10.0,1.0,-1.0
1644564490,,,10.0,,
1644564521,,,6.0,1.0,-1.0
1644564550,,,-1.0,,
1644564582,,,6.0,2.0,-1.0
1644564600,4981.6,609.5,,,
1644564611,,,5.0,,
1644564642,,,4.0,2.0,-1.0
1644564670,,,-5.0,,
1644564702,,,-9.0,2.0,-1.0
1644564730,,,-4.0,,
1644564761,,,0.0,1.0,-1.0
1644564790,,,-1.0,,
1644564822,,,-5.0,2.0,-1.0
1644564850,,,-13.0,,
1644564882,,,42.0,2.0,-1.0
1644564910,,,-9.0,,
1644564942,,,-10.0,2.0,-1.0
1644564971,,,-4.0,,
1644565002,,,-1.0,2.0,-1.0
1644565032,,,-9.0,,
1644565064,,,-11.0,2.0,-1.0
1644565091,,,-13.0,,
1644565122,,,-12.0,2.0,-1.0
1644565151,,,-9.0,,
1644565182,,,-2.0,2.0,-1.0
1644565210,,,-6.0,,
1644565242,,,-4.0,2.0,-1.0
1644565274,,,-4.0,,
1644565302,,,4.0,2.0,-1.0
1644565331,,,0.0,,
1644565363,,,-3.0,2.0,-1.0
1644565391,,,-1.0,,
1644565422,,,1.0,2.0,-1.0
1644565451,,,-2.0,,
1644565483,,,-4.0,2.0,-1.0
1644565511,,,20.0,,
1644565543,,,1.0,2.0,-1.0
1644565571,,,12.0,,
1644565602,,,-4.0,2.0,-1.0
1644565631,,,-5.0,,
1644565662,,,-1.0,2.0,-1.0
1644565691,,,-3.0,,
1644565722,,,-7.0,2.0,-1.0
1644565751,,,3.0,,
1644565782,,,-3.0,2.0,-1.0
1644565811,,,-2.0,,
1644565843,,,-12.0,2.0,-2.0
1644565872,,,-3.0,,
1644565903,,,2.0,2.0,-1.0
1644565932,,,6.0,,
1644565963,,,3.0,2.0,-1.0
1644565992,,,-6.0,,
1644566023,,,-2.0,2.0,-1.0
1644566052,,,1.0,,
1644566083,,,43.0,-2.0,-1.0
1644566112,,,6.0,,
1644566143,,,-1.0,2.0,-1.0
1644566172,,,-2.0,,
1644566204,,,0.0,2.0,-1.0
1644566232,,,8.0,,
1644566263,,,5.0,2.0,-1.0
1644566292,,,1.0,,
1644566323,,,5.0,2.0,-1.0
1644566352,,,3.0,,
1644566383,,,1.0,2.0,-1.0
1644566400,4981.6,609.5,,,
1644566412,,,-6.0,,
1644566443,,,6.0,2.0,-1.0
1644566472,,,-1.0,,
1644566505,,,-5.0,2.0,-1.0
1644566532,,,-5.0,,
1644566564,,,7.0,2.0,-1.0
1644566592,,,11.0,,
1644566623,,,32.0,-2.0,-1.0
1644566652,,,-1.0,,
1644566684,,,-6.0,2.0,-1.0
1644566712,,,23.0,,
1644566744,,,-3.0,2.0,-2.0
1644566773,,,-2.0,,
1644566804,,,-11.0,2.0,-2.0
1644566832,,,-10.0,,
1644566864,,,-12.0,2.0,-2.0
1644566892,,,13.0,,
1644566924,,,0.0,2.0,-1.0
1644566953,,,5.0,,
1644566984,,,5.0,2.0,-2.0
1644567013,,,-4.0,,
1644567044,,,5.0,2.0,-2.0
1644567073,,,6.0,,
1644567104,,,6.0,2.0,-1.0
1644567132,,,4.0,,
1644567164,,,7.0,2.0,-2.0
1644567193,,,9.0,,
1644567224,,,5.0,2.0,-1.0
1644567253,,,3.0,,
1644567284,,,-4.0,2.0,-1.0
1644567313,,,-1.0,,
1644567344,,,-5.0,2.0,-1.0
1644567373,,,3.0,,
1644567405,,,-7.0,2.0,1.0
1644567433,,,-7.0,,
1644567464,,,-8.0,2.0,-1.0
1644567493,,,-5.0,,
1644567524,,,-7.0,2.0,-2.0
1644567553,,,-6.0,,
1644567584,,,2.0,2.0,-2.0
1644567613,,,-4.0,,
1644567645,,,-9.0,2.0,-2.0
1644567673,,,-9.0,,
1644567705,,,-4.0,2.0,-2.0
1644567733,,,-2.0,,
1644567765,,,2.0,2.0,-2.0
1644567793,,,-2.0,,
1644567824,,,-5.0,2.0,-2.0
1644567854,,,-7.0,,
1644567885,,,-3.0,2.0,-2.0
1644567914,,,-2.0,,
1644567945,,,5.0,2.0,-2.0
1644567973,,,-3.0,,
1644568005,,,7.0,2.0,-2.0
1644568034,,,-3.0,,
1644568065,,,-2.0,2.0,-2.0
1644568094,,,-1.0,,
1644568125,,,-4.0,2.0,-2.0
1644568154,,,-2.0,,
1644568185,,,-5.0,2.0,-2.0
1644568200,4981.6,609.5,,,
1644568214,,,-7.0,,
1644568245,,,-4.0,2.0,-2.0
1644568274,,,-7.0,,
1644568305,,,-2.0,2.0,-1.0
1644568334,,,8.0,,
1644568365,,,5.0,2.0,-1.0
1644568394,,,5.0,,
1644568426,,,4.0,2.0,-1.0
1644568454,,,0.0,,
1644568485,,,2.0,2.0,-1.0
1644568515,,,-2.0,,
1644568545,,,-4.0,2.0,-1.0
1644568575,,,-2.0,,
1644568606,,,-10.0,2.0,-1.0
1644568635,,,-8.0,,
1644568666,,,-8.0,2.0,-2.0
1644568694,,,-5.0,,
1644568727,,,-11.0,2.0,-1.0
1644568754,,,-8.0,,
1644568786,,,-7.0,2.0,-1.0
1644568815,,,-11.0,,
1644568846,,,1.0,2.0,-2.0
1644568875,,,6.0,,
1644568906,,,-10.0,2.0,-1.0
1644568935,,,-3.0,,
1644568966,,,-1.0,2.0,-1.0
1644568995,,,-5.0,,
1644569026,,,-8.0,2.0,-1.0
1644569055,,,-5.0,,
1644569086,,,-6.0,2.0,-1.0
1644569115,,,-6.0,,
1644569147,,,-7.0,2.0,-1.0
1644569175,,,-9.0,,
1644569206,,,-11.0,2.0,-1.0
1644569235,,,-11.0,,
1644569267,,,-9.0,2.0,-2.0
1644569295,,,-11.0,,
1644569327,,,14.0,2.0,-1.0
1644569355,,,-7.0,,
1644569386,,,-5.0,2.0,-1.0
1644569415,,,-11.0,,
1644569447,,,-10.0,2.0,-1.0
1644569475,,,-10.0,,
1644569506,,,-5.0,2.0,-1.0
1644569535,,,-7.0,,
1644569566,,,1.0,2.0,-1.0
1644569595,,,1.0,,
1644569627,,,0.0,2.0,-1.0
1644569655,,,-8.0,,
1644569687,,,-1.0,2.0,-1.0
1644569715,,,8.0,,
1644569747,,,23.0,2.0,-1.0
1644569776,,,-7.0,,
1644569807,,,-6.0,2.0,-1.0
1644569836,,,-9.0,,
1644569867,,,-7.0,2.0,-1.0
1644569896,,,-1.0,,
1644569927,,,-3.0,2.0,1.0
1644569956,,,-3.0,,
1644569987,,,-10.0,2.0,-1.0
1644570000,4981.6,609.5,,,
1644570016,,,-6.0,,
1644570047,,,-5.0,2.0,-2.0
1644570076,,,-7.0,,
1644570107,,,-4.0,2.0,-1.0
1644570136,,,-4.0,,
1644570167,,,-1.0,2.0,-1.0
1644570196,,,-3.0,,
1644570227,,,-7.0,2.0,-1.0
1644570257,,,-15.0,,
1644570288,,,-7.0,2.0,-1.0
1644570316,,,-2.0,,
1644570348,,,2.0,2.0,-1.0
1644570376,,,-2.0,,
1644570408,,,4.0,2.0,-1.0
1644570436,,,5.0,,
1644570468,,,-3.0,2.0,-1.0
1644570496,,,10.0,,
1644570528,,,0.0,2.0,-1.0
1644570556,,,11.0,,
1644570588,,,-3.0,2.0,-1.0
1644570616,,,-1.0,,
1644570648,,,2.0,2.0,-1.0
1644570676,,,1.0,,
1644570709,,,16.0,-5.0,5.0
1644570737,,,15.0,,
1644570768,,,17.0,-6.0,6.0
1644570797,,,22.0,,
1644570829,,,27.0,-5.0,5.0
1644570858,,,32.0,,
1644570888,,,35.0,-7.0,7.0
1644570917,,,15.0,,
1644570948,,,10.0,-7.0,7.0
1644570977,,,6.0,,
1644571008,,,3.0,-7.0,7.0
1644571037,,,-10.0,,
1644571068,,,-9.0,-7.0,7.0
1644571097,,,36.0,,
1644571129,,,1.0,-7.0,7.0
1644571157,,,3.0,,
1644571189,,,-3.0,-7.0,7.0
1644571218,,,-1.0,,
1644571248,,,31.0,-7.0,7.0
1644571277,,,-7.0,,
1644571309,,,30.0,-8.0,8.0
1644571337,,,34.0,,
1644571368,,,68.0,-8.0,9.0
1644571397,,,51.0,,
1644571429,,,27.0,-7.0,7.0
1644571457,,,30.0,,
1644571489,,,23.0,-6.0,6.0
1644571518,,,11.0,,
1644571549,,,34.0,-6.0,6.0
1644571577,,,6.0,,
1644571609,,,3.0,-6.0,5.0
1644571637,,,6.0,,
1644571668,,,-1.0,-6.0,5.0
1644571697,,,-1.0,,
1644571729,,,1.0,-6.0,5.0
1644571757,,,20.0,,
1644571789,,,2.0,-6.0,5.0
1644571800,4981.6,609.5,,,
1644571817,,,-7.0,,
1644571849,,,24.0,6.0,-6.0
1644571877,,,29.0,,
1644571909,,,28.0,6.0,-6.0
1644571938,,,30.0,,
1644571969,,,21.0,6.0,-6.0
1644571997,,,23.0,,
1644572029,,,28.0,6.0,-6.0
1644572057,,,44.0,,
1644572089,,,37.0,6.0,-6.0
1644572119,,,27.0,,
1644572149,,,120.0,6.0,-6.0
1644572178,,,26.0,,
1644572210,,,38.0,6.0,-6.0
1644572238,,,39.0,,
1644572269,,,38.0,10.0,-10.0
1644572298,,,32.0,,
1644572329,,,41.0,9.0,-9.0
1644572358,,,41.0,,
1644572389,,,60.0,9.0,-10.0
1644572418,,,42.0,,
1644572449,,,43.0,10.0,-10.0
1644572478,,,133.0,,
1644572509,,,24.0,5.0,-5.0
1644572538,,,23.0,,
1644572570,,,26.0,5.0,-5.0
1644572598,,,49.0,,
1644572629,,,51.0,10.0,-9.0
1644572658,,,43.0,,
1644572690,,,47.0,9.0,-9.0
1644572718,,,45.0,,
1644572750,,,62.0,9.0,-9.0
1644572778,,,11.0,,
1644572809,,,0.0,3.0,-3.0
1644572839,,,2.0,,
1644572870,,,1.0,3.0,-3.0
1644572898,,,-5.0,,
1644572930,,,6.0,3.0,-2.0
1644572958,,,20.0,,
1644572990,,,6.0,3.0,-2.0
1644573018,,,-3.0,,
1644573050,,,8.0,3.0,-2.0
1644573079,,,9.0,,
1644573110,,,36.0,3.0,-3.0
1644573139,,,15.0,,
1644573170,,,7.0,3.0,-2.0
1644573199,,,12.0,,
1644573230,,,20.0,3.0,-2.0
1644573259,,,14.0,,
1644573290,,,12.0,3.0,-2.0
1644573319,,,4.0,,
1644573350,,,8.0,3.0,-2.0
1644573379,,,11.0,,
1644573410,,,-2.0,3.0,-2.0
1644573439,,,3.0,,
1644573470,,,2.0,3.0,-2.0
1644573499,,,-5.0,,
1644573531,,,-2.0,3.0,-2.0
1644573559,,,-4.0,,
1644573590,,,1.0,3.0,-3.0
1644573600,4981.6,609.5,,,
1644573619,,,1.0,,
1644573651,,,-5.0,3.0,-2.0
1644573679,,,1.0,,
1644573710,,,2.0,3.0,-2.0
1644573739,,,-3.0,,
1644573771,,,32.0,3.0,-2.0
1644573799,,,-2.0,,
1644573830,,,2.0,3.0,-2.0
1644573859,,,2.0,,
1644573891,,,2.0,3.0,-3.0
1644573920,,,-5.0,,
1644573951,,,2.0,3.0,-2.0
1644573979,,,37.0,,
1644574011,,,15.0,3.0,-2.0
1644574040,,,2.0,,
1644574071,,,12.0,3.0,-3.0
1644574100,,,12.0,,
1644574131,,,11.0,3.0,-2.0
1644574160,,,22.0,,
1644574191,,,5.0,3.0,-3.0
1644574220,,,10.0,,
1644574251,,,3.0,3.0,-3.0
1644574280,,,-5.0,,
1644574312,,,16.0,3.0,-2.0
1644574340,,,3.0,,
1644574371,,,3.0,3.0,-2.0
1644574401,,,2.0,,
1644574432,,,-1.0,3.0,-2.0
1644574460,,,7.0,,
1644574491,,,5.0,2.0,-2.0
1644574520,,,6.0,,
1644574552,,,12.0,3.0,-2.0
1644574582,,,13.0,,
1644574611,,,-7.0,3.0,-2.0
1644574640,,,-5.0,,
1644574671,,,-7.0,3.0,-2.0
1644574701,,,-1.0,,
1644574732,,,-2.0,2.0,-2.0
1644574760,,,3.0,,
1644574792,,,8.0,2.0,-2.0
1644574820,,,6.0,,
1644574852,,,10.0,2.0,-2.0
1644574880,,,2.0,,
1644574912,,,0.0,2.0,-2.0
1644574941,,,10.0,,
1644574972,,,38.0,2.0,-2.0
1644575001,,,2.0,,
1644575032,,,10.0,2.0,-2.0
1644575061,,,6.0,,
1644575092,,,12.0,2.0,-2.0
1644575121,,,17.0,,
1644575152,,,8.0,2.0,-2.0
1644575180,,,20.0,,
1644575211,,,10.0,3.0,-3.0
1644575240,,,9.0,,
1644575272,,,10.0,3.0,-3.0
1644575300,,,16.0,,
1644575332,,,13.0,4.0,-4.0
1644575361,,,39.0,,
1644575392,,,8.0,4.0,-4.0
1644575400,4981.6,609.5,,,
1644575420,,,8.0,,
1644575452,,,3.0,3.0,-4.0
1644575481,,,3.0,,
1644575512,,,6.0,3.0,-4.0
1644575541,,,6.0,,
1644575572,,,12.0,4.0,-4.0
1644575601,,,19.0,,
1644575632,,,14.0,4.0,-4.0
1644575661,,,10.0,,
1644575692,,,13.0,4.0,-4.0
1644575721,,,18.0,,
1644575753,,,20.0,4.0,-4.0
1644575781,,,16.0,,
1644575812,,,18.0,4.0,-4.0
1644575841,,,16.0,,
1644575872,,,22.0,4.0,-4.0
1644575901,,,9.0,,
1644575932,,,10.0,5.0,-5.0
1644575961,,,146.0,,
1644575992,,,18.0,6.0,-7.0
1644576021,,,27.0,,
1644576052,,,20.0,4.0,-4.0
1644576081,,,16.0,,
1644576112,,,41.0,5.0,-5.0
1644576141,,,12.0,,
1644576173,,,3.0,5.0,-5.0
1644576201,,,10.0,,
1644576233,,,98.0,14.0,-10.0
1644576261,,,88.0,,
1644576293,,,87.0,12.0,-10.0
1644576321,,,41.0,,
1644576354,,,74.0,12.0,-11.0
1644576381,,,26.0,,
1644576413,,,24.0,5.0,-5.0
1644576442,,,53.0,,
1644576473,,,42.0,6.0,-5.0
1644576502,,,30.0,,
1644576533,,,32.0,6.0,-5.0
1644576562,,,22.0,,
1644576593,,,25.0,5.0,-5.0
1644576622,,,76.0,,
1644576653,,,38.0,5.0,-5.0
1644576682,,,29.0,,
1644576714,,,32.0,6.0,-5.0
1644576742,,,105.0,,
1644576773,,,31.0,6.0,-5.0
1644576802,,,11.0,,
1644576833,,,26.0,6.0,-5.0
1644576862,,,32.0,,
1644576893,,,25.0,5.0,-5.0
1644576922,,,36.0,,
1644576954,,,24.0,5.0,-5.0
1644576982,,,29.0,,
1644577013,,,25.0,6.0,-5.0
1644577042,,,19.0,,
1644577073,,,66.0,5.0,-5.0
1644577102,,,14.0,,
1644577134,,,22.0,5.0,-5.0
1644577163,,,23.0,,
1644577194,,,73.0,6.0,-5.0
1644577200,4981.6,609.5,,,
1644577223,,,54.0,,
1644577254,,,16.0,5.0,-5.0
1644577282,,,19.0,,
1644577313,,,17.0,5.0,-5.0
1644577343,,,13.0,,
1644577374,,,25.0,5.0,-5.0
1644577403,,,48.0,,
1644577435,,,58.0,6.0,-5.0
1644577463,,,15.0,,
1644577494,,,19.0,5.0,-5.0
1644577524,,,53.0,,
1644577554,,,46.0,7.0,-5.0
1644577583,,,133.0,,
1644577614,,,82.0,6.0,-5.0
1644577643,,,7.0,,
1644577674,,,-1.0,3.0,-2.0
1644577703,,,0.0,,
1644577734,,,21.0,3.0,-3.0
1644577763,,,3.0,,
1644577794,,,4.0,3.0,-2.0
1644577823,,,20.0,,
1644577855,,,55.0,5.0,-4.0
1644577883,,,49.0,,
1644577915,,,82.0,5.0,-3.0
1644577943,,,36.0,,
1644577974,,,-1.0,3.0,-2.0
1644578003,,,1.0,,
1644578034,,,-4.0,3.0,-2.0
1644578063,,,-1.0,,
1644578095,,,-4.0,3.0,-2.0
1644578123,,,3.0,,
1644578155,,,1.0,3.0,-2.0
1644578183,,,2.0,,
1644578215,,,55.0,8.0,-7.0
1644578243,,,54.0,,
1644578274,,,47.0,8.0,-7.0
1644578303,,,58.0,,
1644578335,,,9.0,3.0,-2.0
1644578364,,,8.0,,
1644578396,,,3.0,3.0,-2.0
1644578423,,,-4.0,,
1644578455,,,2.0,3.0,-2.0
1644578484,,,-2.0,,
1644578515,,,46.0,-2.0,-2.0
1644578544,,,0.0,,
1644578575,,,-2.0,3.0,-2.0
1644578604,,,3.0,,
1644578635,,,1.0,3.0,-2.0
1644578664,,,1.0,,
1644578695,,,4.0,3.0,-2.0
1644578724,,,6.0,,
1644578755,,,-2.0,3.0,-2.0
1644578784,,,-1.0,,
1644578815,,,4.0,3.0,-2.0
1644578844,,,15.0,,
1644578875,,,8.0,3.0,-2.0
1644578904,,,35.0,,
1644578935,,,17.0,3.0,-2.0
1644578964,,,9.0,,
1644578995,,,13.0,3.0,-2.0
1644579000,4981.6,609.5,,,
1644579024,,,9.0,,
1644579055,,,7.0,3.0,-2.0
1644579084,,,1.0,,
1644579115,,,-9.0,3.0,-2.0
1644579144,,,0.0,,
1644579176,,,-1.0,2.0,-2.0
1644579204,,,-1.0,,
1644579236,,,-2.0,2.0,-1.0
1644579264,,,-7.0,,
1644579296,,,-3.0,2.0,-2.0
1644579325,,,0.0,,
1644579356,,,-1.0,2.0,-2.0
1644579385,,,-10.0,,
1644579416,,,-6.0,2.0,-2.0
1644579444,,,0.0,,
1644579476,,,4.0,2.0,-2.0
1644579505,,,4.0,,
1644579536,,,-6.0,2.0,-2.0
1644579565,,,9.0,,
1644579596,,,-1.0,2.0,-2.0
1644579624,,,2.0,,
1644579656,,,8.0,2.0,-2.0
1644579685,,,-1.0,,
